"bsv"	"type"	"length"	"context"	"word"	"prefLabel"	"context"	"location"	"features"
"BSV_Arboriculture_no49_du_02092014_cle82df79"	"html"	"17907"	"cardie des filiƒres"	"pommes et poires"	""	": Fran ois Hanquart"	"16944-16960"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no7_du_4_avril_2011_cle0ba19b"	"html"	"5605"	"cardie des fili res"	"pommes et poires"	""	": Franƒois Hanquart"	"4853-4869"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no9_du_15042013_cle84d1cd"	"html"	"5699"	"cardie des fili res"	"pommes et poires"	""	": Fran ois Hanquart"	"4736-4752"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Betterave_no14_cle8a2eff"	"html"	"12948"	"sucreries de notre"	"zone, les parcelles de betteraves"	""	"présentent un poten"	"274-307"	"type=N_PUN_N, match=fcu, form=zone, les parcelles de betteraves"
"BSV_Betterave_no14_cle8a2eff"	"html"	"12948"	"se développent dans"	"le cœur des betteraves, les chenilles"	""	"les plus jeunes son"	"3444-3481"	"type=N_PUN_N, match=fcu, form=le cœur des betteraves, les chenilles"
"BSV_Betterave_no14_cle8a2eff"	"html"	"12948"	"ronnement immédiat ("	"bois, haie, proximité de blé"	""	"de betteraves 2010)"	"4029-4057"	"type=N_PUN_N, match=fcu, form=bois, haie, proximité de blé"
"BSV_Cereales_a_paille_2011_S13-1_cle0d7463"	"html"	"7414"	"(retour fréquent du"	"blé, variétés"	""	"sensibles, semis pr"	"2707-2720"	"type=N_PUN_N, match=fcu, form=blé, variétés"
"BSV_Cereales_a_paille_2011_S13-1_cle0d7463"	"html"	"7414"	"(retour fréquent de"	"blé, variété"	""	"sensible, milieu fa"	"3346-3358"	"type=N_PUN_N, match=fcu, form=blé, variété"
"BSV_Cultures_Legumieres_N58_cle08ed2d"	"html"	"13043"	"de la carotte : sur"	"céleri, les captures"	""	"sont encore faibles"	"177-197"	"type=N_PUN_N, match=fcu, form=céleri, les captures"
"BSV_Cultures_Legumieres_N58_cle08ed2d"	"html"	"13043"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"11162-11189"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Cultures_Legumieres_N58_cle08ed2d"	"html"	"13043"	"les entreprises de"	"production de melon, la coopérative"	""	"AGROLEG, la coopéra"	"12222-12257"	"type=N_PUN_N, match=fcu, form=production de melon, la coopérative"
"BSV_Cultures_Legumieres_No117_cle8542c6"	"html"	"8483"	"d'autres alliacées ("	"oignon, ciboulette"	""	") permettent déjà d'"	"6263-6281"	"type=N_PUN_N, match=fcu, form=oignon, ciboulette"
"BSV_Cultures_Legumieres_No117_cle8542c6"	"html"	"8483"	"es de production de"	"melon, la coopérative"	""	"AGROLEG, la coopéra"	"7597-7618"	"type=N_PUN_N, match=fcu, form=melon, la coopérative"
"BSV_Cultures_Legumieres_No139_cle82191f"	"html"	"12828"	"(Psila rosae) : En"	"carotte, le piégeage"	""	"est nul ou très fai"	"8992-9012"	"type=N_PUN_N, match=fcu, form=carotte, le piégeage"
"BSV_Cultures_Legumieres_No139_cle82191f"	"html"	"12828"	"es de production de"	"melon, la coopérative"	""	"AGROLEG, la coopéra"	"11941-11962"	"type=N_PUN_N, match=fcu, form=melon, la coopérative"
"BSV_Cultures_Ornementales_et_ZNA_No5_du_13_06_14_cle85d729"	"html"	"10389"	"toute la région sur"	"choisya, acacia, rosiers, griseline, hibiscus, polygala"	""	"et azalées. 13 juin"	"3041-3096"	"type=N_PUN_N, match=fcu, form=choisya, acacia, rosiers, griseline, hibiscus, polygala"
"BSV_Cultures_Ornementales_et_ZNA_No5_du_13_06_14_cle85d729"	"html"	"10389"	"aux concernés sont:"	"Rosier, rhododendron, pittospore, bambous, photinia, viburnum et hêtre"	""	". La présence d'indi"	"3657-3727"	"type=N_PUN_N_KON_N, match=fcu, form=Rosier, rhododendron, pittospore, bambous, photinia, viburnum et hêtre"
"BSV_FC_Vigne3_170412"	"html"	"7383"	"ge-bourgeons Malgré"	"la stagnation de la vigne, l'activité"	""	"des mange bourgeons"	"4954-4991"	"type=N_PUN_N, match=fcu, form=la stagnation de la vigne, l'activité"
"BSV_GC_MP_10_11"	"html"	"13996"	"a partie Céréales à"	"paille et tournesol"	""	"par l'animateur fil"	"12720-12739"	"type=N_KON_N, match=fcu, form=paille et tournesol"
"BSV_GC_MP_10_11"	"html"	"13996"	"and, Coopérative de"	"Blé de Salvagnac, Ets"	""	"Ladevèze, Euralis,"	"13268-13289"	"type=N_PUN_N, match=fcu, form=Blé de Salvagnac, Ets"
"BSV_GC_MP_10_4"	"html"	"9477"	"ques de sitones sur"	"pois et féverole"	""	"; seuil de nuisibil"	"670-686"	"type=N_KON_N, match=fcu, form=pois et féverole"
"BSV_GC_MP_10_4"	"html"	"9477"	"octobre : Sur notre"	"réseau, les blés"	""	"durs sont entre le"	"935-951"	"type=N_PUN_N, match=fcu, form=réseau, les blés"
"BSV_GC_MP_10_4"	"html"	"9477"	"s (ray-grass, folle"	"avoine, véronique, gaillet"	""	", coquelicot...). P"	"1975-2001"	"type=N_PUN_N, match=fcu, form=avoine, véronique, gaillet"
"BSV_GC_MP_10_4"	"html"	"9477"	"tre le charançon de"	"la tige du colza et le charançon de la tige"	""	"du chou. Ce dernier"	"5099-5142"	"type=N_KON_N, match=fcu, form=la tige du colza et le charançon de la tige"
"BSV_GC_MP_10_4"	"html"	"9477"	"ié des parcelles en"	"pois et féverole"	""	"d'hiver du réseau."	"7245-7261"	"type=N_KON_N, match=fcu, form=pois et féverole"
"BSV_GC_No37_25_10_2011_cle0c88d7"	"html"	"5982"	"le stade avancé des"	"colzas, fin du risque"	""	"pucerons et tenthrè"	"1457-1478"	"type=N_PUN_N, match=fcu, form=colzas, fin du risque"
"BSV_GC_No37_25_10_2011_cle0c88d7"	"html"	"5982"	"le stade avancé des"	"colzas, l'impact"	""	"est limité. Réparti"	"1705-1721"	"type=N_PUN_N, match=fcu, form=colzas, l'impact"
"BSV_GC_No40_15_11_2011_cle0c17ed"	"html"	"3208"	"précédents). Autres"	"Oïdium, phoma et mouche du chou"	""	"signalés, rappelons"	"1301-1332"	"type=N_PUN_N_KON_N, match=fcu, form=Oïdium, phoma et mouche du chou"
"BSV_GC_n_07_du_15_octobre_2013"	"html"	"18885"	"face inférieure des"	"feuilles de colza, endroit"	""	"où généralement les"	"5921-5947"	"type=N_PUN_N, match=fcu, form=feuilles de colza, endroit"
"BSV_GC_n_07_du_15_octobre_2013"	"html"	"18885"	"s aggravants (forte"	"densité, mulch de pailles"	""	"en surface, qui con"	"8645-8670"	"type=N_PUN_N, match=fcu, form=densité, mulch de pailles"
"BSV_GC_n_13_du_26_fevrier_2013"	"html"	"7565"	"vec le charançon de"	"la tige du colza, le charançon de la tige"	""	"du chou ne pond pas"	"6074-6115"	"type=N_PUN_N, match=fcu, form=la tige du colza, le charançon de la tige"
"BSV_GC_n_21_du_12_avril_2011"	"html"	"19280"	"a dans la rotation ("	"colza, tournesol"	""	"soja ),les attaques"	"4429-4445"	"type=N_PUN_N, match=fcu, form=colza, tournesol"
"BSV_GC_n_21_du_12_avril_2011"	"html"	"19280"	"oire). Stade Depuis"	"une dizaine de jours, les blés"	""	"se sont fortement d"	"7019-7049"	"type=N_PUN_N, match=fcu, form=une dizaine de jours, les blés"
"BSV_GC_n_21_du_12_avril_2011"	"html"	"19280"	"iques futures et au"	"développement des céréales, la période de risque"	""	"piétin verse s'achè"	"8768-8816"	"type=N_PUN_N, match=fcu, form=développement des céréales, la période de risque"
"BSV_GC_n_21_du_12_avril_2011"	"html"	"19280"	"approche du stade 2"	"nœuds, le blé"	""	"entre dans une péri"	"9392-9405"	"type=N_PUN_N, match=fcu, form=nœuds, le blé"
"BSV_GC_n_21_du_12_avril_2011"	"html"	"19280"	"nt significatif des"	"températures, les pois de printemps"	""	"se sont rapidement"	"15911-15946"	"type=N_PUN_N, match=fcu, form=températures, les pois de printemps"
"BSV_GC_no7_29_03_2011_cle47d754"	"html"	"15703"	"u sol (fréquence de"	"retour du blé et travail du sol"	""	"),2. le milieu physi"	"5087-5118"	"type=N_KON_N, match=fcu, form=retour du blé et travail du sol"
"BSV_GC_no7_29_03_2011_cle47d754"	"html"	"15703"	"tade très jeune des"	"lins, la surveillance"	""	"s'impose avec cette"	"12391-12412"	"type=N_PUN_N, match=fcu, form=lins, la surveillance"
"BSV_HP_13-02_cle04e1ee"	"html"	"5889"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"5106-5131"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_Horti_n_01_du_02_mars_2012"	"html"	"3110"	"s horticulteurs. En"	"effet, les pensées, primevères des jardins"	""	"et autres plantes b"	"233-275"	"type=N_PUN_N, match=fcu, form=effet, les pensées, primevères des jardins"
"BSV_Horti_n_01_du_02_mars_2012"	"html"	"3110"	"ctions de plantes à"	"massif et géraniums"	""	". Il en résulte une"	"355-374"	"type=N_KON_N, match=fcu, form=massif et géraniums"
"BSV_Horti_n_06_du_11_mai_2012"	"html"	"5938"	"HRIPS sur plantes à"	"massif et géranium"	""	"lierre : vigilance"	"77-95"	"type=N_KON_N, match=fcu, form=massif et géranium"
"BSV_Horti_n_06_du_11_mai_2012"	"html"	"5938"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"1960-1987"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Horti_n_06_du_11_mai_2012"	"html"	"5938"	"HRIPS sur plantes à"	"massif et géranium"	""	"lierre : vigilance"	"3334-3352"	"type=N_KON_N, match=fcu, form=massif et géranium"
"BSV_Horticulture_n_01_du_14_mars_2014"	"html"	"5810"	"s horticulteurs. En"	"effet, les géraniums et plantes"	""	"à massif récemment"	"193-224"	"type=N_PUN_N_KON_N, match=fcu, form=effet, les géraniums et plantes"
"BSV_Horticulture_n_01_du_14_mars_2014"	"html"	"5810"	"t empotées côtoient"	"les productions de pensées, primevères des jardins"	""	"et autres plantes b"	"262-312"	"type=N_PUN_N, match=fcu, form=les productions de pensées, primevères des jardins"
"BSV_Horticulture_n_01_du_14_mars_2014"	"html"	"5810"	"r. Globalement à ce"	"stade de la culture, les géraniums"	""	"lierre sont indemne"	"773-807"	"type=N_PUN_N, match=fcu, form=stade de la culture, les géraniums"
"BSV_Horticulture_n_01_du_14_mars_2014"	"html"	"5810"	": quelques cas sur"	"cyclamen,
primevère des jardins et gazania"	""	". Les cultures à hau"	"1205-1247"	"type=N_PUN_N_KON_N, match=fcu, form=cyclamen,
primevère des jardins et gazania"
"BSV_Horticulture_n_01_du_14_mars_2014"	"html"	"5810"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"4203-4230"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Horticulture_n_03_du_11_avril_2014"	"html"	"5736"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"4129-4156"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Horticulture_n_14_du_10_octobre_2014"	"html"	"3706"	"Photo AREXHOR G.E."	"l'épanouissement de la fleur, les pétales"	""	"vidés de leur conte"	"635-676"	"type=N_PUN_N, match=fcu, form=l'épanouissement de la fleur, les pétales"
"BSV_JEV_2012-no5_cle422e12"	"html"	"12082"	"DE SANTÉ DU VÉGÉTAL"	"Jardins et espaces"	""	"verts Nord Pas-de-C"	"60-78"	"type=N_KON_N, match=fcu, form=Jardins et espaces"
"BSV_JEV_2012-no5_cle422e12"	"html"	"12082"	"Santé du Végétal -"	"Jardins et espaces"	""	"verts Pucerons sur"	"2303-2321"	"type=N_KON_N, match=fcu, form=Jardins et espaces"
"BSV_JEV_2012-no5_cle422e12"	"html"	"12082"	"Santé du Végétal -"	"Jardins et espaces"	""	"verts Cochenille ma"	"4366-4384"	"type=N_KON_N, match=fcu, form=Jardins et espaces"
"BSV_JEV_2012-no5_cle422e12"	"html"	"12082"	"2012 Cicadelle sur"	"érable et rosier"	""	"Dans le Haut Artois"	"4685-4701"	"type=N_KON_N, match=fcu, form=érable et rosier"
"BSV_JEV_2012-no5_cle422e12"	"html"	"12082"	"Santé du Végétal -"	"Jardins et espaces"	""	"verts Coléoptères C"	"5907-5925"	"type=N_KON_N, match=fcu, form=Jardins et espaces"
"BSV_JEV_2012-no5_cle422e12"	"html"	"12082"	"Santé du Végétal -"	"Jardins et espaces"	""	"verts Nord Pas-de-C"	"8192-8210"	"type=N_KON_N, match=fcu, form=Jardins et espaces"
"BSV_JEV_2012-no5_cle422e12"	"html"	"12082"	"Santé du Végétal -"	"Jardins et espaces"	""	"verts Nord Pas-de-C"	"9810-9828"	"type=N_KON_N, match=fcu, form=Jardins et espaces"
"BSV_JEV_2012-no5_cle422e12"	"html"	"12082"	"les, entreprises du"	"paysage, gestionnaires de jardins"	""	"publics ou privés,"	"11934-11967"	"type=N_PUN_N, match=fcu, form=paysage, gestionnaires de jardins"
"BSV_LIN_09_08_cle87e7eb"	"html"	"4626"	"08 du 16 juin 2009"	"Lin et plantes"	""	"à fibres Animateur"	"104-118"	"type=N_KON_N, match=fcu, form=Lin et plantes"
"BSV_LIN_09_08_cle87e7eb"	"html"	"4626"	"rnières Nouvelles :"	"La verse des lins et l'humidité"	""	"ambiante ont favori"	"4232-4263"	"type=N_KON_N, match=fcu, form=La verse des lins et l'humidité"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"html"	"6567"	"isque : Les faibles"	"risques de précipitation et le décollage' des lins"	""	"du à l'augmentation"	"3680-3730"	"type=N_KON_N, match=fcu, form=risques de précipitation et le décollage' des lins"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"html"	"3282"	"cultures de grosses"	"carottes, la pression"	""	"s'accentue sur la c"	"874-895"	"type=N_PUN_N, match=fcu, form=carottes, la pression"
"BSV_Legumes_n_09_du_20_decembre_2012"	"html"	"8894"	"de la lutte contre"	"les ravageurs et les maladies de la pomme"	""	"de terre. En partic"	"4082-4123"	"type=N_KON_N, match=fcu, form=les ravageurs et les maladies de la pomme"
"BSV_Legumes_n_09_du_20_decembre_2012"	"html"	"8894"	"ave rouge, carotte,"	"navet, radis"	""	") Apport récent de f"	"4556-4568"	"type=N_PUN_N, match=fcu, form=navet, radis"
"BSV_Legumes_n_09_du_20_decembre_2012"	"html"	"8894"	"imatique Comme pour"	"la pomme de terre, le printemps"	""	"frais et humide et"	"4862-4893"	"type=N_PUN_N, match=fcu, form=la pomme de terre, le printemps"
"BSV_Legumes_n_09_du_20_decembre_2012"	"html"	"8894"	"s par : CA21, Dijon"	"Céréales, Producteurs"	""	"en AB, Terre de Fra"	"7992-8013"	"type=N_PUN_N, match=fcu, form=Céréales, Producteurs"
"BSV_Legumes_no13ERRATUM_cle816453"	"html"	"14445"	"F 0 Pucerons Malgr"	"la pluie, les pucerons de la carotte"	""	"semblent bien insta"	"9883-9919"	"type=N_PUN_N, match=fcu, form=la pluie, les pucerons de la carotte"
"BSV_Legumes_no13ERRATUM_cle816453"	"html"	"14445"	"M me constat qu'en"	"choux, captures"	""	"en l gƒre augmentat"	"10304-10319"	"type=N_PUN_N, match=fcu, form=choux, captures"
"BSV_Legumes_no13ERRATUM_cle816453"	"html"	"14445"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	""	": S. MOREL-PLRN; Po"	"13373-13385"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_no13ERRATUM_cle816453"	"html"	"14445"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	""	"verts et Scorsonƒre"	"13477-13503"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_no13_cle4531f2"	"html"	"2564"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	""	": S. MOREL-PLRN; Po"	"1742-1754"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_no13_cle4531f2"	"html"	"2564"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	""	"verts et Scorson re"	"1846-1872"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_no15_cle443171-2"	"html"	"17619"	"Comme observ es sur"	"choux, les captures de noctuelles"	""	"sont en baisse! Bul"	"6853-6886"	"type=N_PUN_N, match=fcu, form=choux, les captures de noctuelles"
"BSV_Legumes_no15_cle443171-2"	"html"	"17619"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	""	": S. MOREL-PLRN; Po"	"16525-16537"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_no15_cle443171-2"	"html"	"17619"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	""	"verts et Scorsonƒre"	"16629-16655"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_no21_cle49da1f-2"	"html"	"16604"	"sont en place dans"	"les vergers et les cultures"	""	"l gumi res. Les tra"	"14392-14419"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Legumes_no21_cle49da1f-2"	"html"	"16604"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	""	": S. MOREL-PLRN; Po"	"15533-15545"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_no21_cle49da1f-2"	"html"	"16604"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	""	"verts et Scorson re"	"15637-15663"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_no29_cle43abde"	"html"	"6641"	"observateurs. Chou-"	"fleur, choux"	""	"Chou-fleur, choux :"	"354-366"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_no29_cle43abde"	"html"	"6641"	"u-fleur, choux Chou-"	"fleur, choux"	""	": Maladies de fin d"	"372-384"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_no29_cle43abde"	"html"	"6641"	"DELASSUS PLRN; Chou-"	"fleur, choux"	""	": S.MOREL PLRN; Poi"	"6419-6431"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_no29_cle43abde"	"html"	"6641"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	""	"verts et Scorson re"	"6521-6547"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_no30_cle49eb49"	"html"	"5201"	"DELASSUS PLRN; Chou-"	"fleur, choux"	""	": S.MOREL PLRN; Poi"	"4980-4992"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_no30_cle49eb49"	"html"	"5201"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	""	"verts et Scorson re"	"5082-5108"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_no33_cle4e7e9d-1"	"html"	"5573"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	""	": S. MOREL-PLRN; Po"	"4498-4510"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_no33_cle4e7e9d-1"	"html"	"5573"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	""	"verts et Scorsonƒre"	"4602-4628"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_no3_cle01ea33-1"	"html"	"4265"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	""	": S. MOREL-PLRN; Po"	"3191-3203"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_no3_cle01ea33-1"	"html"	"4265"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	""	"verts et Scorson re"	"3295-3321"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_no5_cle0a7ff2-1"	"html"	"5235"	"ALLIACEES ("	"Oignon, Ail"	""	", Echalote, Poireau"	"12-23"	"type=N_PUN_N, match=fcu, form=Oignon, Ail"
"BSV_Legumes_no5_cle0a7ff2-1"	"html"	"5235"	"actives ALLIACEES ("	"Oignon, Ail"	""	", Echalote, Poireau"	"229-240"	"type=N_PUN_N, match=fcu, form=Oignon, Ail"
"BSV_Legumes_no5_cle0a7ff2-1"	"html"	"5235"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	""	": S. MOREL-PLRN; Po"	"4164-4176"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_no5_cle0a7ff2-1"	"html"	"5235"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	""	"verts et Scorsonƒre"	"4268-4294"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_no5_du_8_juillet_2010_cle8f441d"	"html"	"10288"	"sent également. Sur"	"le melon, les taches"	""	"dues à l'alternario"	"7673-7693"	"type=N_PUN_N, match=fcu, form=le melon, les taches"
"BSV_Legumes_no5_du_8_juillet_2010_cle8f441d"	"html"	"10288"	"les entreprises de"	"production de melon, la coopérative"	""	"AGROLEG, la coopéra"	"9475-9510"	"type=N_PUN_N, match=fcu, form=production de melon, la coopérative"
"BSV_Legumes_no7_cle0912d2-1"	"html"	"7829"	"AIRE CHOUX: Vol de"	"mouche du chou, les pontes"	""	"sont en cours! Gare"	"39-65"	"type=N_PUN_N, match=fcu, form=mouche du chou, les pontes"
"BSV_Legumes_no7_cle0912d2-1"	"html"	"7829"	"! CHOU CABUS, CHOU-"	"FLEUR, CHOU DE BRUXELLES"	""	"R seau : 3 parcelle"	"362-386"	"type=N_PUN_N, match=fcu, form=FLEUR, CHOU DE BRUXELLES"
"BSV_Legumes_no7_cle0912d2-1"	"html"	"7829"	"les choux pomm s et"	"inflorescences et les navets"	""	"Quand? 3 vols par"	"1094-1122"	"type=N_KON_N, match=fcu, form=inflorescences et les navets"
"BSV_Legumes_no7_cle0912d2-1"	"html"	"7829"	"12 CHOU CABUS, CHOU-"	"FLEUR, CHOU DE BRUXELLES(suite)"	""	"Altise Des altises"	"1929-1960"	"type=N_PUN_N, match=fcu, form=FLEUR, CHOU DE BRUXELLES(suite)"
"BSV_Legumes_no7_cle0912d2-1"	"html"	"7829"	"! A Locon (62), sur"	"chou de Bruxelles, la quasi"	""	"-totalit des plants"	"2359-2386"	"type=N_PUN_N, match=fcu, form=chou de Bruxelles, la quasi"
"BSV_Legumes_no7_cle0912d2-1"	"html"	"7829"	"sont en place dans"	"les vergers et les cultures"	""	"l gumi res. Les tra"	"5644-5671"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Legumes_no7_cle0912d2-1"	"html"	"7829"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	""	": S. MOREL-PLRN; Po"	"6759-6771"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_no7_cle0912d2-1"	"html"	"7829"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	""	"verts et Scorson re"	"6864-6890"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_MELON_N_13_20062013_V3"	"html"	"6333"	"ion de la parcelle ("	"stade, proximité de maïs"	""	", historique). Méli"	"5182-5206"	"type=N_PUN_N, match=fcu, form=stade, proximité de maïs"
"BSV_Mais_no4s22_cle04eb4b"	"html"	"9121"	"STADES DU MAÏS A ce"	"jour, le stade du maïs"	""	"est en moyenne de 1"	"123-145"	"type=N_PUN_N, match=fcu, form=jour, le stade du maïs"
"BSV_NOIX_SO_2_23avril2014"	"html"	"13724"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"11071-11098"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_N_04-ARBO-2014-03-06_cle811cb8"	"html"	"19040"	"ogne : stade A pour"	"Golden et Gala"	""	"; début stade B pou"	"1457-1471"	"type=N_KON_N, match=fcu, form=Golden et Gala"
"BSV_N_04-ARBO-2014-03-06_cle811cb8"	"html"	"19040"	"cochenille rouge du"	"poirier et le Pou de San"	""	"José (Cf. bulletin"	"14042-14066"	"type=N_KON_N, match=fcu, form=poirier et le Pou de San"
"BSV_N_04-ARBO-2014-03-06_cle811cb8"	"html"	"19040"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"16728-16755"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_No1-MaraichageFraise-Framboise_cle8d6cc7"	"html"	"7549"	"ue du Territoire en"	"fraise et framboise"	""	"Fraise acariens al"	"101-120"	"type=N_KON_N, match=fcu, form=fraise et framboise"
"BSV_No1-MaraichageFraise-Framboise_cle8d6cc7"	"html"	"7549"	"ue du territoire en"	"fraise et framboise"	""	"Le Bulletin de Sant"	"1200-1219"	"type=N_KON_N, match=fcu, form=fraise et framboise"
"BSV_No1-MaraichageFraise-Framboise_cle8d6cc7"	"html"	"7549"	"s espèces suivantes"	"Fraise et Framboise"	""	"feront l'objet d'un"	"2218-2237"	"type=N_KON_N, match=fcu, form=Fraise et Framboise"
"BSV_No1-MaraichageFraise-Framboise_cle8d6cc7"	"html"	"7549"	"sophila suzukii sur"	"fraisier et framboisier"	""	"et Cécidomyies sur"	"2560-2583"	"type=N_KON_N, match=fcu, form=fraisier et framboisier"
"BSV_No1-MaraichageFraise-Framboise_cle8d6cc7"	"html"	"7549"	"framboisier. Le BSV"	"Fraise et Framboise"	""	"sera publié tous le"	"2623-2642"	"type=N_KON_N, match=fcu, form=Fraise et Framboise"
"BSV_No18-ARBO-2013-08-01_cle8db614"	"html"	"22307"	"d'acarien rouge sur"	"pommier et prunier"	""	", ce seuil est porté"	"17850-17868"	"type=N_KON_N, match=fcu, form=pommier et prunier"
"BSV_No18-ARBO-2013-08-01_cle8db614"	"html"	"22307"	"es espèces suivies ("	"cerisier, prunier et kiwi"	""	"). Des attaques impo"	"19679-19704"	"type=N_PUN_N_KON_N, match=fcu, form=cerisier, prunier et kiwi"
"BSV_No2-Grandes_Cultures_cle8a9796-1"	"html"	"15175"	"tre le charançon de"	"la tige du colza et le charançon de la tige"	""	"du chou. Ce dernier"	"12913-12956"	"type=N_KON_N, match=fcu, form=la tige du colza et le charançon de la tige"
"BSV_No20-Viticulture_cle0b8b97-1"	"html"	"6809"	"Prodiffu, Soufflet"	"Vigne, Terres du Sud"	""	", Ucnl, Urablt, Util"	"1275-1295"	"type=N_PUN_N, match=fcu, form=Vigne, Terres du Sud"
"BSV_No20-Viticulture_cle0b8b97-1"	"html"	"6809"	"protection de leurs"	"vignes et les invite"	""	"à prendre ces décis"	"6616-6636"	"type=N_KON_N, match=fcu, form=vignes et les invite"
"BSV_No_6_pomme_de_terre_16_mai_2014_cle064521"	"html"	"5279"	"lles environnantes ("	"Céréales, maïs, zones"	""	"non cultivées ) qui"	"3760-3781"	"type=N_PUN_N, match=fcu, form=Céréales, maïs, zones"
"BSV_OLEAGINEUX_No9-14_V1-1_cle4c733d"	"html"	"6454"	"iode de risque pour"	"le colza, vis"	""	"-à-vis des méligèthe"	"1220-1233"	"type=N_PUN_N, match=fcu, form=le colza, vis"
"BSV_Ornement_Normandie_10_cle0b371a"	"html"	"3831"	"arves de thrips sur"	"cyclamens, géraniums"	""	", jeunes plants de v"	"777-797"	"type=N_PUN_N, match=fcu, form=cyclamens, géraniums"
"BSV_Ornement_Normandie_10_cle0b371a"	"html"	"3831"	", géraniums, jeunes"	"plants de verveines et chrysanthèmes"	""	". Larve de thrips, t"	"806-842"	"type=N_KON_N, match=fcu, form=plants de verveines et chrysanthèmes"
"BSV_Ornement_Normandie_10_cle0b371a"	"html"	"3831"	"HES CHLOROTIQUES DU"	"POMMIER ET BOIS"	""	"STRIE DU POMMIER AC"	"2266-2281"	"type=N_KON_N, match=fcu, form=POMMIER ET BOIS"
