"bsv"	"context before"	"date"	"match"	"context after"	"location"	"features"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"23/09/10 02/10/"	"10
    05/10"	""	"/10 08/10/10"	"5188-5200"	"type=DD-MM, form=10
    05/10"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"02/10/10 05/10/"	"10
    08/10"	""	"/10 17/10/10"	"5201-5213"	"type=DD-MM, form=10
    08/10"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"05/10/10 08/10/"	"10
    17/10"	""	"/10 11/10/"	"5214-5226"	"type=DD-MM, form=10
    17/10"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"08/10/10 17/10/"	"10
  
  
    11/10"	""	"/10 25/10/10"	"5227-5245"	"type=DD-MM, form=10
  
  
    11/10"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"/10 11/10/"	"10
    25/10"	""	"/10 31/10/10"	"5246-5258"	"type=DD-MM, form=10
    25/10"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"11/10/10 25/10/"	"10
    31/10"	""	"/10 10/11/10"	"5259-5271"	"type=DD-MM, form=10
    31/10"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"25/10/10 31/10/"	"10
    10/11"	""	"/10 15/02/11"	"5272-5284"	"type=DD-MM, form=10
    10/11"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"31/10/10 10/11/"	"10
    15/02"	""	"/11 25/10/"	"5285-5297"	"type=DD-MM, form=10
    15/02"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"10/11/10 15/02/"	"11
  
  
    25/10"	""	"/10 04/11/10"	"5298-5316"	"type=DD-MM, form=11
  
  
    25/10"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"/11 25/10/"	"10
    04/11"	""	"/10 14/11/10"	"5317-5329"	"type=DD-MM, form=10
    04/11"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"25/10/10 04/11/"	"10
    14/11"	""	"/10 11/02/11"	"5330-5342"	"type=DD-MM, form=10
    14/11"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"04/11/10 14/11/"	"10
    11/02"	""	"/11 17/03/11"	"5343-5355"	"type=DD-MM, form=10
    11/02"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"14/11/10 11/02/"	"11
    17/03"	""	"/11 04/11/"	"5356-5368"	"type=DD-MM, form=11
    17/03"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"11/02/11 17/03/"	"11
  
  
    04/11"	""	"/10 27/11/10"	"5369-5387"	"type=DD-MM, form=11
  
  
    04/11"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"/11 04/11/"	"10
    27/11"	""	"/10 26/02/11"	"5388-5400"	"type=DD-MM, form=10
    27/11"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"04/11/10 27/11/"	"10
    26/02"	""	"/11 16/03/11"	"5401-5413"	"type=DD-MM, form=10
    26/02"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"27/11/10 26/02/"	"11
    16/03"	""	"/11 31/03/11"	"5414-5426"	"type=DD-MM, form=11
    16/03"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"26/02/11 16/03/"	"11
    31/03"	""	"/11 Station Méte"	"5427-5439"	"type=DD-MM, form=11
    31/03"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"ations Réseau Colza"	"2010-2011"	""	"19 Octobre"	"6876-6885"	"type=YYYY, form=2010-2011"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"au Colza 2010-2011"	"19 Octobre"	""	"12 Octo"	"6887-6897"	"type=DD-MM, form=19 Octobre"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"Octobre"	"12 Octobre"	""	"26 Octobre"	"6910-6920"	"type=DD-MM, form=12 Octobre"
"BSV_Grandes_Cultures_Oleagineux_n_o8_20101026_JC_cle8c24d2"	"12 Octobre"	"26 Octobre"	""	"![![[[ [[[!["	"6925-6935"	"type=DD-MM, form=26 Octobre"
"BSV_HP_13-02_cle04e1ee"	"RE BULLETIN N°2 DU"	"15 MARS 2013"	""	"A noter :Horticultu"	"28-40"	"type=DD-MM-YYYY, form=15 MARS 2013"
"BSV_HP_13-02_cle04e1ee"	"té mis en place fin"	"mars 2010"	""	", dans le cadre du R"	"564-573"	"type=MM-YYYY, form=mars 2010"
"BSV_HP_13-02_cle04e1ee"	"ières Chatelain / N"	"Avril"	""	"(95 et 77), Pépiniè"	"1108-1113"	"type=MM, form=Avril"
"BSV_HP_13-02_cle04e1ee"	"servation pépinière"	"2013"	""	"Page 1 / 3 N°2 DU"	"1693-1697"	"type=YYYY, form=2013"
"BSV_HP_13-02_cle04e1ee"	"Page 1 / 3 N°2 DU"	"12 MARS 2013"	""	"SITUATION GENERALE"	"1717-1729"	"type=DD-MM-YYYY, form=12 MARS 2013"
"BSV_HP_13-02_cle04e1ee"	"déjà signalées fin"	"2012"	""	". MOLLUSQUES Des lim"	"2668-2672"	"type=YYYY, form=2012"
"BSV_HP_13-02_cle04e1ee"	"Page 2 / 3 N°2 DU"	"12 MARS 2013"	""	"BOTRYTIS Des attaqu"	"3464-3476"	"type=DD-MM-YYYY, form=12 MARS 2013"
"BSV_HP_13-02_cle04e1ee"	"attaque survenue en"	"2012"	""	". Les cultures sont"	"3934-3938"	"type=YYYY, form=2012"
"BSV_Horti_n_01_du_02_mars_2012"	"HORTICOLES n° 1 du"	"2 mars 2012"	""	"PRÉFET DE LA REGION"	"113-124"	"type=DD-MM-YYYY, form=2 mars 2012"
"BSV_Horti_n_01_du_02_mars_2012"	"F - SRAl Le mois de"	"mars"	""	"est un mois charniè"	"179-183"	"type=MM, form=mars"
"BSV_Horti_n_01_du_02_mars_2012"	"HORTICOLES n° 1 du"	"2 mars 2012"	""	"BILAN SOUS SERRE :"	"1460-1471"	"type=DD-MM-YYYY, form=2 mars 2012"
"BSV_Horti_n_01_du_02_mars_2012"	"nt du plan Ecophyto"	"2018"	""	""" Avec la participa"	"3064-3068"	"type=YYYY, form=2018"
"BSV_Horti_n_06_du_11_mai_2012"	"HORTICOLES n° 6 du"	"11 mai 2012"	""	"PRÉFET DE LA REGION"	"239-250"	"type=DD-MM-YYYY, form=11 mai 2012"
"BSV_Horti_n_06_du_11_mai_2012"	"note nationale BSV"	"2012"	""	"sur les abeilles Da"	"420-424"	"type=YYYY, form=2012"
"BSV_Horti_n_06_du_11_mai_2012"	"HORTICOLES n° 6 du"	"11 mai 2012"	""	"En cette période de"	"2521-2532"	"type=DD-MM-YYYY, form=11 mai 2012"
"BSV_Horti_n_06_du_11_mai_2012"	"HORTICOLES n° 6 du"	"11 mai 2012"	""	"TOUTES les cultures"	"4119-4130"	"type=DD-MM-YYYY, form=11 mai 2012"
"BSV_Horti_n_06_du_11_mai_2012"	"nt du plan Ecophyto"	"2018"	""	""" Avec la participa"	"5892-5896"	"type=YYYY, form=2018"
"BSV_Horticulture_n_01_du_14_mars_2014"	"HORTICOLES n° 1 du"	"14 mars 2014"	""	"PRÉFET DE LA REGION"	"72-84"	"type=DD-MM-YYYY, form=14 mars 2014"
"BSV_Horticulture_n_01_du_14_mars_2014"	"F - SRAl Le mois de"	"mars"	""	"est un mois charniè"	"139-143"	"type=MM, form=mars"
"BSV_Horticulture_n_01_du_14_mars_2014"	"HORTICOLES n° 1 du"	"14 mars 2014"	""	"BILAN SOUS SERRE :"	"1911-1923"	"type=DD-MM-YYYY, form=14 mars 2014"
"BSV_Horticulture_n_01_du_14_mars_2014"	"HORTICOLES n° 1 du"	"14 mars 2014"	""	"Les abeilles butine"	"2523-2535"	"type=DD-MM-YYYY, form=14 mars 2014"
"BSV_Horticulture_n_01_du_14_mars_2014"	"note nationale BSV"	"2012"	""	"sur les abeilles Da"	"2662-2666"	"type=YYYY, form=2012"
"BSV_Horticulture_n_01_du_14_mars_2014"	"nt du plan Ecophyto"	"2018"	""	""" Avec la participa"	"5764-5768"	"type=YYYY, form=2018"
"BSV_Horticulture_n_03_du_11_avril_2014"	"HORTICOLES n° 3 du"	"11 avril 2014"	""	"PRÉFET DE LA REGION"	"174-187"	"type=DD-MM-YYYY, form=11 avril 2014"
"BSV_Horticulture_n_03_du_11_avril_2014"	"HORTICOLES n° 3 du"	"11 avril 2014"	""	"Aleurodes : les gra"	"1409-1422"	"type=DD-MM-YYYY, form=11 avril 2014"
"BSV_Horticulture_n_03_du_11_avril_2014"	"HORTICOLES n° 3 du"	"11 avril 2014"	""	"Les abeilles butine"	"2448-2461"	"type=DD-MM-YYYY, form=11 avril 2014"
"BSV_Horticulture_n_03_du_11_avril_2014"	"note nationale BSV"	"2012"	""	"sur les abeilles Da"	"2588-2592"	"type=YYYY, form=2012"
"BSV_Horticulture_n_03_du_11_avril_2014"	"nt du plan Ecophyto"	"2018"	""	""" Avec la participa"	"5690-5694"	"type=YYYY, form=2018"
"BSV_Horticulture_n_14_du_10_octobre_2014"	"HORTICOLES n° 14 du"	"10 octobre 2014"	""	"PRÉFET DE LA REGION"	"34-49"	"type=DD-MM-YYYY, form=10 octobre 2014"
"BSV_Horticulture_n_14_du_10_octobre_2014"	"HORTICOLES n° 14 du"	"10 octobre 2014"	""	"Pensées : A SURVEIL"	"1485-1500"	"type=DD-MM-YYYY, form=10 octobre 2014"
"BSV_Horticulture_n_14_du_10_octobre_2014"	"HORTICOLES n° 14 du"	"10 octobre 2014"	""	"Bulletin édité sous"	"2612-2627"	"type=DD-MM-YYYY, form=10 octobre 2014"
"BSV_Horticulture_n_14_du_10_octobre_2014"	"nt du plan Ecophyto"	"2018"	""	""" Avec la participa"	"3660-3664"	"type=YYYY, form=2018"
"BSV_JEV_2012-no5_cle422e12"	"Pas-de-Calais N° 5"	"25 juillet 2012"	""	"Pucerons : les popu"	"109-124"	"type=DD-MM-YYYY, form=25 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"ine sur tilleul, le"	"23 juillet 2012"	""	"Pucerons sur érable"	"1130-1145"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"sités sur érable le"	"23 juillet 2012"	""	"Pucerons sur rosier"	"1563-1578"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"rice sur Pru-nus,le"	"23 juillet 2012"	""	"Pucerons sur hêtre"	"2883-2898"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"inelle sur saule,le"	"22 juillet 2012"	""	"Punaises Les gendar"	"3693-3708"	"type=DD-MM-YYYY, form=22 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"e des Pyrrhoco-ris,"	"juillet 2012"	""	"N° 5 - 25 juillet 2"	"4298-4310"	"type=MM-YYYY, form=juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"is, juillet 2012 N°"	"5 - 25 juillet 2012"	""	"Bulletin de Santé"	"4314-4333"	"type=DD-MM-YYYY, form=5 - 25 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"nier sur tilleul,le"	"23 juillet 2012"	""	"Cicadelle sur érabl"	"4655-4670"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"elle sur érable, le"	"23 juillet 2012"	""	"Mineuse du marronni"	"4906-4921"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"e du marronnier, le"	"23 juillet 2012"	""	"Ecaille du séneçon"	"5249-5264"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"aille du séneçon,le"	"23 juillet 2012"	""	"et adulte N° 5 - 25"	"5826-5841"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"t 2012 et adulte N°"	"5 - 25 juillet 2012"	""	"Bulletin de Santé"	"5855-5874"	"type=DD-MM-YYYY, form=5 - 25 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"carotte sauvage, le"	"23 juillet 2012"	""	"Trichie La présence"	"6545-6560"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"ne sur leucanthème ("	"2005"	""	") Nord Pas-de-Calais"	"6850-6854"	"type=YYYY, form=2005"
"BSV_JEV_2012-no5_cle422e12"	"s volent la nuit de"	"juin"	""	"à août. Les adultes"	"7004-7008"	"type=MM, form=juin"
"BSV_JEV_2012-no5_cle422e12"	"t la nuit de juin à"	"août"	""	". Les adultes ne s'a"	"7011-7015"	"type=MM, form=août"
"BSV_JEV_2012-no5_cle422e12"	"es œufs éclosent en"	"août"	""	"-septembre. Les larv"	"7192-7196"	"type=MM, form=août"
"BSV_JEV_2012-no5_cle422e12"	"fs éclosent en août-"	"septembre"	""	". Les larves sont ap"	"7197-7206"	"type=MM, form=septembre"
"BSV_JEV_2012-no5_cle422e12"	"lieu l'année n+2 en"	"mai"	""	"ou juin. La nymphos"	"7341-7344"	"type=MM, form=mai"
"BSV_JEV_2012-no5_cle422e12"	"année n+2 en mai ou"	"juin"	""	". La nymphose dure e"	"7348-7352"	"type=MM, form=juin"
"BSV_JEV_2012-no5_cle422e12"	"vée sur lavande. N°"	"5 - 25 juillet 2012"	""	"Bulletin de Santé"	"8140-8159"	"type=DD-MM-YYYY, form=5 - 25 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"ïdium sur chêne, le"	"23 juillet 2012"	""	"Oïdium sur spirée D"	"8352-8367"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"dium sur érable, le"	"23 juillet 2012"	""	"La maladie des tach"	"8878-8893"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"res de l'érable, le"	"23 juillet 2012"	""	"Maladies sur rosier"	"9252-9267"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"ires sur rosier, le"	"23 juillet 2012"	""	"Pustules orangées e"	"9669-9684"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"ille sur rosier, le"	"23 juillet 2012"	""	"N° 5 - 25 juillet 2"	"9739-9754"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"23 juillet 2012 N°"	"5 - 25 juillet 2012"	""	"Bulletin de Santé"	"9758-9777"	"type=DD-MM-YYYY, form=5 - 25 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"voir le BSV n°3 du"	"24 mai 2012"	""	". Symptôme de rouill"	"10034-10045"	"type=DD-MM-YYYY, form=24 mai 2012"
"BSV_JEV_2012-no5_cle422e12"	"gée sur poirier, le"	"23 juillet 2012"	""	"Septoriose sur corn"	"10093-10108"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"nt du plan Ecophyto"	"2018"	""	". Directeur de publi"	"11020-11024"	"type=YYYY, form=2018"
"BSV_JEV_2012-no5_cle422e12"	"iose sur cornus, le"	"23 juillet 2012"	""	"Symptôme de cercosp"	"11362-11377"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"iose sur cornus, le"	"23 juillet 2012"	""	"Animation du réseau"	"11419-11434"	"type=DD-MM-YYYY, form=23 juillet 2012"
"BSV_JEV_2012-no5_cle422e12"	"le paysage, ... N°"	"5 - 25 juillet 2012"	""	""	"12061-12080"	"type=DD-MM-YYYY, form=5 - 25 juillet 2012"
"BSV_LIN_09_08_cle87e7eb"	"ormandie N° : 08 du"	"16 juin 2009"	""	"Lin et plantes à fi"	"91-103"	"type=DD-MM-YYYY, form=16 juin 2009"
"BSV_LIN_09_08_cle87e7eb"	"E3 variétés : semis"	"16 - 20 mars 2009"	""	"100 90 Hauteur en c"	"629-646"	"type=DD-MM-YYYY, form=16 - 20 mars 2009"
"BSV_LIN_09_08_cle87e7eb"	"EA (27) 60 50 40 30"	"20
10"	""	"0 4 1/ 4 8/ / 15 4"	"721-726"	"type=DD-MM, form=20
10"
"BSV_LIN_09_08_cle87e7eb"	"3 levée du 16/03 30"	"20
10"	""	"précipitations (mm)"	"2128-2133"	"type=DD-MM, form=20
10"
"BSV_LIN_09_08_cle87e7eb"	"ETEO -a -a m -m 1-m"	"1-m 10- 1"	""	"2 10 2 3 20 30 1 2"	"2311-2320"	"type=DD-MM, form=1-m 10- 1"
"BSV_LIN_09_08_cle87e7eb"	"m -m 1-m 1-m 10- 1"	"2 10"	""	"2 3 20 30 1 2 1- FR"	"2321-2325"	"type=DD-MM, form=2 10"
"BSV_LIN_09_08_cle87e7eb"	"2 10 2 3 20 30 1 2"	"1- FRANCE 11"	""	"2 3 s ar STATION DE"	"2340-2352"	"type=DD-MM, form=1- FRANCE 11"
"BSV_LIN_09_08_cle87e7eb"	"(mm) 200,0 levée du"	"29/03
10"	""	"100,0 levée du 16/0"	"2537-2545"	"type=DD-MM, form=29/03
10"
"BSV_LIN_09_08_cle87e7eb"	"00,0 levée du 30/03"	"20
10"	""	"précipitations (mm)"	"2896-2901"	"type=DD-MM, form=20
10"
"BSV_LIN_09_08_cle87e7eb"	"00,0 levée du 30/03"	"20
10"	""	"précipitations (mm)"	"3496-3501"	"type=DD-MM, form=20
10"
"BSV_LIN_09_08_cle87e7eb"	"-a v r. ai ai ai in"	"1-m
11
-m"	""	"21 -m 31 -m 10 -a 2"	"3596-3605"	"type=DD-MM, form=1-m
11
-m"
"BSV_LIN_09_08_cle87e7eb"	"in 1-m 11 -m 21 -m"	"31
-m
10
-a"	""	"20 30 10 -m 20 -m 3"	"3612-3623"	"type=DD-MM, form=31
-m
10
-a"
"BSV_LIN_09_08_cle87e7eb"	"1 -m 31 -m 10 -a 20"	"30
10
-m"	""	"20 -m 30 -m 9-ju 19"	"3627-3635"	"type=DD-MM, form=30
10
-m"
"BSV_LIN_09_08_cle87e7eb"	"06/04 Floraison 30"	"20
10"	""	"précipitations (mm)"	"3882-3887"	"type=DD-MM, form=20
10"
"BSV_LIN_09_08_cle87e7eb"	"ichel Brochard ITL ("	"juin 2009"	""	") Ce bulletin est un"	"4394-4403"	"type=MM-YYYY, form=juin 2009"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"Réseau lin fibre"	"2013"	""	"Stades phénologique"	"18-22"	"type=YYYY, form=2013"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"acnose Annexes BSV"	"n°9 - 4 juin 2013"	""	"Réseau lin fibre 20"	"123-140"	"type=DD-MM-YYYY, form=n°9 - 4 juin 2013"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"13 Réseau lin fibre"	"2013"	""	"Cette semaine, les"	"158-162"	"type=YYYY, form=2013"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"s entre le 15 et le"	"22 avril"	""	"sont entre B9 et D1"	"428-436"	"type=DD-MM, form=22 avril"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"avancées, semées le"	"30 mars"	""	"en bordure maritime"	"581-588"	"type=DD-MM, form=30 mars"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"cm. LIN FIBRE BSV"	"n°9 - 4 juin 2013"	""	"Photos (Arvalis F."	"1051-1068"	"type=DD-MM-YYYY, form=n°9 - 4 juin 2013"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"actif dès la fin de"	"mai"	""	". Nuisibilité : Les"	"2289-2292"	"type=MM, form=mai"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"ise. LIN FIBRE BSV"	"n°9 - 4 juin 2013"	""	"Surveillance anthra"	"2732-2749"	"type=DD-MM-YYYY, form=n°9 - 4 juin 2013"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"0°C. LIN FIBRE BSV"	"n°9 - 4 juin 2013"	""	"Sommes des températ"	"4797-4814"	"type=DD-MM-YYYY, form=n°9 - 4 juin 2013"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"en °C, à la date du"	"04 juin 2013"	""	"). Pour mémoire, la"	"4980-4992"	"type=DD-MM-YYYY, form=04 juin 2013"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"eppe (76)"	"04 mars"	""	"STC Flor."	"5501-5508"	"type=DD-MM, form=04 mars"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"15/06 420"	"22/06
  
  
    02"	""	"avril STC F"	"5575-5593"	"type=DD-MM, form=22/06
  
  
    02"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"22/06 02"	"avril"	""	"STC Flor."	"5594-5599"	"type=MM, form=avril"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"316 >"	"15 avril"	""	"STC Flor."	"5838-5846"	"type=DD-MM, form=15 avril"
"BSV_LIN_2013_Normandie_No9_cle4ef1af"	"re au 22/06"	"22 avril"	""	"STC Flor."	"6153-6161"	"type=DD-MM, form=22 avril"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"N°13"	"31 juillet 2012"	""	"P 1/5 En Bref Somma"	"7-22"	"type=DD-MM-YYYY, form=31 juillet 2012"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"ui t possible N°13"	"31 juillet 2012"	""	"P 2/5 Carotte Une"	"492-507"	"type=DD-MM-YYYY, form=31 juillet 2012"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"Bannalec"	"9
  
  
    10"	""	"Bannalec"	"1306-1320"	"type=DD-MM, form=9
  
  
    10"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"s Kervelzo 8 fv"	"0
8-10"	""	"fv 0 Secteur de Bau"	"1866-1872"	"type=DD-MM, form=0
8-10"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"ui t possible N°13"	"31 juillet 2012"	""	"P 3/5 Fin semaine 2"	"2225-2240"	"type=DD-MM-YYYY, form=31 juillet 2012"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"Comparaison du vol"	"2012"	""	"avec la moyenne des"	"2941-2945"	"type=YYYY, form=2012"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"observations depuis"	"2000"	""	"8"	"2986-2990"	"type=YYYY, form=2000"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"1"	"0
  

12"	""	"14 16 18 20 22 24 2"	"3095-3103"	"type=DD-MM, form=0
  

12"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"44 Moyenne"	"2000 - 2011"	""	"Semaine"	"3168-3179"	"type=YYYY, form=2000 - 2011"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"Semaine Moyenne"	"2012"	""	"du nb mouche/parcel"	"3210-3214"	"type=YYYY, form=2012"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"ui t possible N°13"	"31 juillet 2012"	""	"P 4/5 Brocoli M al"	"3445-3460"	"type=DD-MM-YYYY, form=31 juillet 2012"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"omparaison des vols"	"2012"	""	"avec les vols moyen"	"4446-4450"	"type=YYYY, form=2012"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"les vols moyens de"	"2001"	""	"à 2011 12 14 16 28"	"4475-4479"	"type=YYYY, form=2001"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"ls moyens de 2001 à"	"2011"	""	"12 14 16 28 30 Sema"	"4482-4486"	"type=YYYY, form=2011"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"moy œuf/jr/piège en"	"2012"	""	"18 20 22 24 26 32 3"	"4533-4537"	"type=YYYY, form=2012"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"36 38 40 42 44 Moy"	"2001 - 2011"	""	"Retrouvez le BSV su"	"4578-4589"	"type=YYYY, form=2001 - 2011"
"BSV_Legumes_industries_2012_No13_-_version_2_cle8bf191-1"	"ui t possible N°13"	"31 juillet 2012"	""	"P 5/5 Maladies Avec"	"4733-4748"	"type=DD-MM-YYYY, form=31 juillet 2012"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"EF cette semaine :"	"N°13 - 26 septembre 2014"	""	", page 1 sur 4 EN BR"	"26-50"	"type=DD-MM-YYYY, form=N°13 - 26 septembre 2014"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"actériose (droite)"	"N°13 - 26 septembre 2014"	""	", page 2 sur 4 CAROT"	"579-603"	"type=DD-MM-YYYY, form=N°13 - 26 septembre 2014"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"irrigation ). N°13"	"26 septembre 2014"	""	", page 3 sur 4 CHOU"	"1479-1496"	"type=DD-MM-YYYY, form=26 septembre 2014"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"omparaison des vols"	"2014"	""	"avec les vols moyen"	"1709-1713"	"type=YYYY, form=2014"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"les vols moyens de"	"2001"	""	"à 2013 1,60 1,40 1,"	"1738-1742"	"type=YYYY, form=2001"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"ls moyens de 2001 à"	"2013"	""	"1,60 1,40 1,20 1,00"	"1745-1749"	"type=YYYY, form=2013"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"80 0,60 0,40 0,20 0,"	"00
12"	""	"14 16 18 20 22 24 2"	"1792-1797"	"type=DD-MM, form=00
12"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"moy œuf/jr/piège en"	"2014"	""	"Moy 2001 - 2013 Puc"	"1877-1881"	"type=YYYY, form=2014"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"r/piège en 2014 Moy"	"2001 - 2013"	""	"Puceron, cécidomyie"	"1886-1897"	"type=YYYY, form=2001 - 2013"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"énérale, le mois de"	"septembre"	""	"est propice au déve"	"2177-2186"	"type=MM, form=septembre"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"de mycosphaerella."	"N°13 - 26 septembre 2014"	""	", page 4 sur 4 HARIC"	"2493-2517"	"type=DD-MM-YYYY, form=N°13 - 26 septembre 2014"
"BSV_Legumes_n_09_du_20_decembre_2012"	"n° n° 9 9 du du 20"	"20 décembre"	""	"décembre 2012 2012"	"72-83"	"type=DD-MM, form=20 décembre"
"BSV_Legumes_n_09_du_20_decembre_2012"	"u du 20 20 décembre"	"décembre 2012"	""	"2012 BSV PRÉSENTATI"	"84-97"	"type=MM-YYYY, form=décembre 2012"
"BSV_Legumes_n_09_du_20_decembre_2012"	"embre décembre 2012"	"2012"	""	"BSV PRÉSENTATION DU"	"98-102"	"type=YYYY, form=2012"
"BSV_Legumes_n_09_du_20_decembre_2012"	"es plantes jusqu'au"	"15 mai"	""	". La tubérisation a"	"325-331"	"type=DD-MM, form=15 mai"
