"bsv"	"html tags"	"segment (type)"	"segment (form)"	"fcu concepts"	"bioagressors"	"deseases"	"stages"	"context before"	"context after"	"location"	"features"
"BSV_ZNAetPO-53_cle8973eb"	"FIGCAPTION
FIGURE
SMALL
P"	"FINANCEMENT"	"N.B. Ce Bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre régionale d'Agriculture et l'ensemble des partenaires du BSV dégagent toute responsabilité quant aux décisions prises pour la protection des cultures. La protection des cultures se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie, le cas échéant, sur les préconisations issues de bulletins techniques.
Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."	""	""	""	""	"IGGIO, Carole FELIS"	"REPRODUCTION DE CE"	"7268-8088"	"type=FINANCEMENT, form=N.B. Ce Bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre régionale d'Agriculture et l'ensemble des partenaires du BSV dégagent toute responsabilité quant aux décisions prises pour la protection des cultures. La protection des cultures se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie, le cas échéant, sur les préconisations issues de bulletins techniques.
Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."
"BSV_arbo_04"	"H1
P
H2
P
P"	"A RETENIR"	"Ce qu'il faut retenir
Phénologie : Stade C à début C3 pour les William's en situation précoces Stade B-C à C pour les variétés de pommiers précoces (Pink Lady et Idared)
Tavelure :
Aucune variété n'a encore atteint les stades sensibles (pommiers et poiriers)
Aucune projection de spores observée"	"poirier,
pommier,
pommier,
poirier"	""	""	""	"Fruitiers à pépins"	"Stades Phénologique"	"103-398"	"type=A RETENIR, form=Ce qu'il faut retenir
Phénologie : Stade C à début C3 pour les William's en situation précoces Stade B-C à C pour les variétés de pommiers précoces (Pink Lady et Idared)
Tavelure :
Aucune variété n'a encore atteint les stades sensibles (pommiers et poiriers)
Aucune projection de spores observée"
"BSV_arbo_04"	"H2
H3
P
H3"	"STADES"	"Stades Phénologiques
Pommiers
Gonflement des bourgeons pour les variétés précoces telles que Pink Lady et Idared (Stade B-C à C). Les premiers stades C ont été observés ce lundi 11/03 en secteur très précoce (La Chapelle Saint Blaise 37) Tout début du gonflement des bourgeons (stade A-B à B) pour les autres variétés.
Poiriers"	"pommier,
poirier"	""	""	""	"de spores observée"	"William's, Conféren"	"399-726"	"type=STADES, form=Stades Phénologiques
Pommiers
Gonflement des bourgeons pour les variétés précoces telles que Pink Lady et Idared (Stade B-C à C). Les premiers stades C ont été observés ce lundi 11/03 en secteur très précoce (La Chapelle Saint Blaise 37) Tout début du gonflement des bourgeons (stade A-B à B) pour les autres variétés.
Poiriers"
"BSV_arbo_17"	"H1
H3"	"STADES"	"Stades Phénologiques
Pommiers"	"pommier"	""	""	""	"N° 17 du 17/04/2014"	"Pink Lady: stades G"	"4558-4587"	"type=STADES, form=Stades Phénologiques
Pommiers"
"BSV_arbo_17"	"H3
P"	"RISQUE"	"Contexte d'observations
Les projections de spores sont enregistrées à l'aide d'appareils de type Marchi sur 2 sites : Orléans (45) et Artannes sur Indre (37). Les lits de feuilles sont constitués de feuilles prélevées dans des vergers fortement tavelés ou dans des friches proches des sites de suivi."	"arboriculture fruitière"	""	""	""	"ections biologiques"	"Résultats des proje"	"5147-5447"	"type=RISQUE, form=Contexte d'observations
Les projections de spores sont enregistrées à l'aide d'appareils de type Marchi sur 2 sites : Orléans (45) et Artannes sur Indre (37). Les lits de feuilles sont constitués de feuilles prélevées dans des vergers fortement tavelés ou dans des friches proches des sites de suivi."
"BSV_arbo_17"	"H3
P"	"RISQUE"	"Contexte d'observations
Les projections de spores de tavelure du poirier sont enregistrées à l'aide d'un appareil de type Marchi à Orléans (45). Le lit de feuilles est constitué de feuilles prélevées dans une friche à Semoy."	"poirier"	""	""	""	"ections biologiques"	"Résultats des proje"	"11994-12218"	"type=RISQUE, form=Contexte d'observations
Les projections de spores de tavelure du poirier sont enregistrées à l'aide d'un appareil de type Marchi à Orléans (45). Le lit de feuilles est constitué de feuilles prélevées dans une friche à Semoy."
"BSV_bilan_2013_Fruits_a_coque_cle823adf"	"SMALL
P
SMALL
P
BR
BR
BR
SMALL
P"	"FINANCEMENT"	"Bulletin édité sous la responsabilité de la Chambre Régionale d'Agriculture de Rhône-Alpes.
Directeur de publication : Jean-Luc FLAUGERE, Président du Comité Régional d'EpidémiosurveillanceAnimation : Anne-Lise CHAUSSABEL, Chambre d'agriculture de la DrômeAnalyse de risque et Rédaction : Manuela DAGBA, FREDON Rhône-AlpesComité de validation : Chambres d'agriculture de la Drôme, de l'Ardèche, du Rhône, de la Loire, de Savoie, de Haute-Savoie, et de l'Isère, SCAN
Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à la parcelle. La CRARA dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base d'observations qu'ils auront eux-mêmes réalisées sur leurs parcelles et/ou en s'appuyant sur les préconisations issues de bulletins techniques. Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."	""	""	""	""	"née exceptionnelle."	"6"	"10271-11487"	"type=FINANCEMENT, form=Bulletin édité sous la responsabilité de la Chambre Régionale d'Agriculture de Rhône-Alpes.
Directeur de publication : Jean-Luc FLAUGERE, Président du Comité Régional d'EpidémiosurveillanceAnimation : Anne-Lise CHAUSSABEL, Chambre d'agriculture de la DrômeAnalyse de risque et Rédaction : Manuela DAGBA, FREDON Rhône-AlpesComité de validation : Chambres d'agriculture de la Drôme, de l'Ardèche, du Rhône, de la Loire, de Savoie, de Haute-Savoie, et de l'Isère, SCAN
Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à la parcelle. La CRARA dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base d'observations qu'ils auront eux-mêmes réalisées sur leurs parcelles et/ou en s'appuyant sur les préconisations issues de bulletins techniques. Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."
"BSV_cereales_paille_07_003"	"H4
BR
BR
BR
BR
BR"	"RISQUE"	"Contexte d'observations
Sur les 65 parcelles observées cette semaine :- 1 est au stade 1ère feuille étalée,- aucune n'est au stade 2ème feuille étalée,- 35 sont à la 3ème feuille étalée,- 21 sont à début tallage,"	""	""	""	""	"égion Centre STADES"	"- 8 sont à mi-tallag"	"370-582"	"type=RISQUE, form=Contexte d'observations
Sur les 65 parcelles observées cette semaine :- 1 est au stade 1ère feuille étalée,- aucune n'est au stade 2ème feuille étalée,- 35 sont à la 3ème feuille étalée,- 21 sont à début tallage,"
"BSV_cereales_paille_07_003"	"H4
P"	"RISQUE"	"Contexte d'observations
Détail du pourcentage de plantes colonisées par les pucerons sur les parcelles où le ravageur est présent (47 parcelles observées) :"	""	"pucerons"	""	""	"rveillées. PUCERONS"	"Département Commune"	"3379-3535"	"type=RISQUE, form=Contexte d'observations
Détail du pourcentage de plantes colonisées par les pucerons sur les parcelles où le ravageur est présent (47 parcelles observées) :"
"BSV_cereales_paille_07_003"	"H4
P
BR
BR
BR
BR
BR
P
H4
P"	"RISQUE"	"Contexte d'observations
Cette semaine, de faibles dégâts de limaces ont été signalés pour 4 parcelles sur 30 observées. Les pourcentages de plantes attaquées varient de 0,01 à 5 en fonction des situations :- 5 % à Saint Denis les Ponts (28),- 1 % à Chedigny (37),- 0,01 % à Montbouy (45),- 2 % à Chuelles (45).Des limaces ont également été capturées sur 3 parcelles différentes : 2 à Chedigny (37), 1 à Gy-les-Nonains (45), et 1 à Chuelles (45). Aucun de ces signalements n'a atteint le seuil de nuisibilité.
Globalement, l'activité des limaces s'est atténuée cette semaine : les nombre de limaces observées est plus faible et les pourcentages de plantes attaquées par ce ravageur diminuent.
Seuil de nuisibilité
Le seuil de nuisibilité se situe au-delà de 16 à 20 limaces piégées / m² en une nuit. Les céréales sont sensibles aux limaces de la levée jusqu'au stade 2-3 feuilles. Les situations les plus à risque concernent les parcelles argileuses, motteuses ou avec des résidus de cultures abondants."	"céréale"	"limaces,
limaces,
limaces,
limaces,
limaces,
limaces"	""	"stade secondaire BBCH 009 "	"nc de mise. LIMACES"	"Prévisions Grâce au"	"7442-8444"	"type=RISQUE, form=Contexte d'observations
Cette semaine, de faibles dégâts de limaces ont été signalés pour 4 parcelles sur 30 observées. Les pourcentages de plantes attaquées varient de 0,01 à 5 en fonction des situations :- 5 % à Saint Denis les Ponts (28),- 1 % à Chedigny (37),- 0,01 % à Montbouy (45),- 2 % à Chuelles (45).Des limaces ont également été capturées sur 3 parcelles différentes : 2 à Chedigny (37), 1 à Gy-les-Nonains (45), et 1 à Chuelles (45). Aucun de ces signalements n'a atteint le seuil de nuisibilité.
Globalement, l'activité des limaces s'est atténuée cette semaine : les nombre de limaces observées est plus faible et les pourcentages de plantes attaquées par ce ravageur diminuent.
Seuil de nuisibilité
Le seuil de nuisibilité se situe au-delà de 16 à 20 limaces piégées / m² en une nuit. Les céréales sont sensibles aux limaces de la levée jusqu'au stade 2-3 feuilles. Les situations les plus à risque concernent les parcelles argileuses, motteuses ou avec des résidus de cultures abondants."
"BSV_cereales_paille_20_001"	"H2
H2"	"EDITION"	"N° 20 BSV Céréales à paille N° OO
du 30/05/2013 au 04/06/2013"	"céréale à paille"	""	""	""	"l Céréales à paille"	"Blé tendre Parmi le"	"78-139"	"type=EDITION, form=N° 20 BSV Céréales à paille N° OO
du 30/05/2013 au 04/06/2013"
"BSV_cereales_paille_20_001"	"H2
P"	"RISQUE"	"Contexte d'observations
Les blés tendres se développent progressivement avec, cette semaine, 73% des parcelles à épiaison. Les parcelles les plus avancées sont à floraison (19%) tandis que 5% sont encore à gonflement."	"blé tendre"	""	""	""	"s la Nièvre. STADES"	"PIETIN VERSE Contex"	"281-498"	"type=RISQUE, form=Contexte d'observations
Les blés tendres se développent progressivement avec, cette semaine, 73% des parcelles à épiaison. Les parcelles les plus avancées sont à floraison (19%) tandis que 5% sont encore à gonflement."
"BSV_cereales_paille_20_001"	"H2
P
BR
H2
BR
BR"	"RISQUE"	"Contexte d'observations
Parmi 16 parcelles observées, 13 présentent des symptômes de piétin verse sur des variétés sensibles à assez sensibles, à l'exception d'Alixan : 5 à 75% des tiges sont atteintes en fonction des situations (5 dans le Cher, 3 dans l'Indre, 2 en Indre-et-Loire, 1 dans le Loir-et-Cher et 2 dans la Nièvre).(Rappel : l'estimation de la nuisibilité du piétin se fait entre épi 1 cm et 2 nœuds)
Seuil de nuisibilité
Dans les parcelles à risque (retour fréquent de blé, variété sensible, milieu favorable, semis précoce), à partir du stade épi 1 cm et jusqu'à 2 nœuds, déterminer le pourcentage de tiges atteintes (sur 40 tiges): Entre 10 et 35% de tiges atteintes (4 et 14 tiges /40) la nuisibilité est variable,"	"blé"	""	"piétin,
piétin"	""	"ement. PIETIN VERSE"	"Au-delà de 35% de t"	"512-1242"	"type=RISQUE, form=Contexte d'observations
Parmi 16 parcelles observées, 13 présentent des symptômes de piétin verse sur des variétés sensibles à assez sensibles, à l'exception d'Alixan : 5 à 75% des tiges sont atteintes en fonction des situations (5 dans le Cher, 3 dans l'Indre, 2 en Indre-et-Loire, 1 dans le Loir-et-Cher et 2 dans la Nièvre).(Rappel : l'estimation de la nuisibilité du piétin se fait entre épi 1 cm et 2 nœuds)
Seuil de nuisibilité
Dans les parcelles à risque (retour fréquent de blé, variété sensible, milieu favorable, semis précoce), à partir du stade épi 1 cm et jusqu'à 2 nœuds, déterminer le pourcentage de tiges atteintes (sur 40 tiges): Entre 10 et 35% de tiges atteintes (4 et 14 tiges /40) la nuisibilité est variable,"
"BSV_cereales_paille_20_001"	"SMALL
P
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles. Il donne une tendance de la situation sanitaire régionale, qui ne peut pas être transposée telle quelle à la parcelle. La Chambre régionale d'agriculture du Centre dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures.
Action pilotée par le Ministère chargé de l'agriculture avec l'appui financier de l'ONEMA, par les crédits issus de la redevance pour pollution diffuses attribués au financement du p lan Ecophyto 2018."	""	""	""	""	"Homme 45921 ORLEANS"	"BSV Céréales à pai"	"1898-2443"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles. Il donne une tendance de la situation sanitaire régionale, qui ne peut pas être transposée telle quelle à la parcelle. La Chambre régionale d'agriculture du Centre dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures.
Action pilotée par le Ministère chargé de l'agriculture avec l'appui financier de l'ONEMA, par les crédits issus de la redevance pour pollution diffuses attribués au financement du p lan Ecophyto 2018."
"BSV_cereales_paille_20_001"	"H2
P
H2
BR
BR
BR
BR"	"RISQUE"	"Contexte d'observations
Cette semaine, sur 46 parcelles observées, 5 situations du Cher présentent des symptômes d'oïdium sur des variétés peu sensibles. Il n'y a pas de risque de nuisibilité pour 3 de ces parcelles car seules 10% des F3 sont touchées (à Oizon et Saint-George-sur-Moulon). A Ennordres, les 3 étages foliaires supérieurs sont touchés (10% des F3, 20% des F2 et 40% des F1). A Presly, seules les F3 sont concernées à hauteur de 70%. Pour ces parcelles, la nuisibilité dépend de la proportion de surface foliaire concernée par les symptômes.
Seuil de nuisibilité
A partir du stade épi 1 cm, en fonction des sensibilités variétales, le seuil de nuisibilité est atteint lorsque : Variétés sensibles : plus de 20% des 3ème , 2ème ou 1ère feuilles sont atteintes à plus de 5%, "	""	""	"d'oïdium"	""	"paille N° 20 OÏDIUM"	"Autres variétés : pl"	"2480-3267"	"type=RISQUE, form=Contexte d'observations
Cette semaine, sur 46 parcelles observées, 5 situations du Cher présentent des symptômes d'oïdium sur des variétés peu sensibles. Il n'y a pas de risque de nuisibilité pour 3 de ces parcelles car seules 10% des F3 sont touchées (à Oizon et Saint-George-sur-Moulon). A Ennordres, les 3 étages foliaires supérieurs sont touchés (10% des F3, 20% des F2 et 40% des F1). A Presly, seules les F3 sont concernées à hauteur de 70%. Pour ces parcelles, la nuisibilité dépend de la proportion de surface foliaire concernée par les symptômes.
Seuil de nuisibilité
A partir du stade épi 1 cm, en fonction des sensibilités variétales, le seuil de nuisibilité est atteint lorsque : Variétés sensibles : plus de 20% des 3ème , 2ème ou 1ère feuilles sont atteintes à plus de 5%, "
"BSV_cereales_paille_20_001"	"H2
P
H2
P"	"RISQUE"	"Contexte d'observations
Cette semaine, aucune parcelle n'est signalée avec la présence de pustules de rouille brune.
Seuil de nuisibilité
A partir du stade 2 nœuds, le seuil de nuisibilité est atteint dès l'apparition des premières pustules sur l'une des 3 feuilles supérieures."	""	""	"rouille"	""	"e 5%. ROUILLE BRUNE"	"ROUILLE JAUNE Conte"	"3373-3651"	"type=RISQUE, form=Contexte d'observations
Cette semaine, aucune parcelle n'est signalée avec la présence de pustules de rouille brune.
Seuil de nuisibilité
A partir du stade 2 nœuds, le seuil de nuisibilité est atteint dès l'apparition des premières pustules sur l'une des 3 feuilles supérieures."
"BSV_cereales_paille_20_001"	"H2
BR"	"RISQUE"	"Contexte d'observations
Cette semaine, sur 33 situations observées, la rouille jaune est signalée à Baudres (36), sur Alixan"	""	""	"rouille"	""	"ures. ROUILLE JAUNE"	"(variété sensible),"	"3666-3790"	"type=RISQUE, form=Contexte d'observations
Cette semaine, sur 33 situations observées, la rouille jaune est signalée à Baudres (36), sur Alixan"
"BSV_cereales_paille_20_001"	"H2
BR
BR
BR"	"RISQUE"	"Contexte d'observations
96% des 58 parcelles observées sont signalés avec de la septoriose. On constate cette semaine encore une progression des symptômes sur les 3 derniers étages foliaires :- 10% à 100% de F3 touchées pour 56 parcelles,- 10% à 70% de F2 touchées pour 34 parcelles,"	""	""	""	""	"arcelle. SEPTORIOSE"	"- 10% à 50% de F1 to"	"4296-4579"	"type=RISQUE, form=Contexte d'observations
96% des 58 parcelles observées sont signalés avec de la septoriose. On constate cette semaine encore une progression des symptômes sur les 3 derniers étages foliaires :- 10% à 100% de F3 touchées pour 56 parcelles,- 10% à 70% de F2 touchées pour 34 parcelles,"
"BSV_cereales_paille_20_001"	"H2
P"	"RISQUE"	"Contexte d'observations
Avec l'arrivé du stade épiaison, il convient de suivre l'activité des cécidomyies oranges en positionnant des cuvettes jaunes ou un autre piège dans les parcelles de blé qui sont proches de ce stade."	"blé"	""	""	""	"septoriose ORANGES"	"Directeur de public"	"6860-7083"	"type=RISQUE, form=Contexte d'observations
Avec l'arrivé du stade épiaison, il convient de suivre l'activité des cécidomyies oranges en positionnant des cuvettes jaunes ou un autre piège dans les parcelles de blé qui sont proches de ce stade."
"BSV_cereales_paille_20_001"	"H2
BR"	"RISQUE"	"Contexte d'observations
Les lémas ou criocères sont signalés dans 8 situations de la région"	""	""	""	""	". L EMA / C RIOCERE"	"(36, 41, 45 et 58) s"	"8879-8970"	"type=RISQUE, form=Contexte d'observations
Les lémas ou criocères sont signalés dans 8 situations de la région"
"BSV_cereales_paille_20_001"	"H2
BR
BR
BR
BR"	"RISQUE"	"Contexte d'observations
De la fusariose base tige est signalée pour 5 parcelles du sud de la région (36, 37 et 58). Les symptômes sont visibles sur 10 à 60% des tiges. 2 parcelles de l'Indre (à Villegouin et Issoudun) présentent des symptômes de rhizoctone sur 10% des tiges.3 parcelles sont notées avec des symptômes d'helminthosporiose :- 30% des F3 et 10% des F2 touchées à Issoudun (36)- 10% des F3 à Bueil-en-Touraine (37)"	""	""	"fusariose,
rhizoctone,
d'helminthosporiose"	""	"u végétal RAVAGEURS"	"- 20% des F3 à Montb"	"9496-9923"	"type=RISQUE, form=Contexte d'observations
De la fusariose base tige est signalée pour 5 parcelles du sud de la région (36, 37 et 58). Les symptômes sont visibles sur 10 à 60% des tiges. 2 parcelles de l'Indre (à Villegouin et Issoudun) présentent des symptômes de rhizoctone sur 10% des tiges.3 parcelles sont notées avec des symptômes d'helminthosporiose :- 30% des F3 et 10% des F2 touchées à Issoudun (36)- 10% des F3 à Bueil-en-Touraine (37)"
"BSV_cereales_paille_20_001"	"H2
P"	"RISQUE"	"Contexte d'observations
86% des parcelles sont à épiaison. La situation la plus avancée est à floraison. Une parcelle est encore à gonflement."	""	""	""	""	"observation. STADE"	"SEPTORIOSE Contexte"	"10875-11017"	"type=RISQUE, form=Contexte d'observations
86% des parcelles sont à épiaison. La situation la plus avancée est à floraison. Une parcelle est encore à gonflement."
"BSV_cereales_paille_20_001"	"H2
P
BR
BR
BR
BR
H2
P"	"RISQUE"	"Contexte d'observations
Sur 11 observations, 6 parcelles présentent des symptômes de septoriose. Ils sont principalement sur F3, à hauteur de 10% à 80% de feuilles touchées.4 parcelles présentent également des symptômes sur les 2 étages foliaires supérieurs :- A Epieds-en-Beauce (45), 20% des F2 sont atteintes- A Saint-Valentin (36), 40% des F2 sont touchées- A Montierchaume (36), 10% des F2 sont concernés ainsi que 20% des F1. Les conditions favorables à l'évolution de la maladie sur blé dur sont les mêmes que sur blé tendre.
Seuil de nuisibilité
Le seuil de nuisibilité pour le blé dur est le même que celui pour le blé tendre."	"blé dur,
blé tendre,
blé dur,
blé tendre"	""	""	""	"flement. SEPTORIOSE"	"AUTRES MALADIES / R"	"11029-11664"	"type=RISQUE, form=Contexte d'observations
Sur 11 observations, 6 parcelles présentent des symptômes de septoriose. Ils sont principalement sur F3, à hauteur de 10% à 80% de feuilles touchées.4 parcelles présentent également des symptômes sur les 2 étages foliaires supérieurs :- A Epieds-en-Beauce (45), 20% des F2 sont atteintes- A Saint-Valentin (36), 40% des F2 sont touchées- A Montierchaume (36), 10% des F2 sont concernés ainsi que 20% des F1. Les conditions favorables à l'évolution de la maladie sur blé dur sont les mêmes que sur blé tendre.
Seuil de nuisibilité
Le seuil de nuisibilité pour le blé dur est le même que celui pour le blé tendre."
"BSV_cereales_paille_20_001"	"H2
P"	"RISQUE"	"Contexte d'observations
Cette semaine, lla majorité des parcelles sont entre floraison et grain laiteux. Une situation est encore à épiaison."	""	""	""	""	"paille N° 20 STADES"	"R HYNCHOSPORIOSE Co"	"12740-12881"	"type=RISQUE, form=Contexte d'observations
Cette semaine, lla majorité des parcelles sont entre floraison et grain laiteux. Une situation est encore à épiaison."
"BSV_cereales_paille_20_001"	"H2
BR
BR"	"RISQUE"	"Contexte d'observations
La rhynchosporiose est, cette semaine encore, présente dans tous les départements de la région, en dehors du Loiret. Des symptômes ont été signalés sur 13 parcelles (22 observées). Ils sont principalement situés sur les F3(entre 10 et 70%). 8 parcelles ont également leurs F2 atteintes (10% à 60%) et 3 ont leur F1 touchées"	""	""	"rhynchosporiose"	""	"n. R HYNCHOSPORIOSE"	"(10% et 20%). Une nu"	"12899-13246"	"type=RISQUE, form=Contexte d'observations
La rhynchosporiose est, cette semaine encore, présente dans tous les départements de la région, en dehors du Loiret. Des symptômes ont été signalés sur 13 parcelles (22 observées). Ils sont principalement situés sur les F3(entre 10 et 70%). 8 parcelles ont également leurs F2 atteintes (10% à 60%) et 3 ont leur F1 touchées"
"BSV_cereales_paille_20_001"	"H2
BR
BR"	"RISQUE"	"Contexte d'observations
20 parcelles sur 23 observées présentent des symptômes d'helminthosporiose teres sur F3(10% à 100% touchées). La montée des symptômes sur les étages foliaires supérieurs se stabilise : 16 parcelles présentent des symptômes au moins sur F2 (entre 10 et 100%) et 11 en ont également sur F1"	""	""	"d'helminthosporiose"	""	"0 HELMINTHOSPORIOSE"	"(entre 10 et 100%)."	"14341-14652"	"type=RISQUE, form=Contexte d'observations
20 parcelles sur 23 observées présentent des symptômes d'helminthosporiose teres sur F3(10% à 100% touchées). La montée des symptômes sur les étages foliaires supérieurs se stabilise : 16 parcelles présentent des symptômes au moins sur F2 (entre 10 et 100%) et 11 en ont également sur F1"
"BSV_cereales_paille_20_001"	"H2
P"	"RISQUE"	"Contexte d'observations
5 parcelles sur 17 observées présentent des symptômes de rouille naine sur au moins l'un des 3 étages foliaires supérieurs (36, 41, 45 et 58). Les variétés concernées sont en majorité sensibles ou assez sensibles à la rouille naine, en dehors d'Etincel. Cette dernière est la seule parcelle a ne pas atteindre le seuil de nuisibilité."	""	""	"rouille,
rouille"	""	"ntes. ROUILLE NAINE"	"Seuil de nuisibilit"	"15087-15445"	"type=RISQUE, form=Contexte d'observations
5 parcelles sur 17 observées présentent des symptômes de rouille naine sur au moins l'un des 3 étages foliaires supérieurs (36, 41, 45 et 58). Les variétés concernées sont en majorité sensibles ou assez sensibles à la rouille naine, en dehors d'Etincel. Cette dernière est la seule parcelle a ne pas atteindre le seuil de nuisibilité."
"BSV_cereales_paille_20_001"	"H2
P
H2
P"	"RISQUE"	"Contexte d'observations
5 parcelles (36,37 et 58) sur 17 observées présentent des symptômes de ramulariose sur 10% à 80% des F3 et 10% à 20% des F2. Une de ces situations a également des symptômes sur F1 (10%). Le risque de nuisibilité est important pour ces parcelles.
Seuil de nuisibilité
Pas de seuil de nuisibilité pour la ramulariose."	""	""	""	""	"N° 20 R AMULARIOSE"	"AUTRES MALADIES / R"	"16306-16645"	"type=RISQUE, form=Contexte d'observations
5 parcelles (36,37 et 58) sur 17 observées présentent des symptômes de ramulariose sur 10% à 80% des F3 et 10% à 20% des F2. Une de ces situations a également des symptômes sur F1 (10%). Le risque de nuisibilité est important pour ces parcelles.
Seuil de nuisibilité
Pas de seuil de nuisibilité pour la ramulariose."
"BSV_cereales_paille_20_001"	"H2
BR
BR"	"RISQUE"	"Contexte d'observations
Ces 4 parcelles s'échelonnent sur les stades :Fin épiaison (3 parcelles dans le 36 et le 18),"	""	""	""	""	"tte semaine. STADES"	"Fin floraison (1 par"	"18351-18468"	"type=RISQUE, form=Contexte d'observations
Ces 4 parcelles s'échelonnent sur les stades :Fin épiaison (3 parcelles dans le 36 et le 18),"
"BSV_cereales_paille_20_001"	"H2
P
BR
BR
BR
P"	"RISQUE"	"Contexte d'observations
Des symptômes de septoriose sont observés sur 3 parcelles : Une parcelle à Villeromain (41) touchée à 20% sur F3. Une parcelle à Blancafort (18) touchée sur F2 (30%) et F3 (90%). Une parcelle à Saint-Aigny (36) avec 20% des F2 et 40% des F3 touchées.
La parcelle de Saint-Aigny (36) présente également des symptômes d'oïdium (10% des F3 touchées)."	""	""	"d'oïdium"	""	"LADIES / R AVAGEURS"	"Directeur de public"	"18536-18907"	"type=RISQUE, form=Contexte d'observations
Des symptômes de septoriose sont observés sur 3 parcelles : Une parcelle à Villeromain (41) touchée à 20% sur F3. Une parcelle à Blancafort (18) touchée sur F2 (30%) et F3 (90%). Une parcelle à Saint-Aigny (36) avec 20% des F2 et 40% des F3 touchées.
La parcelle de Saint-Aigny (36) présente également des symptômes d'oïdium (10% des F3 touchées)."
"BSV_colza_Normandie_V1-2_N_o7_SEMAINE_42_du_12-10-11_au_18-10-11_cle8ef65b"	"SMALL
P"	"FINANCEMENT"	""" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits"	""	""	""	""	"ible cette semaine."	"issus de la redevan"	"5037-5191"	"type=FINANCEMENT, form="" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits"
"BSV_colza_Normandie_V1_N_o13_SEMAINE_8_du_15_AU_21-2-12-1_cle0d6d77"	"SMALL
P"	"FINANCEMENT"	""" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux"	""	""	""	""	"t sur www.cetiom.fr"	"aquatiques, par les"	"1508-1634"	"type=FINANCEMENT, form="" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux"
"BSV_colza_Normandie_V1_N_o15_SEMAINE_10_du_29-2_au_6-3-12_cle0a6d5f"	"SMALL
P"	"FINANCEMENT"	""" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux"	""	""	""	""	"t sur www.cetiom.fr"	"aquatiques, par les"	"834-960"	"type=FINANCEMENT, form="" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux"
"BSV_colza_normandie_No6_semaine_41_du_3-10_au_9-10-2012_v1_cle8199f1"	"SMALL
P"	"FINANCEMENT"	""" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux"	""	""	""	""	"andes plus froides."	"aquatiques, par les"	"1035-1161"	"type=FINANCEMENT, form="" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux"
"BSV_colza_normandie_No8_semaine_43_du_17-10_au_23-10-2012_v1_cle0cf2cd"	"SMALL
P"	"FINANCEMENT"	""" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux"	""	""	""	""	"n cause la culture."	"aquatiques, par les"	"894-1020"	"type=FINANCEMENT, form="" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux"
