"bsv"	"context before"	"bioagressors"	"context after"	"location"	"features"
"BSV_RA_Arbono30du10092013_cle067bb6"	"e de cerisiers. Les"	"larves"	"creusent des galeri"	"8053-8059"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_RA_Arbono30du10092013_cle067bb6"	"ver les exuvies des"	"larves"	"dans l'écorce au ni"	"8341-8347"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_RA_Arbono30du10092013_cle067bb6"	"aise ) et maladies ("	"tavelure"	", maladie crotte de"	"8639-8647"	"type=BIOAGRESSOR, $=tavelure, form=tavelure"
"BSV_RA_Arbono30du10092013_cle067bb6"	"aladie crotte de la"	"mouche"	", maladie de la suie"	"8670-8676"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_RA_Arbono30du10092013_cle067bb6"	"ts avec présence de"	"larves"	"sont visibles dans"	"13158-13164"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_RA_Arbono30du10092013_cle067bb6"	"du développement de"	"champignons"	": Monilia, Penicill"	"14169-14180"	"type=BIOAGRESSOR, $=champignon, form=champignons"
"BSV_RA_Arbono30du10092013_cle067bb6"	"nilia, Penicillium,"	"Botrytis"	", Gloesporium Observ"	"14205-14213"	"type=BIOAGRESSOR, $=botrytis, form=Botrytis"
"BSV_RA_Arbono30du10092013_cle067bb6"	"euses FEU BACTERIEN-"	"ERWINIA AMYLOVORA"	"Surveillez régulièr"	"14834-14851"	"type=BIOAGRESSOR, $=erwinia amylovora, form=ERWINIA AMYLOVORA"
"BSV_RA_Arbono30du10092013_cle067bb6"	"euses FEU BACTERIEN-"	"ERWINIA AMYLOVORA"	"Surveillez régulièr"	"14834-14851"	"type=BIOAGRESSOR, $=erwinia amylovora, form=ERWINIA AMYLOVORA"
"BSV_RA_Arbono30du10092013_cle067bb6"	"tte bactérie est un"	"parasite"	"de quarantaine. En"	"14971-14979"	"type=BIOAGRESSOR, $=parasite, form=parasite"
"BSV_RA_Arbono30du10092013_cle067bb6"	"terien-2012 POMMIER"	"TAVELURE"	"DU POMMIER VENTURIA"	"15234-15242"	"type=BIOAGRESSOR, $=tavelure, form=TAVELURE"
"BSV_RA_Arbono30du10092013_cle067bb6"	"ADIE DES CROTTES DE"	"MOUCHE"	", MALADIE DE LA SUIE"	"15539-15545"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_RA_Arbono30du10092013_cle067bb6"	"adie des crottes de"	"mouche"	"(petites taches ron"	"15887-15893"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_RA_Arbono30du10092013_cle067bb6"	"septembre. POIRIER"	"TAVELURE"	"DU POIRIER - VENTUR"	"16064-16072"	"type=BIOAGRESSOR, $=tavelure, form=TAVELURE"
"BSV_RA_Arbono30du10092013_cle067bb6"	"paragraphe POMMIER-"	"Tavelure"	"du pommier. Des con"	"16125-16133"	"type=BIOAGRESSOR, $=tavelure, form=Tavelure"
"BSV_RA_Arbono30du10092013_cle067bb6"	"06/13). CHATAIGNIER"	"SEPTORIOSE"	"DES FEUILLES - SEPT"	"16630-16640"	"type=BIOAGRESSOR, $=septoriose, form=SEPTORIOSE"
"BSV_RA_Arbono30du10092013_cle067bb6"	"ORIA CASTANICOLA La"	"septoriose"	"(souvent appelée ro"	"16680-16690"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_RA_Arbono30du10092013_cle067bb6"	"se (souvent appelée"	"rouille"	"ou anthracnose des"	"16708-16715"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_RA_Arbono30du10092013_cle067bb6"	"appelée rouille ou"	"anthracnose"	"des feuilles) provo"	"16719-16730"	"type=BIOAGRESSOR, $=anthracnose, form=anthracnose"
"BSV_RA_Arbono30du10092013_cle067bb6"	"rmal des fruits. Le"	"champignon"	"se conserve sur les"	"16981-16991"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_RA_Arbono30du10092013_cle067bb6"	"présence faible de"	"septoriose"	"sur certaines parce"	"17137-17147"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_RA_Arbono30du10092013_cle067bb6"	"iné. TOUTES ESPECES"	"DROSOPHILA SUZUKII"	"Les prises sont glo"	"18401-18419"	"type=BIOAGRESSOR, $=drosophila suzukii, form=DROSOPHILA SUZUKII"
"BSV_RA_Arbono30du10092013_cle067bb6"	"iné. TOUTES ESPECES"	"DROSOPHILA SUZUKII"	"Les prises sont glo"	"18401-18419"	"type=BIOAGRESSOR, $=drosophila suzukii, form=DROSOPHILA SUZUKII"
"BSV_RA_Arbono30du10092013_cle067bb6"	"r un piège le 02/09"	"MOUCHE"	"MEDITERRANEENNE - C"	"19369-19375"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_RA_Arbono30du10092013_cle067bb6"	"des populations de"	"mouches"	"méditerranéennes. L"	"19492-19499"	"type=BIOAGRESSOR, $=mouche, form=mouches"
"BSV_RA_GC_no03_du_08_03_2012_cle81452d"	"piqûres de ponte du"	"charançon"	"de la tige et le st"	"999-1008"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no03_du_08_03_2012_cle81452d"	"t de sensibilité au"	"méligèthe"	". Les ravageurs Char"	"1062-1071"	"type=BIOAGRESSOR, $=méligèthe, form=méligèthe"
"BSV_RA_GC_no03_du_08_03_2012_cle81452d"	"èthe. Les ravageurs"	"Charançon"	"de la tige du colza"	"1087-1096"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_RA_GC_no03_du_08_03_2012_cle81452d"	"upérieures à 6 °C."	"Charançon"	"de la tige du chou"	"2218-2227"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_RA_GC_no03_du_08_03_2012_cle81452d"	"Des captures de ce"	"charançon"	"sont notées dans 11"	"2307-2316"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no03_du_08_03_2012_cle81452d"	"dans les pièges, le"	"charançon"	"de la tige du colza"	"2543-2552"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no03_du_08_03_2012_cle81452d"	"e la nuisibilité du"	"charançon"	"de la tige du chou"	"2742-2751"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no03_du_08_03_2012_cle81452d"	"dre avec les autres"	"charançons"	"dont son corps en f"	"3080-3090"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_RA_GC_no04_du_15_03_2012_cle8a6195"	"ères. Les ravageurs"	"Charançon"	"de la tige du colza"	"1050-1059"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_RA_GC_no04_du_15_03_2012_cle8a6195"	"début de semaine."	"Charançon"	"de la tige du chou"	"2252-2261"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_RA_GC_no04_du_15_03_2012_cle8a6195"	"e 3 à 5 captures de"	"charançon"	"de la tige du chou"	"2304-2313"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no04_du_15_03_2012_cle8a6195"	"compagnant celle du"	"charançon"	"de la tige du colza"	"2371-2380"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no04_du_15_03_2012_cle8a6195"	"a nuisibilité de ce"	"charançon"	"étant considérée co"	"2554-2563"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"minales. Ravageurs"	"Charançon"	"de la tige du colza"	"870-879"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"semaine passée, ce"	"charançon"	"est ainsi détecté p"	"1294-1303"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"e dépasse les 6°C."	"Charançon"	"de la tige du chou"	"2450-2459"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"ne pas confondre le"	"charançon"	"de la tige du colza"	"2542-2551"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	", nuisible, avec le"	"charançon"	"de la tige du chou,"	"2591-2600"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"Il se distingue du"	"charançon"	"de la tige du colza"	"2712-2721"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"des crucifères : ce"	"charançon"	", notifié dans 3 sit"	"3022-3031"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"ouvent les 2 autres"	"charançons"	"dans les pièges jau"	"3175-3185"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"estation notable de"	"limaces"	", une parcelle avec"	"6783-6790"	"type=BIOAGRESSOR, $=limace, form=limaces"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"le avec présence de"	"taupins"	". BSV n°07 du 14 mar"	"6822-6829"	"type=BIOAGRESSOR, $=taupin, form=taupins"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	") et une mention de"	"rhynchosporiose"	"sur orge. Pas de tr"	"6969-6984"	"type=BIOAGRESSOR, $=rhynchosporiose, form=rhynchosporiose"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"uelques pustules de"	"rouille"	"brune de l'automne."	"7034-7041"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"s de printemps. Les"	"parasites"	"de lutte épidémiosu"	"7523-7532"	"type=BIOAGRESSOR, $=parasite, form=parasites"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"es). Les Ravageurs"	"Charançons"	"des siliques : Une"	"938-948"	"type=BIOAGRESSOR, $=charançon, form=Charançons"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"bilité est fixé à 1"	"charançon"	"dénombré en moyenne"	"1569-1578"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"occasionnés par le"	"charançon"	"lui-même sont consi"	"1763-1772"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"la nuisibilité des"	"cécidomyies"	"qui utilisent les p"	"1911-1922"	"type=BIOAGRESSOR, $=cécidomyie, form=cécidomyies"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"ent les piqûres des"	"charançons"	"des siliques comme"	"1953-1963"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"de leurs pontes."	"Pucerons"	"cendrés : Une prése"	"2027-2035"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"arcelles. Maladies"	"Oïdium"	": Sa présence s'ins"	"2444-2450"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"de seuil de risque"	"oïdium"	"mais qu'on considèr"	"2794-2800"	"type=BIOAGRESSOR, $=oïdium, form=oïdium"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"ant cette maladie."	"Sclérotinia"	": Toutes les parcel"	"2965-2976"	"type=BIOAGRESSOR, $=sclerotinia, form=Sclérotinia"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"'existe pas pour le"	"sclérotinia"	"du colza de seuil d"	"3340-3351"	"type=BIOAGRESSOR, $=sclerotinia, form=sclérotinia"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"ances concernant le"	"sclérotinia"	". Insectes pollinisa"	"5026-5037"	"type=BIOAGRESSOR, $=sclerotinia, form=sclérotinia"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"février. Maladies :"	"Septoriose"	"et oïdium progresse"	"6293-6303"	"type=BIOAGRESSOR, $=septoriose, form=Septoriose"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"ies : Septoriose et"	"oïdium"	"progressent 75 % de"	"6307-6313"	"type=BIOAGRESSOR, $=oïdium, form=oïdium"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"é encore gérables."	"Septoriose"	": notée dans une pa"	"6481-6491"	"type=BIOAGRESSOR, $=septoriose, form=Septoriose"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"cas de figure : Une"	"septoriose"	"très évolutive, qui"	"6555-6565"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"cette semaine ; Une"	"septoriose"	"encore "" en fond de"	"6710-6720"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"d'intervention sur"	"Septoriose"	"Au-delà du stade 2"	"7013-7023"	"type=BIOAGRESSOR, $=septoriose, form=Septoriose"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"ent des symptômes."	"Rouille"	"brune : Avec les co"	"7110-7117"	"type=BIOAGRESSOR, $=rouille, form=Rouille"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"lle mentionne de la"	"rouille"	"sur F2 définitive."	"7410-7417"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"d'intervention sur"	"rouille"	"brune présence de p"	"7462-7469"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"d'intervention sur"	"oïdium"	"Observer les 3 dern"	"7973-7979"	"type=BIOAGRESSOR, $=oïdium, form=oïdium"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"emaine des quelques"	"pucerons"	"d'épis de la semain"	"8553-8561"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"dre des attaques de"	"limaces"	"dans les jours à ve"	"10611-10618"	"type=BIOAGRESSOR, $=limace, form=limaces"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"(en cause : climat,"	"oiseaux"	", phytotoxicités) so"	"11180-11187"	"type=BIOAGRESSOR, $=oiseau, form=oiseaux"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"égâts importants de"	"limaces"	"sont signalés hors"	"11309-11316"	"type=BIOAGRESSOR, $=limace, form=limaces"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"aux contaminations"	"sclérotinia"	". 6 à 12 jours Stade"	"1241-1252"	"type=BIOAGRESSOR, $=sclerotinia, form=sclérotinia"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"cm Les ravageurs"	"Charançon"	"de la tige du colza"	"1384-1393"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"lles un contrôle du"	"charançon"	"n'aurait pas été ré"	"1996-2005"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"tuation de risque."	"Charançon"	"de la tige du chou"	"2071-2080"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"ntre les espèces de"	"charançons"	"capturés dans les p"	"2271-2281"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"u 11 avril 2013 2"	"Charançons"	"des siliques : aucu"	"4044-4054"	"type=BIOAGRESSOR, $=charançon, form=Charançons"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"es seront formées."	"Pucerons"	"cendrés : aucune co"	"4440-4448"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"ions favorables aux"	"champignons"	". L'oïdium est cité"	"5415-5426"	"type=BIOAGRESSOR, $=champignon, form=champignons"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"la pression pour un"	"champignon"	"qui aime la chaleur"	"5804-5814"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"d'intervention sur"	"oïdium"	"Observer les 3 dern"	"5861-5867"	"type=BIOAGRESSOR, $=oïdium, form=oïdium"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"t sont observés. La"	"rhynchosporiose"	"est toujours plutôt"	"6135-6150"	"type=BIOAGRESSOR, $=rhynchosporiose, form=rhynchosporiose"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"013 3 Sur blés, la"	"rouille"	"brune confirme sa p"	"6442-6449"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"qui est tôt pour ce"	"parasite"	"qui explose général"	"6564-6572"	"type=BIOAGRESSOR, $=parasite, form=parasite"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"in de montaison. La"	"septoriose"	"évolue aussi : elle"	"6622-6632"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"urs conseillers, le"	"champignon"	"évolue, s'appuyer s"	"7376-7386"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"d'intervention sur"	"Septoriose"	"Au-delà du stade 2"	"7498-7508"	"type=BIOAGRESSOR, $=septoriose, form=Septoriose"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"u stade 6 feuilles."	"Charançon"	"du bourgeon termina"	"634-643"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"ité potentielle des"	"larves"	"- destruction du cœ"	"1145-1151"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"e effective. Grosse"	"Altise"	"d'hiver Adultes Adu"	"1663-1669"	"type=BIOAGRESSOR, $=altise, form=Altise"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"levée et 3 feuilles"	"Larves"	": L'activité des ad"	"2427-2433"	"type=BIOAGRESSOR, $=larve, form=Larves"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"ndent au sol et les"	"larves"	"remontent vers les"	"2638-2644"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"'entrée de l'hiver."	"Altises"	"des crucifères ou p"	"3065-3072"	"type=BIOAGRESSOR, $=altise, form=Altises"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"ucifères ou petites"	"altises"	"Une pression limité"	"3099-3106"	"type=BIOAGRESSOR, $=altise, form=altises"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"période de risque."	"Pucerons"	"Aucune présence rep"	"3248-3256"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"ont été rapportées."	"Tenthrède"	"de la rave Aucune p"	"3390-3399"	"type=BIOAGRESSOR, $=tenthrède, form=Tenthrède"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"ce significative de"	"larves"	"détectée en ce débu"	"3444-3450"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"rvations Ravageurs"	"Charançon"	"de la tige du colza"	"688-697"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"les déplacements de"	"charançons"	"vers les cultures o"	"884-894"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"onjugue présence de"	"charançons"	"(révélée par les ca"	"2466-2476"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"des jours à venir."	"Charançon"	"de la tige du chou"	"2979-2988"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"s confondre avec le"	"charançon"	"de la tige du colza"	"3104-3113"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"a tige du colza. Le"	"charançon"	"de la tige du chou"	"3138-3147"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"n même temps que le"	"charançon"	"de la tige du colza"	"3209-3218"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"orte nuisibilité du"	"charançon"	"de la tige du colza"	"3566-3575"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	", la nuisibilité du"	"charançon"	"de la tige du chou,"	"3713-3722"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"me négligeable. Les"	"larves"	"migrent vers la tig"	"3823-3829"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"eur orangée pour le"	"charançon"	"de la tige du chou,"	"4166-4175"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"te du corps pour le"	"charançon"	"de la tige du colza"	"4234-4243"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"ompagner les autres"	"charançons"	"dans les pièges. Ra"	"4411-4421"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"ent des deux autres"	"charançons"	"par des reflets mét"	"4498-4508"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"e développement des"	"larves"	"dans les racines es"	"4800-4806"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_Tomate_d_industrie_no3-2_cle8599f7"	"raîchement plantées."	"TAUPINS"	": Nous retrouvons q"	"924-931"	"type=BIOAGRESSOR, $=taupin, form=TAUPINS"
"BSV_Tomate_d_industrie_no3-2_cle8599f7"	"retrouvons quelques"	"taupins"	"sur les dernières p"	"959-966"	"type=BIOAGRESSOR, $=taupin, form=taupins"
"BSV_Tomate_d_industrie_no3-2_cle8599f7"	"notre bon souvenir."	"PUCERONS"	": Nous observons su"	"1111-1119"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_Tomate_d_industrie_no3-2_cle8599f7"	"parcelles quelques"	"pucerons"	"ailés habituels apr"	"1171-1179"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_Tomate_d_industrie_no3-2_cle8599f7"	"elles colonisations."	"THRIPS"	": Nous observons de"	"1256-1262"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"BSV_Tomate_d_industrie_no3-2_cle8599f7"	"Nous observons des"	"thrips"	"essentiellement sur"	"1284-1290"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_Tomate_d_industrie_no3-2_cle8599f7"	"ter que la modèle """	"Mildiou"	""" nous indique, au"	"1913-1920"	"type=BIOAGRESSOR, $=mildiou, form=Mildiou"
"BSV_Tomate_d_industrie_no7_cle46f48c-1"	"ussi importante !!!"	"ACARIENS"	": Nous observons le"	"1026-1034"	"type=BIOAGRESSOR, $=acariens, form=ACARIENS"
"BSV_Tomate_d_industrie_no7_cle46f48c-1"	"Rambert. Le modèle"	"Mildiou"	"a annoncé de nouvel"	"1444-1451"	"type=BIOAGRESSOR, $=mildiou, form=Mildiou"
"BSV_Tomate_d_industrie_no8_cle46d127-1"	"t de la présence de"	"Tuta absoluta"	". Nous n'observons p"	"171-184"	"type=BIOAGRESSOR, $=tuta absoluta, form=Tuta absoluta"
"BSV_Tomate_d_industrie_no8_cle46d127-1"	"t de la présence de"	"Tuta absoluta"	". Nous n'observons p"	"171-184"	"type=BIOAGRESSOR, $=tuta absoluta, form=Tuta absoluta"
"BSV_Tomate_d_industrie_no8_cle46d127-1"	"u nord de la Drôme."	"ACARIENS"	": Nous en observons"	"536-544"	"type=BIOAGRESSOR, $=acariens, form=ACARIENS"
"BSV_Tomate_d_industrie_no8_cle46d127-1"	"le ne permet pas au"	"mildiou"	"et à la bactériose"	"756-763"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_Tomate_d_industrie_no8_cle46d127-2"	"rcelles tardives !!!"	"ACARIENS"	": Nous observons de"	"268-276"	"type=BIOAGRESSOR, $=acariens, form=ACARIENS"
"BSV_Tomate_d_industrie_no8_cle46d127-2"	"ia sur la Drôme. Le"	"Mildiou"	"s'est développé sur"	"641-648"	"type=BIOAGRESSOR, $=mildiou, form=Mildiou"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"Mi-floraison"	"Mildiou"	"Maturité des œufs d"	"2976-2983"	"type=BIOAGRESSOR, $=mildiou, form=Mildiou"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"'hiver et situation"	"mildiou"	"Dans la Nièvre, la"	"3023-3030"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"noble. Une tache de"	"mildiou"	"issue d'une contami"	"3459-3466"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"és les fragments de"	"mildiou"	". Même si les suivis"	"4534-4541"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"La situation"	"Mildiou"	"est actuellement tr"	"5625-5632"	"type=BIOAGRESSOR, $=mildiou, form=Mildiou"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"ie au vignoble."	"Oïdium"	"Les observations oï"	"6398-6404"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"um Les observations"	"oïdium"	"ont été effectuées"	"6422-6428"	"type=BIOAGRESSOR, $=oïdium, form=oïdium"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"à 5%. La dynamique"	"oïdium"	"est pour l'instant"	"7482-7488"	"type=BIOAGRESSOR, $=oïdium, form=oïdium"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"prudence.. Pour le"	"Mildiou"	", tout comme pour l'"	"7903-7910"	"type=BIOAGRESSOR, $=mildiou, form=Mildiou"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"e de contamination."	"Botrytis"	"Cf Note Nationale B"	"9092-9100"	"type=BIOAGRESSOR, $=botrytis, form=Botrytis"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"s Cf Note Nationale"	"Botrytis"	"2011 joint au BSV V"	"9119-9127"	"type=BIOAGRESSOR, $=botrytis, form=Botrytis"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"s. Des chenilles de"	"cochylis"	"sont le plus souven"	"9624-9632"	"type=BIOAGRESSOR, $=cochylis, form=cochylis"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"pour 100 grappes."	"Cicadelle"	"Verte 93 observatio"	"10263-10272"	"type=BIOAGRESSOR, $=cicadelle, form=Cicadelle"
"BSV_Vigne_7_-_17_mai_11_cle82a642"	"e présentent pas de"	"cicadelle"	"verte, 30% révèlent"	"10496-10505"	"type=BIOAGRESSOR, $=cicadelle, form=cicadelle"
