"bsv"	"type"	"context"	"word"	"prefLabel"	"context"	"location"	"features"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ombent. BSV"	"Légumes"	"culture légumière"	"n°15 P.7"	"15019-15026"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, skos-prefLabel=culture légumière, form=Légumes"
"20190731_BSV_legumes_cle01d6c6"	"html"	"t sur les débris de"	"culture"	"Culture"	", puis germent au pr"	"15353-15360"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=culture"
"20190731_BSV_legumes_cle01d6c6"	"html"	"outte à goutte. BSV"	"Légumes"	"culture légumière"	"n°15 P.8 8 Stemphy"	"16755-16762"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, skos-prefLabel=culture légumière, form=Légumes"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ables BSV"	"Légumes"	"culture légumière"	"n°15 P.9 La ma"	"18734-18741"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, skos-prefLabel=culture légumière, form=Légumes"
"20190731_BSV_legumes_cle01d6c6"	"html"	"égétales cultivées ("	"carotte"	"carotte"	", luzerne, betterave"	"18831-18838"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Carottes, skos-prefLabel=carotte, form=carotte"
"20190731_BSV_legumes_cle01d6c6"	"html"	"cultivées (carotte,"	"luzerne"	"luzerne"	", betterave ) mais é"	"18840-18847"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Luzernes, skos-prefLabel=luzerne, form=luzerne"
"20190731_BSV_legumes_cle01d6c6"	"html"	"(carotte, luzerne,"	"betterave"	"betterave"	") mais également sa"	"18849-18858"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Betteraves, skos-prefLabel=betterave, form=betterave"
"20190731_BSV_legumes_cle01d6c6"	"html"	"également sauvages ("	"oseille"	"oseille"	"sauvage, liseron, p"	"18886-18893"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Oseilles, skos-prefLabel=oseille, form=oseille"
"20190731_BSV_legumes_cle01d6c6"	"html"	"e sauvage, liseron,"	"pissenlit"	"pissenlit"	", stellaire, chénopo"	"18912-18921"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pissenlits, skos-prefLabel=pissenlit, form=pissenlit"
"20190731_BSV_legumes_cle01d6c6"	"html"	"c disparition de la"	"culture"	"Culture"	"suite au rhizoctone"	"19454-19461"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=culture"
"20190731_BSV_legumes_cle01d6c6"	"html"	"RIST) BSV"	"Légumes"	"culture légumière"	"n°15 P.10"	"19829-19836"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, skos-prefLabel=culture légumière, form=Légumes"
"20190731_BSV_legumes_cle01d6c6"	"html"	"nt très rapide. BSV"	"Légumes"	"culture légumière"	"n°15 P.11 OMBELLIF"	"20075-20082"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, skos-prefLabel=culture légumière, form=Légumes"
"20190731_BSV_legumes_cle01d6c6"	"html"	"seau et stade de la"	"culture"	"Culture"	"Le réseau e"	"20159-20166"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=culture"
"20190731_BSV_legumes_cle01d6c6"	"html"	"dernai 1 Mussig"	"céleri"	"céleri"	"1 Zimmersheim 1"	"20281-20287"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Celeris, skos-prefLabel=céleri, form=céleri"
"20190731_BSV_legumes_cle01d6c6"	"html"	"mmersheim"	"Culture"	"Culture"	"Carotte Car"	"20388-20395"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=Culture"
"20190731_BSV_legumes_cle01d6c6"	"html"	"Culture"	"Carotte"	"carotte"	"Carotte Cél"	"20400-20407"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Carottes, skos-prefLabel=carotte, form=Carotte"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ure Carotte"	"Carotte"	"carotte"	"Céleri Caro"	"20412-20419"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Carottes, skos-prefLabel=carotte, form=Carotte"
"20190731_BSV_legumes_cle01d6c6"	"html"	"tte Carotte"	"Céleri"	"céleri"	"Carotte"	"20424-20430"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Celeris, skos-prefLabel=céleri, form=Céleri"
"20190731_BSV_legumes_cle01d6c6"	"html"	"otte Céleri"	"Carotte"	"carotte"	"Implantat"	"20435-20442"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Carottes, skos-prefLabel=carotte, form=Carotte"
"20190731_BSV_legumes_cle01d6c6"	"html"	"res. 2 Mouche de la"	"carotte"	"carotte"	"Observations Relevé"	"20719-20726"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Carottes, skos-prefLabel=carotte, form=carotte"
"20190731_BSV_legumes_cle01d6c6"	"html"	"de la mouche de la"	"carotte"	"carotte"	"2,00 1,80 1,60 1,40"	"20775-20782"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Carottes, skos-prefLabel=carotte, form=carotte"
"20190731_BSV_legumes_cle01d6c6"	"html"	"carotte 0,60 Mussig"	"Céleri"	"céleri"	"0,40 Zimmersheim 0,"	"20903-20909"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Celeris, skos-prefLabel=céleri, form=Céleri"
"20190731_BSV_legumes_cle01d6c6"	"html"	"de la mouche de la"	"carotte"	"carotte"	". Sur des parcelles"	"21170-21177"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Carottes, skos-prefLabel=carotte, form=carotte"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ne : la parcelle de"	"carotte"	"carotte"	"à Sélestat est sans"	"21267-21274"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Carottes, skos-prefLabel=carotte, form=carotte"
"20190731_BSV_legumes_cle01d6c6"	"html"	"tandis que celle de"	"céleri"	"céleri"	"à Mussig dépasse la"	"21336-21342"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Celeris, skos-prefLabel=céleri, form=céleri"
"20190731_BSV_legumes_cle01d6c6"	"html"	"guées ou proches de"	"forêts"	"arboriculture"	"avec des températur"	"21733-21739"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture, skos-prefLabel=arboriculture, form=forêts"
"20190731_BSV_legumes_cle01d6c6"	"html"	"par la mouche de la"	"carotte"	"carotte"	". Seuil indicatif de"	"21829-21836"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Carottes, skos-prefLabel=carotte, form=carotte"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ue est de 0,14. BSV"	"Légumes"	"culture légumière"	"n°15 P.12 Analyse"	"22044-22051"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, skos-prefLabel=culture légumière, form=Légumes"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ns les parcelles de"	"céleri"	"céleri"	"précoces. 3 Septori"	"22515-22521"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Celeris, skos-prefLabel=céleri, form=céleri"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ocel (Septoriose du"	"céleri"	"céleri"	"de la DGAL sur la p"	"22709-22715"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Celeris, skos-prefLabel=céleri, form=céleri"
"20190731_BSV_legumes_cle01d6c6"	"html"	"L) a été validé sur"	"céleri"	"céleri"	"en France. Afin d'i"	"22778-22784"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Celeris, skos-prefLabel=céleri, form=céleri"
"20190731_BSV_legumes_cle01d6c6"	"html"	"tion. BSV"	"Légumes"	"culture légumière"	"n°15 P.13"	"23685-23692"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, skos-prefLabel=culture légumière, form=Légumes"
"20190731_BSV_legumes_cle01d6c6"	"html"	"(L. BOULLARD)"	"CHOUX"	"chou potager"	"CHOUX 1 Description"	"23765-23770"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=CHOUX"
"20190731_BSV_legumes_cle01d6c6"	"html"	"(L. BOULLARD)"	"CHOUX"	"chou"	"CHOUX 1 Description"	"23765-23770"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=CHOUX"
"20190731_BSV_legumes_cle01d6c6"	"html"	"OULLARD) CHOUX"	"CHOUX"	"chou potager"	"1 Description du ré"	"23771-23776"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=CHOUX"
"20190731_BSV_legumes_cle01d6c6"	"html"	"OULLARD) CHOUX"	"CHOUX"	"chou"	"1 Description du ré"	"23771-23776"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=CHOUX"
"20190731_BSV_legumes_cle01d6c6"	"html"	"seau et stade de la"	"culture"	"Culture"	"Malgré un épisode p"	"23816-23823"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=culture"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ur les parcelles de"	"choux"	"chou potager"	"tardifs et des chou"	"24125-24130"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ur les parcelles de"	"choux"	"chou"	"tardifs et des chou"	"24125-24130"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"houx tardifs et des"	"choux"	"chou potager"	"plantés fin juin et"	"24146-24151"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"houx tardifs et des"	"choux"	"chou"	"plantés fin juin et"	"24146-24151"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"s'observent sur les"	"choux"	"chou potager"	"les plus avancés mê"	"24398-24403"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"s'observent sur les"	"choux"	"chou"	"les plus avancés mê"	"24398-24403"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"près plantation. Le"	"chou"	"chou potager"	"y est extrêmement s"	"24863-24867"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"près plantation. Le"	"chou"	"chou"	"y est extrêmement s"	"24863-24867"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"continuer pour les"	"choux"	"chou potager"	"plantés en juin et"	"25215-25220"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"continuer pour les"	"choux"	"chou"	"plantés en juin et"	"25215-25220"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ur les parcelles de"	"choux"	"chou potager"	"précoces. d. Méthod"	"25302-25307"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ur les parcelles de"	"choux"	"chou"	"précoces. d. Méthod"	"25302-25307"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"lantes pièges : les"	"choux chinois"	"chou chinois"	"ainsi que les radis"	"25596-25609"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_chinois, skos-prefLabel=chou chinois, form=choux chinois"
"20190731_BSV_legumes_cle01d6c6"	"html"	"lantes pièges : les"	"choux"	"chou potager"	"chinois ainsi que l"	"25596-25601"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"lantes pièges : les"	"choux"	"chou"	"chinois ainsi que l"	"25596-25601"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"inois ainsi que les"	"radis"	"radis"	"sont des plantes pi"	"25624-25629"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Radis, skos-prefLabel=radis, form=radis"
"20190731_BSV_legumes_cle01d6c6"	"html"	"elques mètres de la"	"culture"	"Culture"	", elles vont attirer"	"25694-25701"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=culture"
"20190731_BSV_legumes_cle01d6c6"	"html"	"te. A installer sur"	"cultures"	"Culture"	"exemptes d'altises."	"25779-25787"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ltises. 3 Mouche du"	"chou"	"chou potager"	"Observations Moins"	"25820-25824"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ltises. 3 Mouche du"	"chou"	"chou"	"Observations Moins"	"25820-25824"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"té observés sur les"	"pommes"	"pommier"	"des parcelles du BS"	"25901-25907"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pommiers, skos-prefLabel=pommier, form=pommes"
"20190731_BSV_legumes_cle01d6c6"	"html"	"alyse de risque BSV"	"Légumes"	"culture légumière"	"n°15 P.14 La phase"	"26120-26127"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, skos-prefLabel=culture légumière, form=Légumes"
"20190731_BSV_legumes_cle01d6c6"	"html"	"e de sensibilité du"	"chou"	"chou potager"	", durant la reprise"	"26166-26170"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"e de sensibilité du"	"chou"	"chou"	", durant la reprise"	"26166-26170"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"développement de la"	"culture"	"Culture"	". Le vol de 1ère gén"	"26269-26276"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=culture"
"20190731_BSV_legumes_cle01d6c6"	"html"	"téger ses plants en"	"pépinière"	"arboriculture"	"avant plantation (S"	"26612-26621"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture, skos-prefLabel=arboriculture, form=pépinière"
"20190731_BSV_legumes_cle01d6c6"	"html"	"téger ses plants en"	"pépinière"	"horticulture ornementale"	"avant plantation (S"	"26612-26621"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale, skos-prefLabel=horticulture ornementale, form=pépinière"
"20190731_BSV_legumes_cle01d6c6"	"html"	"rtantes.Piérides du"	"chou"	"chou potager"	"et de la rave : des"	"26949-26953"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"rtantes.Piérides du"	"chou"	"chou"	"et de la rave : des"	"26949-26953"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ANSER)Noctuelles du"	"chou"	"chou potager"	": aucun adulte et a"	"27253-27257"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ANSER)Noctuelles du"	"chou"	"chou"	": aucun adulte et a"	"27253-27257"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ent dans le cœur du"	"chou"	"chou potager"	". Les chenilles de n"	"27658-27662"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ent dans le cœur du"	"chou"	"chou"	". Les chenilles de n"	"27658-27662"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"s et des déchets de"	"cultures"	"Culture"	"de choux précédente"	"28224-28232"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"20190731_BSV_legumes_cle01d6c6"	"html"	"hets de cultures de"	"choux"	"chou potager"	"précédentes qui fav"	"28236-28241"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"hets de cultures de"	"choux"	"chou"	"précédentes qui fav"	"28236-28241"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"es, à installer sur"	"cultures"	"Culture"	"avant l'arrivée des"	"28347-28355"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"20190731_BSV_legumes_cle01d6c6"	"html"	"emiers adultes. BSV"	"Légumes"	"culture légumière"	"n°15 P.15 Larves de"	"28398-28405"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, skos-prefLabel=culture légumière, form=Légumes"
"20190731_BSV_legumes_cle01d6c6"	"html"	"arves de piéride du"	"chou"	"chou potager"	"(E. HANSER) 5 Puce"	"28437-28441"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"arves de piéride du"	"chou"	"chou"	"(E. HANSER) 5 Puce"	"28437-28441"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"s et des déchets de"	"cultures"	"Culture"	"de choux précédente"	"29314-29322"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"20190731_BSV_legumes_cle01d6c6"	"html"	"hets de cultures de"	"choux"	"chou potager"	"précédentes sur les"	"29326-29331"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"hets de cultures de"	"choux"	"chou"	"précédentes sur les"	"29326-29331"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"es, à installer sur"	"cultures"	"Culture"	"avant l'arrivée des"	"29434-29442"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ur les parcelles de"	"choux"	"chou potager"	"à inflorescence est"	"29679-29684"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ur les parcelles de"	"choux"	"chou"	"à inflorescence est"	"29679-29684"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"n augmentation. Sur"	"choux"	"chou potager"	"pommés, types chou"	"29735-29740"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"n augmentation. Sur"	"choux"	"chou"	"pommés, types chou"	"29735-29740"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"choux pommés, types"	"chou"	"chou potager"	"blanc et chou rouge"	"29755-29759"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"choux pommés, types"	"chou"	"chou"	"blanc et chou rouge"	"29755-29759"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"types chou blanc et"	"chou rouge"	"chou cabus rouge"	", on observe moins d"	"29769-29779"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_cabus_rouges, skos-prefLabel=chou cabus rouge, form=chou rouge"
"20190731_BSV_legumes_cle01d6c6"	"html"	"types chou blanc et"	"chou"	"chou potager"	"rouge, on observe m"	"29769-29773"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"types chou blanc et"	"chou"	"chou"	"rouge, on observe m"	"29769-29773"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"dommageable pour le"	"chou"	"chou potager"	". Il s'agit d'un cha"	"30114-30118"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"dommageable pour le"	"chou"	"chou"	". Il s'agit d'un cha"	"30114-30118"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	": moyen à élevé sur"	"culture"	"Culture"	"sensible. Analyse d"	"30353-30360"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=culture"
"20190731_BSV_legumes_cle01d6c6"	"html"	"s et des déchets de"	"cultures"	"Culture"	"de choux sur lesque"	"30579-30587"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"20190731_BSV_legumes_cle01d6c6"	"html"	"hets de cultures de"	"choux"	"chou potager"	"sur lesquels le rav"	"30591-30596"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"hets de cultures de"	"choux"	"chou"	"sur lesquels le rav"	"30591-30596"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"es, à installer sur"	"cultures"	"Culture"	"avant l'arrivée des"	"30682-30690"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"20190731_BSV_legumes_cle01d6c6"	"html"	"emiers adultes. BSV"	"Légumes"	"culture légumière"	"n°15 P.16 7 Thrips"	"30733-30740"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, skos-prefLabel=culture légumière, form=Légumes"
"20190731_BSV_legumes_cle01d6c6"	"html"	"elles flottantes de"	"choux"	"chou potager"	"précoces et sur les"	"30866-30871"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"elles flottantes de"	"choux"	"chou"	"précoces et sur les"	"30866-30871"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ur les parcelles de"	"choux cabus"	"chou pommé"	"du réseau BSV. On e"	"30905-30916"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_pommes, skos-prefLabel=chou pommé, form=choux cabus"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ur les parcelles de"	"choux cabus"	"Chou cabus blanc"	"du réseau BSV. On e"	"30905-30916"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_cabus_blancs, skos-prefLabel=Chou cabus blanc, form=choux cabus"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ur les parcelles de"	"choux"	"chou potager"	"cabus du réseau BSV"	"30905-30910"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"ur les parcelles de"	"choux"	"chou"	"cabus du réseau BSV"	"30905-30910"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"uilles blessées par"	"choux"	"chou potager"	". Le troisième vol i"	"30980-30985"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"uilles blessées par"	"choux"	"chou"	". Le troisième vol i"	"30980-30985"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"s'accélérer sur les"	"choux"	"chou potager"	"précoces. D'après l"	"31175-31180"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"s'accélérer sur les"	"choux"	"chou"	"précoces. D'après l"	"31175-31180"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"20190731_BSV_legumes_cle01d6c6"	"html"	"levé (en hausse sur"	"chou"	"chou potager"	"avec une pommaison"	"31361-31365"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_potagers, skos-prefLabel=chou potager, form=chou"
"20190731_BSV_legumes_cle01d6c6"	"html"	"levé (en hausse sur"	"chou"	"chou"	"avec une pommaison"	"31361-31365"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
