"bsv"	"html tags"	"segment (type)"	"segment (form)"	"fcu concepts"	"bioagressors"	"deseases"	"stages"	"context before"	"context after"	"location"	"features"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"H3
P"	"RISQUE"	"Observations
Aucune parcelle du réseau ne signale de pucerons cette semaine. Le risque est très faible."	""	"pucerons"	""	""	"servées (soit 50%)."	"BSV n°14 P.18 Retr"	"33541-33644"	"type=RISQUE, form=Observations
Aucune parcelle du réseau ne signale de pucerons cette semaine. Le risque est très faible."
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"SMALL
P"	"FINANCEMENT"	"Action pilotée par le ministère chargé de l'Agriculture et le ministère chargé de l'Environnement, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du Plan ÉCOPHYTO II."	""	""	""	""	"uitement-a-nos-bsv/"	"BSV n°10 P.19"	"35485-35754"	"type=FINANCEMENT, form=Action pilotée par le ministère chargé de l'Agriculture et le ministère chargé de l'Environnement, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du Plan ÉCOPHYTO II."
"char_gdes_Cultures_no26_du_14-08-19_cle0fb929"	"H4
P
P
P
P
H4
P"	"RISQUE"	"a. Observations
 Le nombre de sites présentant des dégâts reste assez stable avoisinant les 85 % du réseau.
 Par contre, le taux d'infestation moyen diminue pour s'établir à 20 % de plantes touchées contre 35 % la semaine dernière.
 environ 60 % des parcelles restent au-dessus du seuil de risque de 10 % de plantes avec chenilles vivantes ou présentant des dégâts frais.
 Quelques symptômes de rhizopus diffus peuvent être observés notamment dans les parcelles les plus exposées au stress hydrique.
b. Analyse de risque
Les infestations tendent à régresser en partie sous l'effet des ondées orageuses des dernières semaines et augurant sans doute la fin d'une génération. La reprise de croissance du bouquet foliaire observée suite au retour des pluies devrait limiter leur impact au cœur de la betterave. De plus, les températures enregistrées actuellement ne sont plus favorables au développement du rhizopus."	"betterave"	""	""	""	"llage. 1. | Teignes"	"2. | Autres parasit"	"1370-2282"	"type=RISQUE, form=a. Observations
 Le nombre de sites présentant des dégâts reste assez stable avoisinant les 85 % du réseau.
 Par contre, le taux d'infestation moyen diminue pour s'établir à 20 % de plantes touchées contre 35 % la semaine dernière.
 environ 60 % des parcelles restent au-dessus du seuil de risque de 10 % de plantes avec chenilles vivantes ou présentant des dégâts frais.
 Quelques symptômes de rhizopus diffus peuvent être observés notamment dans les parcelles les plus exposées au stress hydrique.
b. Analyse de risque
Les infestations tendent à régresser en partie sous l'effet des ondées orageuses des dernières semaines et augurant sans doute la fin d'une génération. La reprise de croissance du bouquet foliaire observée suite au retour des pluies devrait limiter leur impact au cœur de la betterave. De plus, les températures enregistrées actuellement ne sont plus favorables au développement du rhizopus."
"char_gdes_Cultures_no26_du_14-08-19_cle0fb929"	"H4
P
P
P"	"RISQUE"	"a. Observations
 Quelques dégâts de noctuelles défoliatrices sont toujours observés sur 2 parcelles du réseau : Pomacle et Bréban dans la Marne sans atteindre le seuil de risque de 50 % de plantes porteuses.
 Des acariens en bordure de parcelle sont signalés sur le site de Pomacle dans la Marne.
 Des piqures de charançons sur les pétioles sont déclarées sur la parcelle de Champlay dans l'Yonne."	""	"charançons"	""	""	"| Autres parasites"	"BSV n°14 P.2 3. |"	"2305-2702"	"type=RISQUE, form=a. Observations
 Quelques dégâts de noctuelles défoliatrices sont toujours observés sur 2 parcelles du réseau : Pomacle et Bréban dans la Marne sans atteindre le seuil de risque de 50 % de plantes porteuses.
 Des acariens en bordure de parcelle sont signalés sur le site de Pomacle dans la Marne.
 Des piqures de charançons sur les pétioles sont déclarées sur la parcelle de Champlay dans l'Yonne."
"char_gdes_Cultures_no26_du_14-08-19_cle0fb929"	"H4
P"	"RISQUE"	"a. Observations
 Le complexe maladie est essentiellement composé de cercosporiose même si quelques pustules de rouille peuvent être observées ponctuellement."	""	""	"rouille"	""	"ladies du feuillage"	"évolution de la pre"	"2744-2901"	"type=RISQUE, form=a. Observations
 Le complexe maladie est essentiellement composé de cercosporiose même si quelques pustules de rouille peuvent être observées ponctuellement."
"char_gdes_Cultures_no26_du_14-08-19_cle0fb929"	"H5
P
BR
H4
P"	"RISQUE"	"2. |Alternariose Observations
Les symptômes supposés d'alternariose sont signalés sur 5 des 7 parcelles observées : la fréquence varie de quelques feuilles avec au moins une tache à quelques foyers.(Pour plus d'informations sur l'alternariose : voir le BSV n°20)
Analyse de risque
Pour évaluer au mieux le risque réel de cette maladie, il convient de vérifier son diagnostic au champ par une analyse plus poussée. Le risque est considéré comme modéré cette semaine ; la maladie est à surveiller à ce stade du cycle des pommes de terre de fécule et de consommation."	"pomme de terre"	""	""	""	"les plus avancées."	"3. | Mildiou Situat"	"8173-8737"	"type=RISQUE, form=2. |Alternariose Observations
Les symptômes supposés d'alternariose sont signalés sur 5 des 7 parcelles observées : la fréquence varie de quelques feuilles avec au moins une tache à quelques foyers.(Pour plus d'informations sur l'alternariose : voir le BSV n°20)
Analyse de risque
Pour évaluer au mieux le risque réel de cette maladie, il convient de vérifier son diagnostic au champ par une analyse plus poussée. Le risque est considéré comme modéré cette semaine ; la maladie est à surveiller à ce stade du cycle des pommes de terre de fécule et de consommation."
"char_gdes_Cultures_no26_du_14-08-19_cle0fb929"	"H4
P
P
BR
BR
BR
P"	"RISQUE"	"Observations
Aucun symptôme de mildiou n'est observé cette semaine sur les parcelles du réseau.
Rappel La contamination reste possible dès que l'hygrométrie est supérieure à 87% et qu'on relève une température de :-21°C pendant 6h consécutives,-15°C pendant 8h consécutives,-10°C pendant 17h consécutives
Déclenchement du seuil indicatif de risque par rapport au poids de contamination :"	""	"mildiou"	""	""	"gures BSV n°26 P.7"	"Stations mé"	"9500-9887"	"type=RISQUE, form=Observations
Aucun symptôme de mildiou n'est observé cette semaine sur les parcelles du réseau.
Rappel La contamination reste possible dès que l'hygrométrie est supérieure à 87% et qu'on relève une température de :-21°C pendant 6h consécutives,-15°C pendant 8h consécutives,-10°C pendant 17h consécutives
Déclenchement du seuil indicatif de risque par rapport au poids de contamination :"
"char_gdes_Cultures_no26_du_14-08-19_cle0fb929"	"SMALL
P"	"FINANCEMENT"	"Action pilotée par le ministère chargé de l'Agriculture et le ministère chargé de l'Environnement, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du Plan ÉCOPHYTO II."	""	""	""	""	"uitement-a-nos-bsv/"	"BSV n°26 P.10"	"15543-15812"	"type=FINANCEMENT, form=Action pilotée par le ministère chargé de l'Agriculture et le ministère chargé de l'Environnement, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du Plan ÉCOPHYTO II."
"ge_houblon_no6_du_19-06-19_cle41558d"	"H3
H3
H3
H3
H3
H3
FOOTER
BR
wrapper
HR
H1
H3"	"STADES"	"Stades de la culture ................................................................................... p2
Mildiou :
Contaminations primaires ........................................................ p2
Contaminations secondaires ................................................... p2
Oïdium ..................................................................................................... p3
Pucerons .................................................................................................. p3
BSV n°06 P.1

HOUBLON
1) Stades de la culture"	"houblon"	"Mildiou,
Oïdium,
Pucerons"	"Oïdium"	""	"TENIR CETTE SEMAINE"	"Les températures fa"	"48-601"	"type=STADES, form=Stades de la culture ................................................................................... p2
Mildiou :
Contaminations primaires ........................................................ p2
Contaminations secondaires ................................................... p2
Oïdium ..................................................................................................... p3
Pucerons .................................................................................................. p3
BSV n°06 P.1

HOUBLON
1) Stades de la culture"
"ge_houblon_no6_du_19-06-19_cle41558d"	"SMALL
P"	"FINANCEMENT"	"Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du Plan ÉCOPHYTO II."	""	""	""	""	"uitement-a-nos-bsv/"	"BSV n°06 P.4"	"8073-8300"	"type=FINANCEMENT, form=Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du Plan ÉCOPHYTO II."
"20180802_bsvmaraichage_19_cle04c2cf"	"FIGCAPTION
FIGURE
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CRAPL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."	""	""	""	""	"COVAL - Maraichers."	""	"17473-18137"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CRAPL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."
"20180920_bsvmaraichage_cle0649bf"	"FIGCAPTION
FIGURE
FIGCAPTION
FIGURE
BR
BR
BR"	"ABONNEMENT"	"ABONNEMENT BSV
Retrouvez le bulletin de santé du végétal sur le ou inscrivez-vous en ligne pour être informé web... directement par mail de chaque nouvelle parution : www.draaf.pays-de-la-loire.agriculture.gouv.fr www.pays-de-la-loire.chambres-agriculture.fr www.pays-de-la-loire.chambres-agriculture.fr/ innovation-rd/agronomie-vegetal/surveillance- www.polleniz.fr"	""	""	""	""	"Crédit photo : CDDL"	"biologique-du-terri"	"1721-2087"	"type=ABONNEMENT, form=ABONNEMENT BSV
Retrouvez le bulletin de santé du végétal sur le ou inscrivez-vous en ligne pour être informé web... directement par mail de chaque nouvelle parution : www.draaf.pays-de-la-loire.agriculture.gouv.fr www.pays-de-la-loire.chambres-agriculture.fr www.pays-de-la-loire.chambres-agriculture.fr/ innovation-rd/agronomie-vegetal/surveillance- www.polleniz.fr"
"20180920_bsvmaraichage_cle0649bf"	"FIGCAPTION
FIGURE
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CRAPL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."	""	""	""	""	"bépin - Maraichers."	""	"14593-15257"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CRAPL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."
"20181011_bsvmaraichage_27_cle09c363"	"FIGCAPTION
FIGURE
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CRAPL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."	""	""	""	""	"bépin - Maraichers."	""	"14225-14889"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CRAPL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."
"20190502_BSV_legumes_cle079711"	"H2
P"	"RISQUE"	"Mouche de l'asperge a. Observations
Les baguettes engluées ont été posées sur la majorité des sites en semaine 17. Les premières captures ont eu lieu dès la semaine suivante."	""	""	""	""	"e pousse épanouie 2"	"Lieu d'obse"	"5913-6087"	"type=RISQUE, form=Mouche de l'asperge a. Observations
Les baguettes engluées ont été posées sur la majorité des sites en semaine 17. Les premières captures ont eu lieu dès la semaine suivante."
"20190502_BSV_legumes_cle079711"	"H3
P
H3
P
H3
P"	"RISQUE"	"Altise a. Observations
1 à 2 altises sont observées sur 40% des choux selon leur localisation dans la parcelle de suivi dans le secteur d'Innenheim. Leur présence est moindre par rapport aux premiers jours suivant la plantation, où ont été dénombrés en moyenne 4 altises par plant sur près de 70% des choux. Sur choux pommés 1 à 2 altises par plant ont été observés sur 3% des choux.
b. Seuil indicatif de risque
Niveau de risque : moyen à élevé, selon le stade de sensibilité.
c. Analyse de risque
Le ravageur apparait généralement 8 à 10 jours après plantation. Le chou y est extrêmement sensible au moment de la reprise (4 à 5 feuilles) car il ne possède pas encore de surface foliaire suffisante. Le temps chaud et sec en début de printemps a été propice au Dégâts d'altises (E.Hanser) développement des altises en début de saison. Cependant avec la pluie et les rafraîchissements des derniers jours, le ravageur est ralenti ponctuellement. Mais dès que les cultures sèchent, les altises peuvent reprendre très rapidement la colonisation des choux."	"chou,
chou,
chou,
chou,
chou,
chou"	"Altise,
altises,
altises,
altises,
altises,
altises"	""	""	"rs de plantation. 2"	"d. Méthodes alterna"	"10661-11713"	"type=RISQUE, form=Altise a. Observations
1 à 2 altises sont observées sur 40% des choux selon leur localisation dans la parcelle de suivi dans le secteur d'Innenheim. Leur présence est moindre par rapport aux premiers jours suivant la plantation, où ont été dénombrés en moyenne 4 altises par plant sur près de 70% des choux. Sur choux pommés 1 à 2 altises par plant ont été observés sur 3% des choux.
b. Seuil indicatif de risque
Niveau de risque : moyen à élevé, selon le stade de sensibilité.
c. Analyse de risque
Le ravageur apparait généralement 8 à 10 jours après plantation. Le chou y est extrêmement sensible au moment de la reprise (4 à 5 feuilles) car il ne possède pas encore de surface foliaire suffisante. Le temps chaud et sec en début de printemps a été propice au Dégâts d'altises (E.Hanser) développement des altises en début de saison. Cependant avec la pluie et les rafraîchissements des derniers jours, le ravageur est ralenti ponctuellement. Mais dès que les cultures sèchent, les altises peuvent reprendre très rapidement la colonisation des choux."
"20190502_BSV_legumes_cle079711"	"H3
P"	"RISQUE"	"a. Observations
La mise en place de pièges à feutrines (10 pour 4000 m²) permet de recueillir les pontes de la mouche du chou, qui se fait au collet des plantes. Dans les 2 parcelles de suivi, aucune ponte n'a été observée pour le moment."	"chou"	""	""	""	"s. 3 Mouche du chou"	"b. Seuil indicatif"	"12221-12459"	"type=RISQUE, form=a. Observations
La mise en place de pièges à feutrines (10 pour 4000 m²) permet de recueillir les pontes de la mouche du chou, qui se fait au collet des plantes. Dans les 2 parcelles de suivi, aucune ponte n'a été observée pour le moment."
"20190502_BSV_legumes_cle079711"	"H3
P"	"RISQUE"	"Doryphore a. Observations
Les repousses (photo page suivante : observation à Muttersholtz sur maïs grain) bien présentes en raison de l'hiver doux, hébergent déjà des œufs de doryphore. Pas d'autre observation à ce jour, suite au refroidissement."	"maïs grain"	""	"refroidissement"	""	"u gel. (D. JUNG). 2"	"BSV Légumes n°02 P."	"15119-15365"	"type=RISQUE, form=Doryphore a. Observations
Les repousses (photo page suivante : observation à Muttersholtz sur maïs grain) bien présentes en raison de l'hiver doux, hébergent déjà des œufs de doryphore. Pas d'autre observation à ce jour, suite au refroidissement."
"20190502_BSV_legumes_cle079711"	"H3
P
BR
H3
P"	"RISQUE"	"Mildiou a. Observations
Attention à la confusion avec les brûlures dues au frottement par le vent, des apports d'engrais, des désherbages(voisinage de culture ou rattrapage avec de l'huile par temps chaud). Pas de cas recensés à ce jour suite au débâchage.
b. Seuil indicatif de risque
Pas de seuil de nuisibilité, la protection est préventive. Les dégâts sont proportionnels au nombre de plantes atteintes et à la précocité de l'attaque, qui peut être fulgurante. Les tubercules formés peuvent également être atteints et pourrir. Le modèle Mileos d'Arvalis Institut du Végétal permet la modélisation du risque de la maladie selon la sensibilité variétale du feuillage en fonction des contaminations et des sporulations (voir tableau suivant). Il faut que la parcelle ait atteint les 30 % de plants levés pour prendre en compte le risque mildiou."	""	"Mildiou,
mildiou"	""	""	"égumes n°02 P.10 3"	"c. Analyse de risqu"	"15995-16841"	"type=RISQUE, form=Mildiou a. Observations
Attention à la confusion avec les brûlures dues au frottement par le vent, des apports d'engrais, des désherbages(voisinage de culture ou rattrapage avec de l'huile par temps chaud). Pas de cas recensés à ce jour suite au débâchage.
b. Seuil indicatif de risque
Pas de seuil de nuisibilité, la protection est préventive. Les dégâts sont proportionnels au nombre de plantes atteintes et à la précocité de l'attaque, qui peut être fulgurante. Les tubercules formés peuvent également être atteints et pourrir. Le modèle Mileos d'Arvalis Institut du Végétal permet la modélisation du risque de la maladie selon la sensibilité variétale du feuillage en fonction des contaminations et des sporulations (voir tableau suivant). Il faut que la parcelle ait atteint les 30 % de plants levés pour prendre en compte le risque mildiou."
"20190502_BSV_legumes_cle079711"	"H3
P
H3
P
H3
P"	"RISQUE"	"Pucerons a. Observations
Des pucerons sont observés sur tous les sites sauf un sur des salades à la récolte. Les cultures hivernées telles le persil ou l'épinard ont permis leur passage de l'hiver et leur développement sut les cultures de printemps.
b. Seuil indicatif de risque
Le seuil indicatif de risque est de 10 % des plantes avec au moins un puceron de mi mai à fin juillet.
c. Analyse de risque
Le niveau de risque est élevé pour les dernières séries sous abri, faible en extérieur. Attention sous abri au risque de transfert vers des cultures comme l'aubergine ou le poivron."	"salade,
persil,
poivron"	"Pucerons,
pucerons,
puceron"	""	""	"o plutôt fraîche. 2"	"Ci-contre : nombreu"	"22042-22626"	"type=RISQUE, form=Pucerons a. Observations
Des pucerons sont observés sur tous les sites sauf un sur des salades à la récolte. Les cultures hivernées telles le persil ou l'épinard ont permis leur passage de l'hiver et leur développement sut les cultures de printemps.
b. Seuil indicatif de risque
Le seuil indicatif de risque est de 10 % des plantes avec au moins un puceron de mi mai à fin juillet.
c. Analyse de risque
Le niveau de risque est élevé pour les dernières séries sous abri, faible en extérieur. Attention sous abri au risque de transfert vers des cultures comme l'aubergine ou le poivron."
"20190502_BSV_legumes_cle079711"	"H3
P"	"RISQUE"	"Botrytis a. Observations
Peu de botrytis a été observé cette semaine, et essentiellement sur des salades très mûres. Les conditions humides du mois d'avril ont été favorables à la maladie."	"salade"	""	""	""	"tre intéressants. 3"	"BSV Légumes n°02 P."	"22956-23144"	"type=RISQUE, form=Botrytis a. Observations
Peu de botrytis a été observé cette semaine, et essentiellement sur des salades très mûres. Les conditions humides du mois d'avril ont été favorables à la maladie."
"20190502_BSV_legumes_cle079711"	"SMALL
P"	"FINANCEMENT"	"Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du Plan ÉCOPHYTO II."	""	""	""	""	"uitement-a-nos-bsv/"	"BSV Légumes"	"27269-27496"	"type=FINANCEMENT, form=Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du Plan ÉCOPHYTO II."
"20190731_BSV_legumes_cle01d6c6"	"H2
P"	"RISQUE"	"Mouche Mineuse de l'asperge Observations
Les dégâts sont visibles sur les parcelles en végétation, notamment les parcelles en seconde pousse. L'adulte est une petite mouche d'un noir luisant de 2,5 à 3,5 mm de longueur. Les larves sont d'un blanc immaculé et mesurent de 0,5 à 5 mm de long. Elles creusent des galeries sinueuses dans les tiges, juste en-dessous de l'épiderme, généralement au voisinage de la base du plant. Ce ravageur est en développement en Alsace, aussi bien dans le Bas-Rhin, que dans le Haut-Rhin. Les premiers dégâts sont visibles vers la mi-juillet, lorsque les asperges sont en végétation. Ce ravageur était totalement inexistant, ou non recensé il y a quelques années."	"asperge"	"larves"	""	""	"roisième pousse"	"BSV Légumes"	"9667-10361"	"type=RISQUE, form=Mouche Mineuse de l'asperge Observations
Les dégâts sont visibles sur les parcelles en végétation, notamment les parcelles en seconde pousse. L'adulte est une petite mouche d'un noir luisant de 2,5 à 3,5 mm de longueur. Les larves sont d'un blanc immaculé et mesurent de 0,5 à 5 mm de long. Elles creusent des galeries sinueuses dans les tiges, juste en-dessous de l'épiderme, généralement au voisinage de la base du plant. Ce ravageur est en développement en Alsace, aussi bien dans le Bas-Rhin, que dans le Haut-Rhin. Les premiers dégâts sont visibles vers la mi-juillet, lorsque les asperges sont en végétation. Ce ravageur était totalement inexistant, ou non recensé il y a quelques années."
"20190731_BSV_legumes_cle01d6c6"	"H2
P"	"RISQUE"	"Mouche de l'asperge Observations
Les baguettes engluées ont été posées sur la majorité des sites en semaine 17. Les premières captures ont eu lieu dès la semaine suivante. Les baguettes n'ont plus été relevées cette semaine. Le vol est terminé."	""	""	""	""	"(P. SIGRIST) 3"	"Les dégâts sont vis"	"10522-10766"	"type=RISQUE, form=Mouche de l'asperge Observations
Les baguettes engluées ont été posées sur la majorité des sites en semaine 17. Les premières captures ont eu lieu dès la semaine suivante. Les baguettes n'ont plus été relevées cette semaine. Le vol est terminé."
"20190731_BSV_legumes_cle01d6c6"	"H4
BR"	"RISQUE"	"Rhizoctone Violet Observations
Les feuilles ne présentent aucun symptôme. La base des tiges et des racines se couvrent d'un feutrage violet formé de mycélium. En pénétrant dans les tissus, le champignon forme une gaine de pourriture autour des vaisseaux véhiculant la sève. Ces derniers pourrissent à leur tour, entraînant un flétrissement brutal de la plante. Au printemps, après récolte, les pieds atteints poussent très mal. Ils donnent des rameaux courts et faibles"	"champignon"	"champignon"	"Rhizoctone"	""	"um cette semaine. 9"	"(balai). Ces pieds f"	"17493-17962"	"type=RISQUE, form=Rhizoctone Violet Observations
Les feuilles ne présentent aucun symptôme. La base des tiges et des racines se couvrent d'un feutrage violet formé de mycélium. En pénétrant dans les tissus, le champignon forme une gaine de pourriture autour des vaisseaux véhiculant la sève. Ces derniers pourrissent à leur tour, entraînant un flétrissement brutal de la plante. Au printemps, après récolte, les pieds atteints poussent très mal. Ils donnent des rameaux courts et faibles"
"20190731_BSV_legumes_cle01d6c6"	"H4
P"	"RISQUE"	"a. Observations
Avec la chaleur et le temps sec, les altises sont toujours présentes et plus nombreuses sur les variétés tardives et les jeunes plantations. Des dégâts s'observent sur les choux les plus avancés même s'ils ne sont pas aussi significatifs que sur les jeunes plants, ils peuvent toutefois être dommageables en générant plus de déchets par la suite lors de la coupe ou en faisant office de "" porte d'entrée "" pour les maladies."	"chou"	"altises"	""	""	"juillet. 2 Altises"	"Dégâts d'altises (E"	"24210-24650"	"type=RISQUE, form=a. Observations
Avec la chaleur et le temps sec, les altises sont toujours présentes et plus nombreuses sur les variétés tardives et les jeunes plantations. Des dégâts s'observent sur les choux les plus avancés même s'ils ne sont pas aussi significatifs que sur les jeunes plants, ils peuvent toutefois être dommageables en générant plus de déchets par la suite lors de la coupe ou en faisant office de "" porte d'entrée "" pour les maladies."
"20190731_BSV_legumes_cle01d6c6"	"H4
P"	"RISQUE"	"Mouche du chou Observations
Moins de dégâts de pourritures molles ont été observés sur les pommes des parcelles du BSV. En revanche beaucoup ont été observées sur les parcelles flottantes la semaine passée quel que soit le secteur."	"chou,
pommier"	""	""	""	"emptes d'altises. 3"	"Seuil indicatif de"	"25810-26041"	"type=RISQUE, form=Mouche du chou Observations
Moins de dégâts de pourritures molles ont été observés sur les pommes des parcelles du BSV. En revanche beaucoup ont été observées sur les parcelles flottantes la semaine passée quel que soit le secteur."
"20190731_BSV_legumes_cle01d6c6"	"H4
BR
BR"	"RISQUE"	"Observations
Teignes : moins d'adultes capturés cette semaine par rapport aux semaines précédentes, le second vol se termine. Des larves sont également toujours observées sur l'ensemble des parcelles mais en nombre moins importantes.Piérides du chou et de la rave : des adultes et des pontes de piéride de la rave sont toujours observés dans les parcelles et en plus grande quantité cette semaine. Le nombre de larves de piérides de la rave est en augmentation dans le réseau et sur les parcelles flottantes. Larve de teigne (E.HANSER)"	"chou"	"larves,
larves,
Larve"	""	""	"utilisable en AB)."	"Noctuelles du chou :"	"26704-27239"	"type=RISQUE, form=Observations
Teignes : moins d'adultes capturés cette semaine par rapport aux semaines précédentes, le second vol se termine. Des larves sont également toujours observées sur l'ensemble des parcelles mais en nombre moins importantes.Piérides du chou et de la rave : des adultes et des pontes de piéride de la rave sont toujours observés dans les parcelles et en plus grande quantité cette semaine. Le nombre de larves de piérides de la rave est en augmentation dans le réseau et sur les parcelles flottantes. Larve de teigne (E.HANSER)"
"20190731_BSV_legumes_cle01d6c6"	"H4
P"	"RISQUE"	"Pucerons cendrés Observations
Cette semaine, des pucerons ont été observés dans le réseau BSV, dans le secteur de Geispolsheim, mais en moins grand nombre que précédement. Des adultes ailés sont toujours observés dans les parcelles flottantes, la surveillance reste donc de mise car le développement peut repartir très vite avec un temps chaud et sec."	""	"Pucerons,
pucerons"	""	""	"chou (E. HANSER) 5"	"Analyse de risque D"	"28457-28808"	"type=RISQUE, form=Pucerons cendrés Observations
Cette semaine, des pucerons ont été observés dans le réseau BSV, dans le secteur de Geispolsheim, mais en moins grand nombre que précédement. Des adultes ailés sont toujours observés dans les parcelles flottantes, la surveillance reste donc de mise car le développement peut repartir très vite avec un temps chaud et sec."
"20190731_BSV_legumes_cle01d6c6"	"H4
P"	"RISQUE"	"Observations
Le nombre d'aleurodes sur les parcelles de choux à inflorescence est toujours en augmentation. Sur choux pommés, types chou blanc et chou rouge, on observe moins d'aleurodes cette semaine. Les températures moins élevées cette semaine devraient ralentir le développement du ravageur."	"chou,
chou,
chou,
chou cabus rouge"	""	""	""	"tallés. 6 Aleurodes"	"Seuil indicatif de"	"29623-29918"	"type=RISQUE, form=Observations
Le nombre d'aleurodes sur les parcelles de choux à inflorescence est toujours en augmentation. Sur choux pommés, types chou blanc et chou rouge, on observe moins d'aleurodes cette semaine. Les températures moins élevées cette semaine devraient ralentir le développement du ravageur."
"20190731_BSV_legumes_cle01d6c6"	"H4
P"	"RISQUE"	"Thrips Observations
Les dégâts sont visibles et sont de plus en plus importants sur les parcelles flottantes de choux précoces et sur les parcelles de choux cabus du réseau BSV. On est au minimum à trois feuilles blessées par choux. Le troisième vol issu des adultes hivernants a commencé."	"chou,
Chou cabus blanc,
chou"	""	"Thrips"	""	"égumes n°15 P.16 7"	"Dégâts de thrips (A"	"30754-31043"	"type=RISQUE, form=Thrips Observations
Les dégâts sont visibles et sont de plus en plus importants sur les parcelles flottantes de choux précoces et sur les parcelles de choux cabus du réseau BSV. On est au minimum à trois feuilles blessées par choux. Le troisième vol issu des adultes hivernants a commencé."
