"bsv"	"context before"	"deseases"	"context after"	"location"	"features"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"développement de la"	"rouille"	".Betterave : dévelop"	"1941-1948"	"type=DESEASE, form=rouille"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"n, développement de"	"l'oïdium"	".Chou et salade : ch"	"2100-2108"	"type=DESEASE, form=l'oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"pyraleScorsonère :"	"l'oïdium"	"et la rouille blanc"	"2307-2315"	"type=DESEASE, form=l'oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"re : l'oïdium et la"	"rouille"	"blanche gagnent du"	"2322-2329"	"type=DESEASE, form=rouille"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"du terrainPoireau :"	"Thrips"	"Ravageurs communs"	"2366-2372"	"type=DESEASE, form=Thrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"ortement atteintes."	"ROUILLE"	"Etat général La rou"	"5400-5407"	"type=DESEASE, form=ROUILLE"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"LLE Etat général La"	"rouille"	"se développe sur pl"	"5424-5431"	"type=DESEASE, form=rouille"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"t faible. Le risque"	"rouille"	"est modéré. Bettera"	"5588-5595"	"type=DESEASE, form=rouille"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"es plus atteintes)."	"OÏDIUM"	"Etat général L'oïdi"	"6456-6462"	"type=DESEASE, form=OÏDIUM"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"OÏDIUM Etat général"	"L'oïdium"	"est globalement sta"	"6476-6484"	"type=DESEASE, form=L'oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"ger feutrage blanc."	"ROUILLE"	"2 BSV LEGUMES N°22"	"6677-6684"	"type=DESEASE, form=ROUILLE"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"issement d'automne."	"Oïdium"	": les écarts de tem"	"7226-7232"	"type=DESEASE, form=Oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"s sont favorables à"	"l'oïdium"	", même par temps sec"	"7315-7323"	"type=DESEASE, form=l'oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"ement de la plante."	"OÏDIUM"	"Etat général L'oïdi"	"9790-9796"	"type=DESEASE, form=OÏDIUM"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"OÏDIUM Etat général"	"L'oïdium"	"se généralise à la"	"9810-9818"	"type=DESEASE, form=L'oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"secteurs. Le risque"	"oïdium"	"est élevé. Cultures"	"10404-10410"	"type=DESEASE, form=oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"Cultures sous abris"	"froid"	"et maraîchage tradi"	"10442-10447"	"type=DESEASE, form=froid"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"moins impactées par"	"l'oïdium"	". Sur les plantation"	"13907-13915"	"type=DESEASE, form=l'oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"4 cœurs la présence"	"d'oïdium"	"est importante avec"	"13995-14003"	"type=DESEASE, form=d'oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"curatif sur foyer."	"THRIPS"	"Etat général La pre"	"15784-15790"	"type=DESEASE, form=THRIPS"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"général La pression"	"thrips"	"continue toujours à"	"15816-15822"	"type=DESEASE, form=thrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"inuer (entre 0 et 1"	"thrips"	"par fleur avec très"	"15866-15872"	"type=DESEASE, form=thrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"les dégâts dus aux"	"thrips"	"sont maintenant bie"	"16021-16027"	"type=DESEASE, form=thrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"atif de risque de 2"	"thrips"	"par fleur est vraim"	"16273-16279"	"type=DESEASE, form=thrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"général La pression"	"oïdium"	"reste forte. Des at"	"17849-17855"	"type=DESEASE, form=oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"x alternances nuits"	"froides"	"et journées ensolei"	"18056-18063"	"type=DESEASE, form=froides"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"ement de la racine."	"ROUILLE"	"BLANCHE ET ALTERNAR"	"20908-20915"	"type=DESEASE, form=ROUILLE"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"éral La présence de"	"rouille"	"blanche a progressé"	"20966-20973"	"type=DESEASE, form=rouille"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"e. Les symptômes de"	"rouille"	"blanche sont parfoi"	"21400-21407"	"type=DESEASE, form=rouille"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"icatif de risque La"	"rouille"	"blanche est une mal"	"21591-21598"	"type=DESEASE, form=rouille"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"fortes attaques de"	"rouille"	"blanche peuvent con"	"21772-21779"	"type=DESEASE, form=rouille"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"age. La présence de"	"rouille"	"blanche peut par ai"	"21852-21859"	"type=DESEASE, form=rouille"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"ation d'Alternaria."	"OÏDIUM"	"Etat général Les pr"	"21925-21931"	"type=DESEASE, form=OÏDIUM"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"premiers symptômes"	"d'oïdium"	"ont été relevés sec"	"21968-21976"	"type=DESEASE, form=d'oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"Facteurs favorables"	"L'oïdium"	"est favorisé par de"	"22202-22210"	"type=DESEASE, form=L'oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"e de la croissance."	"Oïdium"	"sur scorsonère. Pho"	"22437-22443"	"type=DESEASE, form=Oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"rsonère. Photo CA45"	"RHIZOCTONE"	"Etat général Peu d'"	"22471-22481"	"type=DESEASE, form=RHIZOCTONE"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"ion des attaques de"	"rhizoctone"	". Seuil indicatif de"	"22527-22537"	"type=DESEASE, form=rhizoctone"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"icatif de risque Le"	"rhizoctone"	"est favorisé par le"	"22568-22578"	"type=DESEASE, form=rhizoctone"
"BSV_legumes_22_du_11-09-19__cle028fcc"	". Prévision globale"	"Rouille"	"blanche : le risque"	"22701-22708"	"type=DESEASE, form=Rouille"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"e risque est moyen."	"Oïdium"	": le risque est moy"	"22740-22746"	"type=DESEASE, form=Oïdium"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"sence de symptômes."	"Rhizoctone"	": risque inféodé à"	"22828-22838"	"type=DESEASE, form=Rhizoctone"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"ébut récolte.Pièges"	"Thrips"	", : 1 site Indre-et-"	"23006-23012"	"type=DESEASE, form=Thrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"N°22 DU 11/09/2019"	"THRIPS"	"Etat général L'inte"	"23416-23422"	"type=DESEASE, form=THRIPS"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"les parcelles. Les"	"aéolothrips"	"(Thrips prédateurs"	"23668-23679"	"type=DESEASE, form=aéolothrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"s. Les aéolothrips ("	"Thrips"	"prédateurs rayés) s"	"23681-23687"	"type=DESEASE, form=Thrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"0 20 10 0 Piégeages"	"Thrips"	": Thrips/jour 08-ju"	"23812-23818"	"type=DESEASE, form=Thrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"Piégeages Thrips :"	"Thrips"	"/jour 08-juil- 15-ju"	"23821-23827"	"type=DESEASE, form=Thrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"s vols dépassent 10"	"thrips"	"jours par piège (se"	"24232-24238"	"type=DESEASE, form=thrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"tes avec au moins 1"	"thrips"	") est atteint sur pl"	"24351-24357"	"type=DESEASE, form=thrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"ns restent faibles."	"ROUILLE"	"Etat général Quelqu"	"24927-24934"	"type=DESEASE, form=ROUILLE"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"uelques pustules de"	"rouilles"	"sont observées sur"	"24969-24977"	"type=DESEASE, form=rouilles"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"n globale Le risque"	"thrips"	"est modéré à élevé"	"25147-25153"	"type=DESEASE, form=thrips"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"arcelles. Le risque"	"rouille"	"est faible. 12 BSV"	"25406-25413"	"type=DESEASE, form=rouille"
"BSV_legumes_27_du_06-11-19__cle059f89"	"nt de l'Alternaria."	"OÏDIUM"	"Etat général Une pa"	"5285-5291"	"type=DESEASE, form=OÏDIUM"
"BSV_legumes_27_du_06-11-19__cle059f89"	"jours des symptômes"	"d'oïdium"	"(50% des plantes av"	"5361-5369"	"type=DESEASE, form=d'oïdium"
"BSV_legumes_27_du_06-11-19__cle059f89"	"indicatif de risque"	"L'oïdium"	"est favorisé par l'"	"5517-5525"	"type=DESEASE, form=L'oïdium"
"BSV_legumes_27_du_06-11-19__cle059f89"	"die est très faible."	"Oïdium"	": le risque est fai"	"5736-5742"	"type=DESEASE, form=Oïdium"
"BSV_legumes_27_du_06-11-19__cle059f89"	"rcelles à maturité."	"ROUILLE"	"Etat général Les in"	"8521-8528"	"type=DESEASE, form=ROUILLE"
"BSV_legumes_27_du_06-11-19__cle059f89"	"ms en alternaria ou"	"rouille"	"sont faibles. De ce"	"8744-8751"	"type=DESEASE, form=rouille"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"oignon -7 Taupin -7"	"Thrips"	"-4 Mildiou -7 Teign"	"1424-1430"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"eigne -7 pythium -7"	"Fusariose"	"-4 Pucerons -7 Poir"	"1466-1475"	"type=DESEASE, form=Fusariose"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"au 0 Rhizoctonia -3"	"Rouille"	"-7 Noctuelle -7 Alt"	"1516-1523"	"type=DESEASE, form=Rouille"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"riose -3 Graisse -7"	"Thrips"	"-7 Thrips -3 Fusari"	"1579-1585"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"raisse -7 Thrips -7"	"Thrips"	"-3 Fusariose -7 Tei"	"1589-1595"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"Thrips -7 Thrips -3"	"Fusariose"	"-7 Teigne -4 Carott"	"1599-1608"	"type=DESEASE, form=Fusariose"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ria -4 Doryphore -7"	"Oïdium"	"0 Alternaria -4 Cél"	"1697-1703"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"lles 0 Noctuelle -7"	"Thrips"	"-7 Pucerons -7 Noct"	"1852-1858"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"-7 Punaise ornée -4"	"Oïdium"	"-3 Pucerons vert et"	"1956-1962"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"es défoliatrices -3"	"Thrips"	"-7 Bacteriose à Xan"	"2077-2083"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"0 Mycosphaerella -3"	"Oïdium"	"-3 Hernie des Cruci"	"2194-2200"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"iose -4 Pégomyie -4"	"Oïdium"	"-4 Pucerons 0 Viros"	"2356-2362"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"rons -7 Pucerons -7"	"Oïdium"	"-3 Pégomyie -7 Mild"	"2482-2488"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"omyie -7 Mildiou -7"	"Thrips"	"-7 BSV n° 12, 2019"	"2515-2521"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"luta -4 Pucerons -7"	"Thrips"	"-7 Thrips -7 Noctue"	"2787-2793"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"cerons -7 Thrips -7"	"Thrips"	"-7 Noctuelles des f"	"2797-2803"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ises -3 Botrytis -7"	"Oïdium"	"0 Coulure des fleur"	"2975-2981"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"nt physiologique -3"	"Thrips"	"-7 Cultures de plei"	"3149-3155"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"e coin diagnostic :"	"Aeolothrips"	"Toute culture Salad"	"3832-3843"	"type=DESEASE, form=Aeolothrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"lle : Risque faible"	"Thrips"	": Risque faible Fus"	"4131-4137"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ips : Risque faible"	"Fusariose"	": Risque faible BSV"	"4154-4163"	"type=DESEASE, form=Fusariose"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"Pythium vasculaire"	"Rhizoctone"	"brun Zone Alpine Ch"	"4611-4621"	"type=DESEASE, form=Rhizoctone"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"éfoliatrice Puceron"	"Rhizoctone"	"brun Thrips Plaine"	"4741-4751"	"type=DESEASE, form=Rhizoctone"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ron Rhizoctone brun"	"Thrips"	"Plaine du Forez et"	"4757-4763"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"viter les sols trop"	"froids"	"et humides Après ré"	"6986-6992"	"type=DESEASE, form=froids"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"raison de 5 kg/ ha."	"Fusariose"	"Les mesures prophyl"	"7955-7964"	"type=DESEASE, form=Fusariose"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"sque faible à moyen"	"Thrips"	": risque faible Aca"	"10557-10563"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"sque faible à moyen"	"Thrips"	": risque nul Punais"	"11880-11886"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"semis sur épinard ("	"Fusariose"	") Le conseil alterna"	"18374-18383"	"type=DESEASE, form=Fusariose"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"te voir supérieure."	"Thrips"	": risque faible à m"	"21684-21690"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"che : risque faible"	"Fusariose"	": risque faible à m"	"21893-21902"	"type=DESEASE, form=Fusariose"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"de Saône & Côtière"	"Thrips"	"du tabac et de l'oi"	"22032-22038"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"et mont du lyonnais"	"Thrips"	"du tabac et de l'oi"	"22606-22612"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"es atteintes : 10 %"	"Fusariose"	"Attaque de 5 à 10 %"	"22863-22872"	"type=DESEASE, form=Fusariose"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"bout de leur cycle."	"Thrips"	": faible incidence"	"23284-23290"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"heures, 14h30, 18h)"	"Aeolothrips"	"intermedius a besoi"	"23713-23724"	"type=DESEASE, form=Aeolothrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"lles, des larves de"	"thrips"	", pour assurer sa re"	"23866-23872"	"type=DESEASE, form=thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"rès le pic. Poireau"	"Thrips"	": risque moyen Teig"	"24410-24416"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ria : risque faible"	"Rouille"	": risque faible Gra"	"24490-24497"	"type=DESEASE, form=Rouille"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"et vallée du Rhône"	"Thrips"	"du tabac et de l'oi"	"24635-24641"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"de Saône & Côtière"	"Thrips"	"du tabac et de l'oi"	"24689-24695"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"gnon Mouche mineuse"	"Thrips"	"du tabac et de l'oi"	"24798-24804"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"Mildiou du poireau"	"Rouille"	"Pucerons Plaine du"	"24866-24873"	"type=DESEASE, form=Rouille"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"et mont du lyonnais"	"Thrips"	"du tabac et de l'oi"	"24919-24925"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"tif ou bio contrôle"	"Thrips"	"Les mesures prophyl"	"25930-25936"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"nge douce à 60 g/l."	"Aeolothrips"	"intermedius a besoi"	"26476-26487"	"type=DESEASE, form=Aeolothrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"lles, des larves de"	"thrips"	", pour assurer sa re"	"26629-26635"	"type=DESEASE, form=thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"sque faible à moyen"	"Oïdium"	": risque faible à m"	"29626-29632"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"et vallée du Rhône"	"Oïdium"	"Faible, mais en for"	"29717-29723"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ladosporiose Un peu"	"Oïdium"	"Attaque faible gril"	"29906-29912"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ons : risque faible"	"Thrips"	": risque faible Pun"	"30698-30704"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"sque faible à moyen"	"Oïdium"	": risque moyen BSV"	"30753-30759"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"Grise Cladosporiose"	"Oïdium"	"Mildiou des cucurbi"	"31025-31031"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"s Virus Zone Alpine"	"Oïdium"	"Puceron Thrips Puna"	"31113-31119"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"pine Oïdium Puceron"	"Thrips"	"Punaise verte Nezar"	"31128-31134"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"et mont du lyonnais"	"Oïdium"	"Virus Plaine de l'I"	"31227-31233"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"et vallée du Rhône"	"Oïdium"	"Puceron Attaque fai"	"31277-31283"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"vant dissémination."	"Oïdium"	"La lutte directe bi"	"32170-32176"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"cerons : risque nul"	"Thrips"	": risque nul Oïdium"	"32592-32598"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"Thrips : risque nul"	"Oïdium"	": risque moyen BSV"	"32612-32618"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"et mont du lyonnais"	"Oïdium"	"Récolte Présence mo"	"32824-32830"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"Côtière Zone Alpine"	"Oïdium"	"Présence Plaine de"	"33075-33081"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"et vallée du Rhône"	"Oïdium"	"Présence moyenne Ré"	"33128-33134"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"tif ou bio contrôle"	"Oïdium"	"La lutte directe bi"	"33352-33358"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"griculture de l'Ain"	"Scolothrips"	"sp. Actif à des tem"	"35629-35640"	"type=DESEASE, form=Scolothrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"es / jour. Larve de"	"thrips"	"Scolothrips sp. pré"	"35773-35779"	"type=DESEASE, form=thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ur. Larve de thrips"	"Scolothrips"	"sp. prédatrice d'ac"	"35780-35791"	"type=DESEASE, form=Scolothrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ons : risque faible"	"Thrips"	": risque faible, tr"	"36511-36517"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"aise : risque moyen"	"Oïdium"	": risque moyen Botr"	"36619-36625"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"et vallée du Rhône"	"Oïdium"	"Punaise verte Nezar"	"36724-36730"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"Côtière Zone Alpine"	"Oïdium"	"Acarien jaune tisse"	"36867-36873"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"isserand T. urticae"	"Oïdium"	"Punaise verte Nezar"	"36909-36915"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"isserand T. urticae"	"Oïdium"	"Puceron Thrips Puna"	"36981-36987"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"icae Oïdium Puceron"	"Thrips"	"Punaise verte Nezar"	"36996-37002"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"e coin diagnostic :"	"Thrips"	"sur concombreLien v"	"37693-37699"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"un tunnel de 50 m."	"Oïdium"	"La lutte directe bi"	"39871-39877"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"subtilis à 2 kg/ha."	"Thrips"	"Favorisé par la cha"	"40620-40626"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"é par la chaleur le"	"thrips"	"est responsable de"	"40654-40660"	"type=DESEASE, form=thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"s fruits. Comme les"	"thrips"	"ont un cycle de vie"	"40714-40720"	"type=DESEASE, form=thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"les populations de"	"thrips"	".Au sol (substrat) c"	"41641-41647"	"type=DESEASE, form=thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ourriture comme les"	"collemboles"	"(ils sont détritivo"	"41853-41864"	"type=DESEASE, form=collemboles"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"oyen, très variable"	"Thrips"	": risque faible Aca"	"44023-44029"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"iture Grise Punaise"	"Thrips"	"Doryphores Zone Alp"	"44397-44403"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"Rhône-Alpes 23 23"	"Thrips"	"Punaise Plante : 60"	"45328-45334"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"e Colza estérifiée."	"Thrips"	"Souvent présents su"	"47875-47881"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ervés à partir de 4"	"thrips"	"sur fleur. La lutte"	"48012-48018"	"type=DESEASE, form=thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"cerons : risque nul"	"Thrips"	": risque faible Aca"	"48983-48989"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"de Saône & Côtière"	"Thrips"	"Plante : 20 % avec"	"49307-49313"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"use : risque faible"	"Thrips"	": risque faible Aca"	"50341-50347"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ostic : brulures du"	"froid"	"ou aux gelées sur t"	"54093-54098"	"type=DESEASE, form=froid"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-14_cle48f73b"	"e Mouche Alternaria"	"Oïdium"	"Céleri Pucerons Aca"	"1405-1411"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-14_cle48f73b"	"erave Cercosporiose"	"Oïdium"	"Oignon en sec/bulbe"	"1690-1696"	"type=DESEASE, form=Oïdium"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-14_cle48f73b"	"Mouche de l'oignon"	"Thrips"	"Poireau Mineuse Phy"	"1778-1784"	"type=DESEASE, form=Thrips"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-14_cle48f73b"	"u Mineuse Phytomyza"	"Rouille"	"Pression observée e"	"1811-1818"	"type=DESEASE, form=Rouille"
