"bsv"	"context before"	"bioagressors"	"context after"	"location"	"features"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"pois), Aphis fabae ("	"puceron"	"noir de la fève), A"	"4311-4318"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_12_du_22-07-20__cle0bb819"	", Aphis craccivora ("	"puceron"	"noir de la luzerne)"	"4372-4379"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"Aulacorthum solani ("	"puceron"	"strié de la digital"	"4421-4428"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"osiphum euphorbiae ("	"puceron"	"vert et rose de la"	"4500-4507"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"e), Myzus persicae ("	"puceron"	"vert du pêcher). Ce"	"4560-4567"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"semaines. Le vol de"	"pucerons"	"est pratiquement nu"	"4647-4655"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"Prévision globale"	"Mouche"	"de l'oignon : le ri"	"5117-5123"	"type=BIOAGRESSOR, $=mouche, form=Mouche"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"selon les secteurs."	"Mouche"	"des semis : risque"	"5184-5190"	"type=BIOAGRESSOR, $=mouche, form=Mouche"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"selon les secteurs."	"Pucerons"	": risque de nouvell"	"5245-5253"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"t. C'est une plante"	"parasite"	"de nombreuses plant"	"5465-5473"	"type=BIOAGRESSOR, $=parasite, form=parasite"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"antes cultivées. Ce"	"parasite"	"est également signa"	"5510-5518"	"type=BIOAGRESSOR, $=parasite, form=parasite"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"oncernées. Le stade"	"larve"	"prédomine. Seuil in"	"6269-6274"	"type=BIOAGRESSOR, $=larve, form=larve"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"essentiellement aux"	"larves"	"à partir du stade r"	"6355-6361"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"stent peu atteints."	"ROUILLE"	"4 BSV LEGUMES N°12"	"6657-6664"	"type=BIOAGRESSOR, $=rouille, form=ROUILLE"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"20 Etat général La"	"rouille"	"progresse sur les p"	"6715-6722"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"secteurs. Le risque"	"rouille"	"est faible à modéré"	"7007-7014"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"elle flottante bio."	"PUCERONS"	"Etat général La sit"	"7290-7298"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ment saine pour les"	"pucerons"	"verts. Il peut rest"	"7366-7374"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"quelques foyers de"	"pucerons"	"noirs, présentant t"	"7416-7424"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"quelques plantes)."	"ALTISES"	"Etat général Le sta"	"7509-7516"	"type=BIOAGRESSOR, $=altise, form=ALTISES"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"centaines de trous."	"CHARANÇON"	"LIXUS Etat général"	"7748-7757"	"type=BIOAGRESSOR, $=charançon, form=CHARANÇON"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"pargnés par les"	"pucerons"	"). L'intensité est v"	"8413-8421"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"s longtemps, et les"	"pucerons"	"étaient un"	"8803-8811"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"i considérablement."	"CERCOSPORIOSE"	"Etat général La mal"	"9114-9127"	"type=BIOAGRESSOR, $=cercosporiose, form=CERCOSPORIOSE"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"rvation sont sains."	"OÏDIUM"	"Etat général L'oïdi"	"9468-9474"	"type=BIOAGRESSOR, $=oïdium, form=OÏDIUM"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"été sur betteraves."	"RHIZOCTONE"	"Etat général De nou"	"9901-9911"	"type=BIOAGRESSOR, $=rhizoctone, form=RHIZOCTONE"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ont touchées par le"	"rhizoctone"	", en général avec de"	"9969-9979"	"type=BIOAGRESSOR, $=rhizoctone, form=rhizoctone"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"de nouvelles pontes."	"Cercosporiose"	": risque faible de"	"10102-10115"	"type=BIOAGRESSOR, $=cercosporiose, form=Cercosporiose"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"les prochains jours."	"Oïdium"	": risque faible pou"	"10216-10222"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ouer-sur-Loire (45)"	"MOUCHE"	"DE LA CAROTTE Etat"	"10839-10845"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"vant la récolte. La"	"mouche"	"de la carotte est t"	"11724-11730"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"au-dessus de 25°C."	"PUCERON"	"Etat général Des ai"	"11784-11791"	"type=BIOAGRESSOR, $=puceron, form=PUCERON"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"t Prévision globale"	"Mouche"	"de la carotte : ris"	"12540-12546"	"type=BIOAGRESSOR, $=mouche, form=Mouche"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ade fin de récolte."	"PUCERONS"	"7 BSV LEGUMES N°12"	"12873-12881"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"Les populations de"	"pucerons"	"restent très variab"	"12948-12956"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"né, la présence des"	"pucerons"	"peut favoriser la p"	"13122-13130"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"quement sous abris."	"THRIPS"	"Etat général Les th"	"13363-13369"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"PS Etat général Les"	"thrips"	"sont présents sur p"	"13387-13393"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"e La nuisibilité du"	"thrips"	"sur courgette, sur"	"13552-13558"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"quement sous abris."	"CICADELLE"	"Etat général Les ci"	"13732-13741"	"type=BIOAGRESSOR, $=cicadelle, form=CICADELLE"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"LE Etat général Les"	"cicadelles"	"restent très présen"	"13759-13769"	"type=BIOAGRESSOR, $=cicadelles, form=cicadelles"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"vecteur de virose."	"ACARIENS"	"Etat général Des ac"	"13975-13983"	"type=BIOAGRESSOR, $=acariens, form=ACARIENS"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"NS Etat général Des"	"acariens"	"sont observés local"	"14001-14009"	"type=BIOAGRESSOR, $=acariens, form=acariens"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"est en diminution."	"OÏDIUM"	"Etat général L'oïdi"	"14282-14288"	"type=BIOAGRESSOR, $=oïdium, form=OÏDIUM"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"n globale Le risque"	"pucerons"	"et acariens sont fa"	"14437-14445"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"risque pucerons et"	"acariens"	"sont faibles. Les r"	"14449-14457"	"type=BIOAGRESSOR, $=acariens, form=acariens"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"aibles. Les risques"	"thrips"	"et cicadelles sont"	"14484-14490"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"s risques thrips et"	"cicadelles"	"sont modéré s. Le r"	"14494-14504"	"type=BIOAGRESSOR, $=cicadelles, form=cicadelles"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"t faible. Le risque"	"Oïdium"	"sera fonction du st"	"14645-14651"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"tat sanitaire. CHOU"	"MOUCHE"	"DU CHOU Composition"	"15100-15106"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"u de piégeage de la"	"mouche"	"du chou (Delia radi"	"15155-15161"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"cum) Le suivi de la"	"mouche"	"du chou est assuré"	"15201-15207"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_12_du_22-07-20__cle0bb819"	". Prévision globale"	"Mouche"	"du chou : d'après l"	"16273-16279"	"type=BIOAGRESSOR, $=mouche, form=Mouche"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"que de pontes et de"	"larves"	"faible à modéré. SO"	"16370-16376"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"sé depuis 15 jours."	"PUCERONS"	"SP . (T OMATE , AUB"	"17552-17560"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"Les populations de"	"pucerons"	"sont présentes sur"	"17644-17652"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ervés (hyménoptères"	"parasitoïdes"	", chrysopes, coccine"	"17954-17966"	"type=BIOAGRESSOR, $=parasitoïdes, form=parasitoïdes"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"tères parasitoïdes,"	"chrysopes"	", coccinelles, punai"	"17968-17977"	"type=BIOAGRESSOR, $=chrysopes, form=chrysopes"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"aises anthocorides,"	"cécidomyies"	") mais ne suffisent"	"18015-18026"	"type=BIOAGRESSOR, $=cécidomyie, form=cécidomyies"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"les populations de"	"pucerons"	". Les dégâts dus aux"	"18081-18089"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"les populations de"	"pucerons"	"sont moins importan"	"18318-18326"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"s d'infestations de"	"pucerons"	". 10 BSV LEGUMES N°1"	"18525-18533"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"N°12 DU 22/07/2020"	"THRIPS"	"SP . ( AUBERGINE ,"	"18570-18576"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"Les populations de"	"thrips"	"sont surtout présen"	"18651-18657"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"mps chaud actuelle."	"ACARIENS"	"TETRANYQUES ( AUBER"	"18857-18865"	"type=BIOAGRESSOR, $=acariens, form=ACARIENS"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ales. Comme pour le"	"puceron"	", il reste une probl"	"19025-19032"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_12_du_22-07-20__cle0bb819"	", des pontes et des"	"larves"	"sont toujours signa"	"19344-19350"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"E ) Etat général Ce"	"champignon"	"continue de se déve"	"19482-19492"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"sibles. Rappel : Ce"	"champignon"	"(Passalora fulva) e"	"19589-19599"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"n duvet violacé. Ce"	"champignon"	"est presque exclusi"	"19818-19828"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"anchis. PIEGEAGE DE"	"TUTA
ABSOLUTA"	"Le suivi de la mine"	"20388-20401"	"type=BIOAGRESSOR, $=tuta absoluta, form=TUTA
ABSOLUTA"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"anchis. PIEGEAGE DE"	"TUTA
ABSOLUTA"	"Le suivi de la mine"	"20388-20401"	"type=BIOAGRESSOR, $=tuta absoluta, form=TUTA
ABSOLUTA"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"LUTA Le suivi de la"	"mineuse"	"de la tomate se pou"	"20417-20424"	"type=BIOAGRESSOR, $=mineuse, form=mineuse"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"raient se produire."	"Pucerons"	"sp. Thrips Acariens"	"21194-21202"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"duire. Pucerons sp."	"Thrips"	"Acariens Bioagresse"	"21207-21213"	"type=BIOAGRESSOR, $=thrips, form=Thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"Pucerons sp. Thrips"	"Acariens"	"Bioagresseurs Doryp"	"21214-21222"	"type=BIOAGRESSOR, $=acariens, form=Acariens"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"resseurs Doryphores"	"Tuta absoluta"	"Maladies cryptogami"	"21248-21261"	"type=BIOAGRESSOR, $=tuta absoluta, form=Tuta absoluta"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"resseurs Doryphores"	"Tuta absoluta"	"Maladies cryptogami"	"21248-21261"	"type=BIOAGRESSOR, $=tuta absoluta, form=Tuta absoluta"
"BSV_legumes_12_du_22-07-20__cle0bb819"	". FRAISE REMONTANTE"	"THRIPS"	"Etat général Les de"	"21827-21833"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"urs une présence de"	"thrips"	"compris entre 0 et"	"21904-21910"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ompris entre 0 et 5"	"thrips"	"par fleur mais la s"	"21932-21938"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"icatif de risque Le"	"thrips"	"devrait toujours êt"	"22263-22269"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"risque est fixé à 2"	"thrips"	"par fleur pour ce r"	"22391-22397"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"r pour ce ravageur."	"DROSOPHILA S UZUKII"	"Etat général Les ca"	"22426-22445"	"type=BIOAGRESSOR, $=drosophila suzukii, form=DROSOPHILA S UZUKII"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"r pour ce ravageur."	"DROSOPHILA S UZUKII"	"Etat général Les ca"	"22426-22445"	"type=BIOAGRESSOR, $=drosophila suzukii, form=DROSOPHILA S UZUKII"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"peut rencontrer des"	"larves"	"de drosophile sur d"	"22724-22730"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"lles entre récolte."	"ACARIENS"	"13 BSV LEGUMES N°12"	"23269-23277"	"type=BIOAGRESSOR, $=acariens, form=ACARIENS"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ont touchés par les"	"acariens"	". Quelques foyers so"	"23360-23368"	"type=BIOAGRESSOR, $=acariens, form=acariens"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"eliers, la pression"	"acariens"	"est bien maitrisée"	"23490-23498"	"type=BIOAGRESSOR, $=acariens, form=acariens"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"t être très rapide."	"PUCERONS"	"Etat général Après"	"23801-23809"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"n Juin, la pression"	"puceron"	"a bien baissé et au"	"23881-23888"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ent. Néanmoins, les"	"pucerons"	"ne sont pas absents"	"23989-23997"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"lusieurs espèces de"	"pucerons"	"sont representées s"	"24042-24050"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"xiliaires naturels ("	"larves"	"de syrphes, de coci"	"24124-24130"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"il est dépassé, les"	"pucerons"	"vont prendre le des"	"24420-24428"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"être mise en place."	"PUNAISES"	"Etat général Plusie"	"24492-24500"	"type=BIOAGRESSOR, $=punaise, form=PUNAISES"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"lusieurs espèces de"	"punaises"	"peuvent causer des"	"24535-24543"	"type=BIOAGRESSOR, $=punaise, form=punaises"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"arcelles observées."	"OIDIUM"	"Etat général La var"	"24659-24665"	"type=BIOAGRESSOR, $=oïdium, form=OIDIUM"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"développement de ce"	"champignon"	". Prévision globale"	"25041-25051"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"mps et remontantes)"	"Acariens"	": les populations v"	"25098-25106"	"type=BIOAGRESSOR, $=acariens, form=Acariens"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"nt des températures."	"Pucerons"	": période à risque"	"25178-25186"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"uer leurs présences."	"Thrips"	": La période est à"	"25273-25279"	"type=BIOAGRESSOR, $=thrips, form=Thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"nant l'oïdium et le"	"botrytis"	". 14 BSV LEGUMES N°1"	"25524-25532"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ray en Val et Tigy."	"MOUCHE"	"DES SEMIS Etat géné"	"25825-25831"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"semis de mi-juillet"	"PUCERON"	"Etat général De rar"	"25906-25913"	"type=BIOAGRESSOR, $=puceron, form=PUCERON"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"est de 1 colonie de"	"pucerons"	"pour 2 plantes. Les"	"26111-26119"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"pour 2 plantes. Les"	"pucerons"	", en plus d'affaibli"	"26140-26148"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"e parcelle de pois."	"PYRALE"	"DU MAÏS Etat généra"	"26455-26461"	"type=BIOAGRESSOR, $=pyrale, form=PYRALE"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"atif de risque Idem"	"pyrale"	". Prévision globale"	"26828-26834"	"type=BIOAGRESSOR, $=pyrale, form=pyrale"
"BSV_legumes_12_du_22-07-20__cle0bb819"	". Prévision globale"	"Pucerons"	", mouche des semis,"	"26854-26862"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"n globale Pucerons,"	"mouche"	"des semis, sitones"	"26864-26870"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_12_du_22-07-20__cle0bb819"	", mouche des semis,"	"sitones"	": Le risque est fai"	"26882-26889"	"type=BIOAGRESSOR, $=sitones, form=sitones"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"e risque est faible."	"Pyrale"	", Héliothis : le ris"	"26913-26919"	"type=BIOAGRESSOR, $=pyrale, form=Pyrale"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"est faible.Pyrale,"	"Héliothis"	": le risque est moy"	"26921-26930"	"type=BIOAGRESSOR, $=héliothis, form=Héliothis"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"37), grossissement."	"ROUILLE"	"BLANCHE /A LTERNARI"	"27130-27137"	"type=BIOAGRESSOR, $=rouille, form=ROUILLE"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"risque Pustules de"	"rouille"	"blanche. Photo CA45"	"27716-27723"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"nche. Photo CA45 La"	"rouille"	"blanche est une mal"	"27747-27754"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"fortes attaques de"	"rouille"	"blanche peuvent con"	"27928-27935"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"age. La présence de"	"rouille"	"blanche peut par ai"	"28008-28015"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ation d'Alternaria."	"OÏDIUM"	"Etat général Des pa"	"28081-28087"	"type=BIOAGRESSOR, $=oïdium, form=OÏDIUM"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ndre avec la pruine"	"Oïdium"	"sur scorsonère. Pho"	"28387-28393"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"e de la croissance."	"RHIZOCTONE"	"Etat général Les fo"	"28562-28572"	"type=BIOAGRESSOR, $=rhizoctone, form=RHIZOCTONE"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"néral Les foyers de"	"rhizoctones"	"s'étendent lentemen"	"28600-28611"	"type=BIOAGRESSOR, $=rhizoctone, form=rhizoctones"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"icatif de risque Le"	"rhizoctone"	"est favorisé par le"	"28693-28703"	"type=BIOAGRESSOR, $=rhizoctone, form=rhizoctone"
"BSV_legumes_12_du_22-07-20__cle0bb819"	". Prévision globale"	"Rouille"	"blanche : le risque"	"28826-28833"	"type=BIOAGRESSOR, $=rouille, form=Rouille"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ccentuent le risque."	"Oïdium"	": le risque est for"	"28938-28944"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"Bulbaison Bulbaison"	"MILDIOU"	"Etat général Des sy"	"29274-29281"	"type=BIOAGRESSOR, $=mildiou, form=MILDIOU"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"al Des symptômes de"	"mildiou"	"sont signalés sur o"	"29312-29319"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ération), le risque"	"mildiou"	"débute.- En exemple"	"33418-33425"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ation. Si le risque"	"mildiou"	"a démarré, nous som"	"33538-33545"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ération), le risque"	"mildiou"	"débute.- En exemple"	"33818-33825"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ation. Si le risque"	"mildiou"	"a démarré, nous som"	"33960-33967"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"eur. En présence de"	"mildiou"	"sporulant observé s"	"34078-34085"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_12_du_22-07-20__cle0bb819"	". Cette semaine, du"	"mildiou"	"sporulant a été obs"	"34273-34280"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"es avec présence de"	"mildiou"	"sporulant(spores gr"	"34578-34585"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ps avec présence de"	"mildiou"	"sporulant sont en r"	"35626-35633"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ditions favorables."	"THRIPS"	"Etat général Les th"	"35903-35909"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"PS Etat général Les"	"thrips"	"sont encore présent"	"35927-35933"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"rips (prédateurs de"	"thrips"	") dans les parcelles"	"36069-36075"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"ue et prévision Les"	"thrips"	"peuvent être préjud"	"36180-36186"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"transmises par les"	"pucerons"	"qui ont été présent"	"36570-36578"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"atteints par de la"	"fusariose"	". Quelques pieds dis"	"36697-36706"	"type=BIOAGRESSOR, $=fusariose, form=fusariose"
"BSV_legumes_12_du_22-07-20__cle0bb819"	") Prévision globale"	"Mildiou"	"modélisation :- Ris"	"36801-36808"	"type=BIOAGRESSOR, $=mildiou, form=Mildiou"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"es semaine 30 et 31."	"Thrips"	": Risque modéré à i"	"36968-36974"	"type=BIOAGRESSOR, $=thrips, form=Thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"e croissance.Pièges"	"Thrips"	", : 1 site Loir-et-C"	"37248-37254"	"type=BIOAGRESSOR, $=thrips, form=Thrips"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"site Loiret.Pièges"	"Teignes"	", :2 sites Indre-et-"	"37300-37307"	"type=BIOAGRESSOR, $=teigne, form=Teignes"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"N°12 DU 22/07/2020"	"THRIPS"	"Etat général Les ca"	"37407-37413"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"BSV_legumes_12_du_22-07-20__cle0bb819"	"s. Des aeolothrips ("	"thrips"	"prédateurs) sont ob"	"37589-37595"	"type=BIOAGRESSOR, $=thrips, form=thrips"
