"bsv"	"context before"	"date"	"match"	"context after"	"location"	"features"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"es éclosions (début"	"septembre"	""	") pour les parcelles"	"10109-10118"	"type=MM, form=septembre"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"éclosions massives ("	"7-9 août"	""	") pour les parcelles"	"10226-10234"	"type=DD-MM, form=7-9 août"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"aire, un minimum de"	"1000"	""	"fruits par parcelle"	"10484-10488"	"type=YYYY, form=1000"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"don-aquitaine.org /"	"06 09"	""	"20 70 60. Tordeuse"	"11065-11070"	"type=DD-MM, form=06 09"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"16"	"14
  
  
    12"	""	"10"	"11360-11375"	"type=DD-MM, form=14
  
  
    12"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"2"	"0
  

10-mars"	""	"16-mars 22-mars 28-"	"11447-11460"	"type=DD-MM, form=0
  

10-mars"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"0 10-mars"	"16-mars 22-mars"	""	"28-mars 3-avr 9-avr"	"11461-11476"	"type=DD-MM, form=16-mars 22-mars"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"ars 16-mars 22-mars"	"28-mars"	""	"3-avr 9-avr 15-avr"	"11477-11484"	"type=MM, form=28-mars"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"9-avr 15-avr 21-avr"	"27-avr 3-mai"	""	"9-mai 15-mai 21-mai"	"11511-11523"	"type=DD-MM, form=27-avr 3-mai"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"21-avr 27-avr 3-mai"	"9-mai 15-mai"	""	"21-mai 27-mai 2-jui"	"11524-11536"	"type=DD-MM, form=9-mai 15-mai"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"3-mai 9-mai 15-mai"	"21-mai 27-mai"	""	"2-juin 8-juin 14-ju"	"11537-11550"	"type=DD-MM, form=21-mai 27-mai"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"5-mai 21-mai 27-mai"	"2-juin 8-juin"	""	"14-juin 20-juin 26-"	"11551-11564"	"type=DD-MM, form=2-juin 8-juin"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"7-mai 2-juin 8-juin"	"14-juin 20-juin"	""	"26-juin 2-juil 8-ju"	"11565-11580"	"type=DD-MM, form=14-juin 20-juin"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"uin 14-juin 20-juin"	"26-juin"	""	"2-juil 8-juil 14-ju"	"11581-11588"	"type=MM, form=26-juin"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"uil 14-juil 20-juil"	"26-juil 1-août"	""	"7-août 13-août 19-a"	"11619-11633"	"type=DD-MM, form=26-juil 1-août"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"juil 26-juil 1-août"	"7-août 13-août"	""	"19-août 25-août 31-"	"11634-11648"	"type=DD-MM, form=7-août 13-août"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"août 7-août 13-août"	"19-août 25-août"	""	"31-août 6-sept 12-s"	"11649-11664"	"type=DD-MM, form=19-août 25-août"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"oût 19-août 25-août"	"31-août"	""	"6-sept 12-sept 18-s"	"11665-11672"	"type=MM, form=31-août"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"oût 25-août 31-août"	"6-sept 12-sept"	""	"18-sept 24-sept 30-"	"11673-11687"	"type=DD-MM, form=6-sept 12-sept"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"Lot et Garonne"	"2018"	""	"Lot et Ga"	"11741-11745"	"type=YYYY, form=2018"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"Lot et Garonne"	"2017"	""	"Moyenne 2"	"11771-11775"	"type=YYYY, form=2017"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"7 Moyenne"	"2003-2017"	""	"Charentes"	"11794-11803"	"type=YYYY, form=2003-2017"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"Charentes"	"2018"	""	"Données de modé"	"11824-11828"	"type=YYYY, form=2018"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"soutenues jusqu'aux"	"31 juillet"	""	"-2 août. Les éclosio"	"12183-12193"	"type=DD-MM, form=31 juillet"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"jusqu'aux 31 juillet"	"-2 août"	""	". Les éclosions quan"	"12193-12200"	"type=DD-MM, form=-2 août"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"sifier à partir des"	"28-30 juillet"	""	"et rester soutenues"	"12268-12281"	"type=DD-MM, form=28-30 juillet"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"soutenues jusqu'aux"	"10-12 août"	""	". Ces dates sont à r"	"12312-12322"	"type=DD-MM, form=10-12 août"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"rer aux environs du"	"5 août"	""	"et la période à ris"	"12525-12531"	"type=DD-MM, form=5 août"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"débuter à partir de"	"mi-août"	""	". Bulletin de Santé"	"12595-12602"	"type=MM, form=mi-août"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"r / Poirier N°18 du"	"26 juillet 2018"	""	"5/8 Données de mod"	"12711-12726"	"type=DD-MM-YYYY, form=26 juillet 2018"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"20%"	"80%
  

10/7"	""	"14/7 18/7 22/7 26/7"	"13013-13025"	"type=DD-MM, form=80%
  

10/7"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"3/8"	"7/8
  

11/8"	""	"15/8 19/8 Evaluatio"	"13073-13085"	"type=DD-MM, form=7/8
  

11/8"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"r / Poirier N°18 du"	"26 juillet 2018"	""	"6/8 Cécidomyie des"	"15467-15482"	"type=DD-MM-YYYY, form=26 juillet 2018"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"r / Poirier N°18 du"	"26 juillet 2018"	""	"7/8 Metcalfa pruin"	"18307-18322"	"type=DD-MM-YYYY, form=26 juillet 2018"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"néralement de début"	"juin"	""	"à fin août. La péri"	"19081-19085"	"type=MM, form=juin"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"de début juin à fin"	"août"	""	". La période à risqu"	"19092-19096"	"type=MM, form=août"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"gistrées depuis fin"	"juin"	""	". Punaise miride Der"	"19666-19670"	"type=MM, form=juin"
"BSV_NA_POMMIER_POIRIER_Sud_18_20180726_cle8d7184"	"r / Poirier N°18 du"	"26 juillet 2018"	""	"8/8"	"21109-21124"	"type=DD-MM-YYYY, form=26 juillet 2018"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"Nouvelle-Aquitaine"	"04/04/"	""	"2019 Départements Su"	"38-44"	"type=MM-YYYY, form=04/04/"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"lle-Aquitaine 04/04/"	"2019"	""	"Départements Sud 24"	"44-48"	"type=YYYY, form=2019"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"r / Poirier N°08 du"	"04 avril 2019"	""	"1/8 Pommier - Poir"	"1529-1542"	"type=DD-MM-YYYY, form=04 avril 2019"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"ervée par rapport à"	"2018"	""	"se maintient (selon"	"2803-2807"	"type=YYYY, form=2018"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"a contamination des"	"8-10 mars"	""	"(contamination qui"	"3128-3137"	"type=DD-MM, form=8-10 mars"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"tervenues du 1er au"	"3 avril"	""	"ont pu engendrer de"	"3343-3350"	"type=DD-MM, form=3 avril"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"r / Poirier N°08 du"	"04 avril 2019"	""	"2/8 Contaminations"	"3572-3585"	"type=DD-MM-YYYY, form=04 avril 2019"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"a période du 1er au"	"3 avril"	""	"Stations Mé"	"3644-3651"	"type=DD-MM, form=3 avril"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"pluvieuse du 1er au"	"3 avril"	""	". % du stock de spor"	"4923-4930"	"type=DD-MM, form=3 avril"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"7°C"	"8°C
  
  
    10°C"	""	"11°C"	"5531-5549"	"type=DD-MM, form=8°C
  
  
    10°C"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"10°C"	"11°C
  
  
    12°C"	""	"13°C"	"5560-5579"	"type=DD-MM, form=11°C
  
  
    12°C"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"r / Poirier N°08 du"	"04 avril 2019"	""	"3/8 Evaluation du"	"6600-6613"	"type=DD-MM-YYYY, form=04 avril 2019"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"r arbres touchés en"	"2018"	""	", des symptômes (lié"	"7513-7517"	"type=YYYY, form=2018"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"dégâts observés en"	"2018"	""	". Evaluation du risq"	"7773-7777"	"type=YYYY, form=2018"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"r / Poirier N°08 du"	"04 avril 2019"	""	"4/8 Piégeage de la"	"9481-9494"	"type=DD-MM-YYYY, form=04 avril 2019"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"e-Aquitaine"	"14
  
  
    12"	""	"captures moyenn"	"9568-9583"	"type=DD-MM, form=14
  
  
    12"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"2"	"0
  

10-mars"	""	"16-mars 22-mars 28-"	"9675-9688"	"type=DD-MM, form=0
  

10-mars"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"0 10-mars"	"16-mars 22-mars"	""	"28-mars 3-avr 9-avr"	"9689-9704"	"type=DD-MM, form=16-mars 22-mars"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"ars 16-mars 22-mars"	"28-mars"	""	"3-avr 9-avr 15-avr"	"9705-9712"	"type=MM, form=28-mars"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"9-avr 15-avr 21-avr"	"27-avr 3-mai"	""	"9-mai 15-mai 21-mai"	"9739-9751"	"type=DD-MM, form=27-avr 3-mai"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"21-avr 27-avr 3-mai"	"9-mai 15-mai"	""	"21-mai 27-mai 2-jui"	"9752-9764"	"type=DD-MM, form=9-mai 15-mai"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"3-mai 9-mai 15-mai"	"21-mai 27-mai"	""	"2-juin 8-juin 14-ju"	"9765-9778"	"type=DD-MM, form=21-mai 27-mai"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"5-mai 21-mai 27-mai"	"2-juin 8-juin"	""	"14-juin 20-juin 26-"	"9779-9792"	"type=DD-MM, form=2-juin 8-juin"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"7-mai 2-juin 8-juin"	"14-juin 20-juin"	""	"26-juin 2-juil 8-ju"	"9793-9808"	"type=DD-MM, form=14-juin 20-juin"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"uin 14-juin 20-juin"	"26-juin"	""	"2-juil 8-juil 14-ju"	"9809-9816"	"type=MM, form=26-juin"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"uil 14-juil 20-juil"	"26-juil 1-août"	""	"7-août 13-août 19-a"	"9847-9861"	"type=DD-MM, form=26-juil 1-août"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"juil 26-juil 1-août"	"7-août 13-août"	""	"19-août 25-août 31-"	"9862-9876"	"type=DD-MM, form=7-août 13-août"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"août 7-août 13-août"	"19-août 25-août"	""	"31-août 6-sept 12-s"	"9877-9892"	"type=DD-MM, form=19-août 25-août"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"oût 19-août 25-août"	"31-août"	""	"6-sept 12-sept 18-s"	"9893-9900"	"type=MM, form=31-août"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"oût 25-août 31-août"	"6-sept 12-sept"	""	"18-sept 24-sept 30-"	"9901-9915"	"type=DD-MM, form=6-sept 12-sept"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"Lot et Garonne"	"2019"	""	"Lot et Ga"	"9969-9973"	"type=YYYY, form=2019"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"Lot et Garonne"	"2018"	""	"Moyenne 2"	"9999-10003"	"type=YYYY, form=2018"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"8 Moyenne"	"2003-2018"	""	"Charentes"	"10022-10031"	"type=YYYY, form=2003-2018"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"Charentes"	"2019"	""	"Données de modé"	"10052-10056"	"type=YYYY, form=2019"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"sifier à partir des"	"12-14 avril"	""	". Les éclosions quan"	"10413-10424"	"type=DD-MM, form=12-14 avril"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"ébuter à partir des"	"12-15 avril"	""	". Evaluation du risq"	"10486-10497"	"type=DD-MM, form=12-15 avril"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"Note de DGAL/SDQPV/"	"2019-219"	""	"du 18/03/2019 consu"	"11146-11154"	"type=YYYY, form=2019-219"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"L/SDQPV/2019-219 du"	"18/03/"	""	"2019 consultable en"	"11158-11164"	"type=MM-YYYY, form=18/03/"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"V/2019-219 du 18/03/"	"2019"	""	"consultable en cliq"	"11164-11168"	"type=YYYY, form=2019"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"bo-agri/instruction-"	"2019-219"	""	"service lien : Carp"	"11264-11272"	"type=YYYY, form=2019-219"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"Note de DGAL/SDQPV/"	"2019-219"	""	"du 18/03/2019 consu"	"11969-11977"	"type=YYYY, form=2019-219"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"L/SDQPV/2019-219 du"	"18/03/"	""	"2019 consultable en"	"11981-11987"	"type=MM-YYYY, form=18/03/"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"V/2019-219 du 18/03/"	"2019"	""	"consultable en cliq"	"11987-11991"	"type=YYYY, form=2019"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"bo-agri/instruction-"	"2019-219"	""	"service lien : Tord"	"12087-12095"	"type=YYYY, form=2019-219"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"r / Poirier N°08 du"	"04 avril 2019"	""	"5/8 Evaluation du"	"12429-12442"	"type=DD-MM-YYYY, form=04 avril 2019"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"floraison et début"	"mai"	""	". Seuil indicatif de"	"14752-14755"	"type=MM, form=mai"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"r / Poirier N°08 du"	"04 avril 2019"	""	"6/8 Psylle du poir"	"15445-15458"	"type=DD-MM-YYYY, form=04 avril 2019"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"tteint à partir des"	"9-13 avril"	""	"et le stade 80 % au"	"16877-16887"	"type=DD-MM, form=9-13 avril"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"ade 80 % autour des"	"16-20 avril"	""	". Larves d'acariens"	"16916-16927"	"type=DD-MM, form=16-20 avril"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"r / Poirier N°08 du"	"04 avril 2019"	""	"7/8 Période de flo"	"17822-17835"	"type=DD-MM-YYYY, form=04 avril 2019"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"note nationale BSV"	"2018"	""	"sur les abeilles"	"18000-18004"	"type=YYYY, form=2018"
"BSV_NA_POMMIER_POIRIER_Sud_8_20190404_cle0177e8"	"r / Poirier N°08 du"	"04 avril 2019"	""	"8/8"	"21591-21604"	"type=DD-MM-YYYY, form=04 avril 2019"
"BSV_NA_VIGNE_CHARENTE_03_20170419_cle86a6e5"	""	"N°03

N°03"	""	"Edition Charentes 1"	"1-11"	"type=DD-MM, form=N°03

N°03"
"BSV_NA_VIGNE_CHARENTE_03_20170419_cle86a6e5"	"3 Edition Charentes"	"19/04/"	""	"2017 Bulletin dispon"	"30-36"	"type=MM-YYYY, form=19/04/"
"BSV_NA_VIGNE_CHARENTE_03_20170419_cle86a6e5"	"ion Charentes 19/04/"	"2017"	""	"Bulletin disponible"	"36-40"	"type=YYYY, form=2017"
"BSV_NA_VIGNE_CHARENTE_03_20170419_cle86a6e5"	"on Charentes N°3 du"	"19/04/"	""	"2017 "" Phénologie St"	"921-927"	"type=MM-YYYY, form=19/04/"
"BSV_NA_VIGNE_CHARENTE_03_20170419_cle86a6e5"	"rentes N°3 du 19/04/"	"2017"	""	""" Phénologie Stade"	"927-931"	"type=YYYY, form=2017"
"BSV_NA_VIGNE_CHARENTE_03_20170419_cle86a6e5"	"entes Vigne N°03 du"	"19 Avril 2017"	""	"1/5 Phénologie L'U"	"1830-1843"	"type=DD-MM-YYYY, form=19 Avril 2017"
"BSV_NA_VIGNE_CHARENTE_03_20170419_cle86a6e5"	"entes Vigne N°03 du"	"19 Avril 2017"	""	"2/5 Suivi biologiq"	"3521-3534"	"type=DD-MM-YYYY, form=19 Avril 2017"
"BSV_NA_VIGNE_CHARENTE_03_20170419_cle86a6e5"	"rivés à maturité le"	"11 avril"	""	"sur un troisième si"	"3637-3645"	"type=DD-MM, form=11 avril"
"BSV_NA_VIGNE_CHARENTE_03_20170419_cle86a6e5"	"entes Vigne N°03 du"	"19 Avril 2017"	""	"3/5 Black-rot Elé"	"6033-6046"	"type=DD-MM-YYYY, form=19 Avril 2017"
"BSV_NA_VIGNE_CHARENTE_03_20170419_cle86a6e5"	"entes Vigne N°03 du"	"19 Avril 2017"	""	"4/5 Ravageurs Eri"	"8671-8684"	"type=DD-MM-YYYY, form=19 Avril 2017"
"BSV_NA_VIGNE_CHARENTE_03_20170419_cle86a6e5"	"entes Vigne N°03 du"	"19 Avril 2017"	""	"5/5"	"11441-11454"	"type=DD-MM-YYYY, form=19 Avril 2017"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"06 Edition Limousin"	"15/05/"	""	"2018 Bulletin dispon"	"24-30"	"type=MM-YYYY, form=15/05/"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"tion Limousin 15/05/"	"2018"	""	"Bulletin disponible"	"30-34"	"type=YYYY, form=2018"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"mousin N°X du JJ/MM/"	"2018"	""	""" Phénologie Stade"	"1106-1110"	"type=YYYY, form=2018"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"ousin Vigne N°06 du"	"15 Mai 2018"	""	"1/5 Météo Prévisio"	"1575-1586"	"type=DD-MM-YYYY, form=15 Mai 2018"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"Prévisions du 16 au"	"21 mai 2018"	""	"(Source Météo Franc"	"1618-1629"	"type=DD-MM-YYYY, form=21 mai 2018"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"pératures"	"11 - 20
  
  
    10 - 22"	""	"9 - 23"	"1782-1807"	"type=DD-MM, form=11 - 20
  
  
    10 - 22"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"pératures"	"10 - 19
  
  
    11 - 17"	""	"9 - 18"	"1980-2005"	"type=DD-MM, form=10 - 19
  
  
    11 - 17"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"21"	"9 - 20
  
  
    10 - 22"	""	"12 - 20"	"2245-2269"	"type=DD-MM, form=9 - 20
  
  
    10 - 22"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"ousin Vigne N°06 du"	"15 Mai 2018"	""	"2/5 Mildiou (Plasm"	"3325-3336"	"type=DD-MM-YYYY, form=15 Mai 2018"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"vrait avoir lieu le"	"19 mai(contamination"	""	"des 28-30 avril). É"	"5832-5852"	"type=DD-MM, form=19 mai(contamination"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"i(contamination des"	"28-30 avril"	""	"). Évaluation du ris"	"5857-5868"	"type=DD-MM, form=28-30 avril"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"ousin Vigne N°06 du"	"15 Mai 2018"	""	"3/5 Oïdium (Uncinu"	"6793-6804"	"type=DD-MM-YYYY, form=15 Mai 2018"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"ntaminations de fin"	"avril"	""	"et restez vigilants"	"9089-9094"	"type=MM, form=avril"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"ousin Vigne N°06 du"	"15 Mai 2018"	""	"4/5 Evaluation du"	"9837-9848"	"type=DD-MM-YYYY, form=15 Mai 2018"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"on de la résistance"	"2018- Maladies"	""	"de la vigne "" est t"	"10781-10795"	"type=YYYY, form=2018- Maladies"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"taine/Documents/BSV"	"2018"	""	"/Notes techniques/No"	"11001-11005"	"type=YYYY, form=2018"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"on resistance Vigne"	"2018"	""	".pdf Symptômes de bo"	"11071-11075"	"type=YYYY, form=2018"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"griculture Nouvelle"	"23 mai 2018"	""	"Ce bulletin est pro"	"11603-11614"	"type=DD-MM-YYYY, form=23 mai 2018"
"BSV_NA_VIGNE_Limousin_06_20180515_cle841333"	"ousin Vigne N°06 du"	"15 Mai 2018"	""	"5/5"	"12578-12589"	"type=DD-MM-YYYY, form=15 Mai 2018"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"18 Edition Limousin"	"07/08/"	""	"2018 Bulletin dispon"	"24-30"	"type=MM-YYYY, form=07/08/"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"tion Limousin 07/08/"	"2018"	""	"Bulletin disponible"	"30-34"	"type=YYYY, form=2018"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"n Limousin N° 18 du"	"07/08/"	""	"2018 "" Ce qu'il faut"	"1080-1086"	"type=MM-YYYY, form=07/08/"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"usin N° 18 du 07/08/"	"2018"	""	""" Ce qu'il faut ret"	"1086-1090"	"type=YYYY, form=2018"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"la dernière semaine"	"d'août"	""	". Bulletin de Santé"	"1772-1778"	"type=MM, form=d'août"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"ousin Vigne N°18 du"	"7 Août 2018"	""	"1/6 Météo Prévisio"	"1861-1872"	"type=DD-MM-YYYY, form=7 Août 2018"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"Prévisions du 8 au"	"13 août 2018"	""	"Corrèze"	"1903-1915"	"type=DD-MM-YYYY, form=13 août 2018"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"19 - 29"	"17- 23
  
  
    10"	""	"Sam"	"2049-2068"	"type=DD-MM, form=17- 23
  
  
    10"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"3 - 24 14"	"30
  
  
    12"	""	"Lun"	"2141-2156"	"type=DD-MM, form=30
  
  
    12"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"18 - 25"	"15- 20
  
  
    10"	""	"Sam"	"2374-2393"	"type=DD-MM, form=15- 20
  
  
    10"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"2 - 22 13"	"27
  
  
    12"	""	"Lun"	"2466-2481"	"type=DD-MM, form=27
  
  
    12"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"es. Merlot(Corrèze,"	"06/08/"	""	"2018)(Crédit photo :"	"3042-3048"	"type=MM-YYYY, form=06/08/"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"rlot(Corrèze, 06/08/"	"2018)(Crédit"	""	"photo : CA 19) Echa"	"3048-3060"	"type=YYYY, form=2018)(Crédit"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"sur Pinot noir, le"	"06/08/"	""	"2018(Crédit photo :"	"3105-3111"	"type=MM-YYYY, form=06/08/"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"inot noir, le 06/08/"	"2018(Crédit"	""	"photo : CRA NA) Pin"	"3111-3122"	"type=YYYY, form=2018(Crédit"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"noir(Haute-Vienne,"	"06/08/"	""	"2018)(Crédit photo :"	"3164-3170"	"type=MM-YYYY, form=06/08/"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"Haute-Vienne, 06/08/"	"2018)(Crédit"	""	"photo : CRA NA) Ech"	"3170-3182"	"type=YYYY, form=2018)(Crédit"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"Sauvignon blanc, le"	"06/08/"	""	"2018(Crédit photo :"	"3233-3239"	"type=MM-YYYY, form=06/08/"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"non blanc, le 06/08/"	"2018(Crédit"	""	"photo : CA 19) Enfi"	"3239-3250"	"type=YYYY, form=2018(Crédit"
"BSV_NA_VIGNE_Limousin_18_20180807_cle8eb5f7"	"ousin Vigne N°18 du"	"7 Août 2018"	""	"2/6 Mildiou (Plasm"	"3563-3574"	"type=DD-MM-YYYY, form=7 Août 2018"
