"bsv"	"context before"	"deseases"	"context after"	"location"	"features"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"(SRAL) MALADIES 1."	"Oïdium"	"Non signalé dans le"	"7623-7629"	"type=DESEASE, form=Oïdium"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"lé pour observer le"	"piétin"	"-verse et l'oïdium s"	"8971-8977"	"type=DESEASE, form=piétin"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"le piétin-verse et"	"l'oïdium"	"sur les blés. MALAD"	"8987-8995"	"type=DESEASE, form=l'oïdium"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"les blés. MALADIES"	"Piétin"	"verse Cette maladie"	"9020-9026"	"type=DESEASE, form=Piétin"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"s de forte pression"	"piétin"	"-verse.- Pour les au"	"9240-9246"	"type=DESEASE, form=piétin"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"grille d'évaluation"	"piétin"	"verse vous permetta"	"9695-9701"	"type=DESEASE, form=piétin"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"uivre. A retenir du"	"piétin"	"verse :- Variété av"	"10527-10533"	"type=DESEASE, form=piétin"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"e grâce à la grille"	"piétin"	"-verse et réaliser d"	"10735-10741"	"type=DESEASE, form=piétin"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"5 du 14 mars 2017"	"Oïdium"	"Maladie à surveille"	"11130-11136"	"type=DESEASE, form=Oïdium"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"RMUDE. A retenir de"	"l'Oïdium"	": risque faible- St"	"11430-11438"	"type=DESEASE, form=l'Oïdium"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"ntes à plus de 5 %"	"Rouille"	"jaune Pas observé d"	"11724-11731"	"type=DESEASE, form=Rouille"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"ont passé l'hiver ("	"rhynchosporiose"	", helminthosporiose"	"12497-12512"	"type=DESEASE, form=rhynchosporiose"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"r (rhynchosporiose,"	"helminthosporiose"	").Il conviendra de"	"12514-12531"	"type=DESEASE, form=helminthosporiose"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"bas de tige. Risque"	"thrips"	"THRIPS -"	"6824-6830"	"type=DESEASE, form=thrips"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"sque thrips"	"THRIPS"	"- LIN OLE"	"6839-6845"	"type=DESEASE, form=THRIPS"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"nale la présence de"	"thrips"	". Terres Inovia Les"	"7093-7099"	"type=DESEASE, form=thrips"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"il de nuisibilité 5"	"thrips"	"en moyenne par bala"	"7339-7345"	"type=DESEASE, form=thrips"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"s : absents Cas des"	"thrips"	": absents Cas des p"	"249-255"	"type=DESEASE, form=thrips"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"égende Aucun risque"	"Thrips"	"Thrips Chrysanthème"	"1566-1572"	"type=DESEASE, form=Thrips"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"Aucun risque Thrips"	"Thrips"	"Chrysanthème Cyclam"	"1573-1579"	"type=DESEASE, form=Thrips"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"Tarsonèmes Cyclamen"	"Thrips"	"Cyclamen Sciarides"	"1684-1690"	"type=DESEASE, form=Thrips"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"A retenir Platane :"	"l'oïdium"	"domine les attaques"	"850-858"	"type=DESEASE, form=l'oïdium"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"être positionnées."	"Oïdium"	"du platane Erysiphe"	"3266-3272"	"type=DESEASE, form=Oïdium"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"pignons, les spores"	"d'oïdium"	"n'ont pas besoin de"	"3441-3449"	"type=DESEASE, form=d'oïdium"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"e de la présence de"	"l'oïdium"	". Actuellement, les"	"3665-3673"	"type=DESEASE, form=l'oïdium"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"sque : Les attaques"	"d'oïdium"	"peuvent conduire à"	"3878-3886"	"type=DESEASE, form=d'oïdium"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"uillage atteint par"	"l'oïdium"	"à Ajaccio (8 juille"	"4019-4027"	"type=DESEASE, form=l'oïdium"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"possiblement dus au"	"froid"	"relatif du printemp"	"16049-16054"	"type=DESEASE, form=froid"
"BSV_Legumes_082019_cle841c8f-1"	"lédons à floraison."	"Sitones"	"Quelques morsures d"	"945-952"	"type=DESEASE, form=Sitones"
"BSV_Legumes_082019_cle841c8f-1"	"uelques morsures de"	"sitones"	"sont observées en z"	"974-981"	"type=DESEASE, form=sitones"
"BSV_Legumes_082019_cle841c8f-1"	"s premières taches."	"Thrips"	"A Richebourg (62),"	"11272-11278"	"type=DESEASE, form=Thrips"
"BSV_Legumes_082019_cle841c8f-1"	"Richebourg (62), un"	"thrips"	"a été observé sur 4"	"11301-11307"	"type=DESEASE, form=thrips"
"BSV_Legumes_082019_cle841c8f-1"	"sont favorables aux"	"thrips"	". Teigne Sur oignons"	"11516-11522"	"type=DESEASE, form=thrips"
"BSV_Legumes_082019_cle841c8f-1"	"ement (FREDON NPDC)"	"Thrips"	"A Violaines (62), 9"	"12202-12208"	"type=DESEASE, form=Thrips"
"BSV_Legumes_082019_cle841c8f-1"	"A Violaines (62), 9"	"thrips"	"ont été capturés su"	"12229-12235"	"type=DESEASE, form=thrips"
"BSV_Legumes_082019_cle841c8f-1"	"pièges bleus. Aucun"	"thrips"	"n'a été observé sur"	"12281-12287"	"type=DESEASE, form=thrips"
"BSV_Legumes_082019_cle841c8f-1"	"sont favorables au"	"thrips"	". ENDIVE Réseau : 1"	"12499-12505"	"type=DESEASE, form=thrips"
"BSV_Legumes_082019_cle841c8f-1"	"din (59), un à deux"	"thrips"	"sont observés sur 2"	"14108-14114"	"type=DESEASE, form=thrips"
"BSV_Legumes_082019_cle841c8f-1"	"es. En général, les"	"thrips"	"ne provoquent pas d"	"14166-14172"	"type=DESEASE, form=thrips"
"BSV_Legumes_322019_2__cle44e13b"	"à récolte"	"Thrips"	"(Thrips tabaci)"	"302-308"	"type=DESEASE, form=Thrips"
"BSV_Legumes_322019_2__cle44e13b"	"e Thrips ("	"Thrips"	"tabaci) Sur l'e"	"310-316"	"type=DESEASE, form=Thrips"
"BSV_Legumes_322019_2__cle44e13b"	"ntent des dégâts de"	"thrips"	"mais ces dégâts son"	"433-439"	"type=DESEASE, form=thrips"
"BSV_Legumes_322019_2__cle44e13b"	"sion exercée par le"	"thrips"	"en parcelle est min"	"532-538"	"type=DESEASE, form=thrips"
"BSV_Legumes_322019_2__cle44e13b"	"tre défavorables au"	"thrips"	", les populations vo"	"777-783"	"type=DESEASE, form=thrips"
"BSV_Legumes_322019_2__cle44e13b"	"mbre 2019 - Page 1"	"Rouille"	"(Puccina porri) Les"	"2094-2101"	"type=DESEASE, form=Rouille"
"BSV_Legumes_322019_2__cle44e13b"	"i) Les symptômes de"	"rouille"	"sont caractéristiqu"	"2135-2142"	"type=DESEASE, form=rouille"
"BSV_Legumes_322019_2__cle44e13b"	". En effet un temps"	"froid"	"avec des températur"	"2680-2685"	"type=DESEASE, form=froid"
"BSV_Legumes_322019_2__cle44e13b"	"2% Symptômes de"	"rouille"	"sur poireaux (FREDO"	"3284-3291"	"type=DESEASE, form=rouille"
"BSV_Legumes_322019_2__cle44e13b"	"Ravageurs"	"Thrips"	"Sitones"	"5575-5581"	"type=DESEASE, form=Thrips"
"BSV_Legumes_322019_2__cle44e13b"	"Thrips"	"Sitones"	"Mouche de"	"5592-5599"	"type=DESEASE, form=Sitones"
"BSV_Legumes_322019_2__cle44e13b"	"Botrytis"	"Oïdium"	"Fréquence"	"5983-5989"	"type=DESEASE, form=Oïdium"
"BSV_Legumes_322019_2__cle44e13b"	"ée dernière, peu de"	"thrips"	"ont été observés su"	"6455-6461"	"type=DESEASE, form=thrips"
"BSV_Legumes_322019_2__cle44e13b"	"par la présence de"	"sitones"	"qui ont été observé"	"6582-6589"	"type=DESEASE, form=sitones"
"BSV_Legumes_322019_2__cle44e13b"	"és en fin de cycle."	"L'oïdium"	"est appar u en fin"	"7798-7806"	"type=DESEASE, form=L'oïdium"
"BSV_Legumes_322019_2__cle44e13b"	"Maladies"	"Oïdium"	"Alternari"	"11133-11139"	"type=DESEASE, form=Oïdium"
"BSV_Legumes_322019_2__cle44e13b"	"scent des carottes."	"L'oïdium"	"a également été pr"	"11933-11941"	"type=DESEASE, form=L'oïdium"
"BSV_Legumes_322019_2__cle44e13b"	"emiers symptômes de"	"rouille"	"blanche sont signal"	"12336-12343"	"type=DESEASE, form=rouille"
"BSV_Legumes_322019_2__cle44e13b"	"gnalés fin juillet."	"L'oïdium"	"fait son appar itio"	"12379-12387"	"type=DESEASE, form=L'oïdium"
"BSV_Lin_bilan_cle8a2881"	"ivée progressive du"	"froid"	"aura cependant perm"	"1780-1785"	"type=DESEASE, form=froid"
"BSV_Lin_bilan_cle8a2881"	"e Printemps Altises"	"Thrips"	"Des conditions orag"	"12772-12778"	"type=DESEASE, form=Thrips"
"BSV_Lin_bilan_cle8a2881"	"on Faible à moyenne"	"Oïdium"	"Conditions sèches e"	"13166-13172"	"type=DESEASE, form=Oïdium"
"BSV_MARAICHAGE_2018-17_cle04f12d"	"Carotte : présence"	"d'oïdium"	"et de mouche de la"	"78-86"	"type=DESEASE, form=d'oïdium"
"BSV_MARAICHAGE_2018-17_cle04f12d"	": forte présence de"	"thrips"	"sur l'ensemble des"	"230-236"	"type=DESEASE, form=thrips"
"BSV_MARAICHAGE_2018-17_cle04f12d"	"IDIUM : La présence"	"d'oïdium"	"a été signalée sur"	"1475-1483"	"type=DESEASE, form=d'oïdium"
"BSV_MARAICHAGE_2018-17_cle04f12d"	"lles. Risque faible"	"THRIPS"	": Tableau représent"	"7171-7177"	"type=DESEASE, form=THRIPS"
"BSV_MARAICHAGE_2018-17_cle04f12d"	"es atteintes par le"	"thrips"	"Dates La Houssaye-e"	"7234-7240"	"type=DESEASE, form=thrips"
"BSV_MARAICHAGE_2018-17_cle04f12d"	"Les populations de"	"thrips"	"fluctuent depuis la"	"7402-7408"	"type=DESEASE, form=thrips"
"BSV_MARAICHAGE_2018-17_cle04f12d"	"de Mesnil-le-Roi se"	"Thrips"	"sur poireau stabili"	"7917-7923"	"type=DESEASE, form=Thrips"
"BSV_MARAICHAGE_2018-17_cle04f12d"	"tes avec au moins 1"	"thrips"	"Risque élevé Page 6"	"8052-8058"	"type=DESEASE, form=thrips"
"BSV_MARAICHAGE_2018-17_cle04f12d"	"MILDIOU : Absence."	"ROUILLE"	": Depuis les semain"	"8193-8200"	"type=DESEASE, form=ROUILLE"
"BSV_MARAICHAGE_2018-17_cle04f12d"	"où des symptômes de"	"rouille"	"ont été détectés su"	"8304-8311"	"type=DESEASE, form=rouille"
"BSV_MARAICHAGE_Nord_NA_24_20201021_cle8b8312"	"ri.fr Tomates abris"	"froids"	": Geoffrey MONNET -"	"652-658"	"type=DESEASE, form=froids"
"BSV_MARAICHAGE_Nord_NA_24_20201021_cle8b8312"	"e ponte est élevé."	"Thrips"	"(Thrips tabaci) : o"	"1660-1666"	"type=DESEASE, form=Thrips"
"BSV_MARAICHAGE_Nord_NA_24_20201021_cle8b8312"	"est élevé. Thrips ("	"Thrips"	"tabaci) : on note p"	"1668-1674"	"type=DESEASE, form=Thrips"
"BSV_MARAICHAGE_Nord_NA_24_20201021_cle8b8312"	"S. SICAIRE CDA16)."	"Thrips"	"(Thrips tabaci) Des"	"7744-7750"	"type=DESEASE, form=Thrips"
"BSV_MARAICHAGE_Nord_NA_24_20201021_cle8b8312"	"IRE CDA16). Thrips ("	"Thrips"	"tabaci) Des piqûres"	"7752-7758"	"type=DESEASE, form=Thrips"
"BSV_MARAICHAGE_Nord_NA_24_20201021_cle8b8312"	"Piqûres typiques de"	"thrips"	"sur poireau (Crédit"	"8028-8034"	"type=DESEASE, form=thrips"
"BSV_NA_CHATAIGNIER_GSO_09_20190919_cle868eba"	"et de les placer au"	"froid"	"afin d'éviter qu'il"	"4164-4169"	"type=DESEASE, form=froid"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"en sol, sous abris"	"froid"	"Animateur filière J"	"377-382"	"type=DESEASE, form=froid"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"ri.fr Tomates abris"	"froids"	": Geoffrey MONNET -"	"634-640"	"type=DESEASE, form=froids"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"servés sur carotte."	"Oïdium"	": des dégâts d'inte"	"1891-1897"	"type=DESEASE, form=Oïdium"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"bloquer la maladie."	"Oïdium"	": des premiers symp"	"2181-2187"	"type=DESEASE, form=Oïdium"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"puis deux semaines."	"Fusariose"	"et verticilliose :"	"2249-2258"	"type=DESEASE, form=Fusariose"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"et en Haute-Vienne."	"Thrips"	": présence de piqûr"	"2735-2741"	"type=DESEASE, form=Thrips"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"en sol, sous abris"	"froid"	"Dans la région, la"	"2949-2954"	"type=DESEASE, form=froid"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"30 août 2017 3/10"	"Oïdium"	"(Oïdium neolycopers"	"7150-7156"	"type=DESEASE, form=Oïdium"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"2017 3/10 Oïdium ("	"Oïdium"	"neolycopersici) On"	"7158-7164"	"type=DESEASE, form=Oïdium"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"taches "" blanches """	"d'oïdium"	"en production sous"	"7226-7234"	"type=DESEASE, form=d'oïdium"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"ave Taches typiques"	"d'oïdium(Photo"	"Thierry MASSIAS - C"	"7396-7410"	"type=DESEASE, form=d'oïdium(Photo"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"upins (Photo ACPEL)"	"Oïdium"	"Des premiers symptô"	"11426-11432"	"type=DESEASE, form=Oïdium"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"premiers symptômes"	"d'oïdium"	"ont été notés sur l"	"11456-11464"	"type=DESEASE, form=d'oïdium"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"bas de parcelles )."	"Oïdium"	"(Podosphaera xanthi"	"14665-14671"	"type=DESEASE, form=Oïdium"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"es premières taches"	"d'oïdium"	"ont été observées d"	"14746-14754"	"type=DESEASE, form=d'oïdium"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"tés peu sensibles à"	"l'oïdium"	"doit être un critèr"	"15518-15526"	"type=DESEASE, form=l'oïdium"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"r en fin de saison."	"Fusariose"	"(Fusarium oxysporum"	"15617-15626"	"type=DESEASE, form=Fusariose"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"arium oxysporum) Le"	"refroidissement"	"des sols a amené l'"	"15651-15666"	"type=DESEASE, form=refroidissement"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"l'expression de la"	"fusariose"	"dans des parcelles"	"15703-15712"	"type=DESEASE, form=fusariose"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"les de symptômes de"	"fusariose"	"au champ et sur pla"	"15909-15918"	"type=DESEASE, form=fusariose"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"de rester vigilant."	"Rouille"	"(Puccinia porri, Pu"	"19083-19090"	"type=DESEASE, form=Rouille"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"ilité des variétés."	"Thrips"	"(Thrips tabaci) Tro"	"19372-19378"	"type=DESEASE, form=Thrips"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"s variétés. Thrips ("	"Thrips"	"tabaci) Trois sites"	"19380-19386"	"type=DESEASE, form=Thrips"
"BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b"	"trent l'activité de"	"thrips"	", mais l'intensité r"	"19443-19449"	"type=DESEASE, form=thrips"
"BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5"	"ri.fr Tomates abris"	"froids"	": Geoffrey MONNET -"	"610-616"	"type=DESEASE, form=froids"
"BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5"	"on d'un pic de vol."	"Rouille"	": présence de cette"	"1563-1570"	"type=DESEASE, form=Rouille"
"BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5"	"1 octobre 2017 2/4"	"Rouille"	"(Puccinia porri, Pu"	"4137-4144"	"type=DESEASE, form=Rouille"
"BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5"	"ote une présence de"	"rouille"	"dans quelques parce"	"4202-4209"	"type=DESEASE, form=rouille"
"BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5"	"riétés. Pustules de"	"rouille"	"photo ACPEL Thrips"	"4424-4431"	"type=DESEASE, form=rouille"
"BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5"	"rouille photo ACPEL"	"Thrips"	"(Thrips tabaci) On"	"4444-4450"	"type=DESEASE, form=Thrips"
"BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5"	"photo ACPEL Thrips ("	"Thrips"	"tabaci) On note enc"	"4452-4458"	"type=DESEASE, form=Thrips"
"BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5"	"races de piqures de"	"thrips"	". Ces traces sont an"	"4507-4513"	"type=DESEASE, form=thrips"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"e feuille pointante."	"Piétin"	"-verse : la plupart"	"1388-1394"	"type=DESEASE, form=Piétin"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"ade 1 nœud dépassé)."	"Rouille"	"jaune : un signalem"	"1480-1487"	"type=DESEASE, form=Rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"variétés sensibles."	"Oïdium"	": symptômes visible"	"1594-1600"	"type=DESEASE, form=Oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"délisation Presept)."	"Rouille"	"brune : présence su"	"1975-1982"	"type=DESEASE, form=Rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"variétés sensibles."	"Helminthosporiose"	": la maladie est en"	"2067-2084"	"type=DESEASE, form=Helminthosporiose"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"rables à la maladie."	"Rhynchosporiose"	": pas de signalemen"	"2231-2246"	"type=DESEASE, form=Rhynchosporiose"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"rables à la maladie."	"Rouille"	"naine des orges : c"	"2409-2416"	"type=DESEASE, form=Rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"ndre prochainement)."	"Oïdium"	": risque moyen dans"	"2673-2679"	"type=DESEASE, form=Oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"épi 1 cm à 2 nœuds."	"Rouille"	"jaune (blé tendre,"	"4750-4757"	"type=DESEASE, form=Rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	", un signalement de"	"rouille"	"jaune sur blé sur l"	"4836-4843"	"type=DESEASE, form=rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"dicatif de risque :"	"Rouille"	"jaune- Au stade épi"	"5163-5170"	"type=DESEASE, form=Rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"développement de la"	"rouille"	"jaune, restez vigil"	"5585-5592"	"type=DESEASE, form=rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"observateur : fiche"	"rouille"	"jaune. Oïdium (orge"	"5733-5740"	"type=DESEASE, form=rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"iche rouille jaune."	"Oïdium"	"(orge, triticale, b"	"5748-5754"	"type=DESEASE, form=Oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"blé) Des symptômes"	"d'oïdium"	"(feutrage blanc et"	"5792-5800"	"type=DESEASE, form=d'oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"'hypersensibilité à"	"l'oïdium"	") sont observés sur"	"5848-5856"	"type=DESEASE, form=l'oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"estent favorables à"	"l'oïdium"	", sa progression est"	"6661-6669"	"type=DESEASE, form=l'oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"observateur : fiche"	"oïdium"	". Oïdium(Crédit Phot"	"6858-6864"	"type=DESEASE, form=oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"eur : fiche oïdium."	"Oïdium(Crédit"	"Photo : P. Mouquot"	"6866-6879"	"type=DESEASE, form=Oïdium(Crédit"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"Hypersensibilité à"	"l'oïdium(Crédit"	"Photo : P. Mouquot"	"6926-6941"	"type=DESEASE, form=l'oïdium(Crédit"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"P. Mouquot - CA33)"	"Rhynchosporiose"	"(orge, triticale) P"	"6969-6984"	"type=DESEASE, form=Rhynchosporiose"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"veau signalement de"	"rhynchosporiose"	". Période d'observat"	"7033-7048"	"type=DESEASE, form=rhynchosporiose"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"°09 du 4 avril 2019"	"Rhynchosporiose(Crédit"	"Photo : S. Désiré -"	"7656-7678"	"type=DESEASE, form=Rhynchosporiose(Crédit"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"observateur : fiche"	"rhynchosporiose"	". Helminthosporiose"	"7915-7930"	"type=DESEASE, form=rhynchosporiose"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"he rhynchosporiose."	"Helminthosporiose"	"sur orge Taches tou"	"7932-7949"	"type=DESEASE, form=Helminthosporiose"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"teintes. Les taches"	"d'helminthosporiose"	"peuvent être compta"	"8401-8420"	"type=DESEASE, form=d'helminthosporiose"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"s que les taches de"	"rhynchosporiose"	": si la somme des f"	"8481-8496"	"type=DESEASE, form=rhynchosporiose"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"on les sensibilités"	"Helminthosporiose"	"sur orge variétales"	"8615-8632"	"type=DESEASE, form=Helminthosporiose"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"observateur : fiche"	"helminthosporiose"	". Rouille naine sur"	"9037-9054"	"type=DESEASE, form=helminthosporiose"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"helminthosporiose."	"Rouille"	"naine sur orge Mala"	"9056-9063"	"type=DESEASE, form=Rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"valuation du risque"	"Rouille"	"naine sur orge(Créd"	"9549-9556"	"type=DESEASE, form=Rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"observateur : fiche"	"rouille"	"naine. Septoriose ("	"9860-9867"	"type=DESEASE, form=rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	": fiche septoriose."	"Rouille"	"brune (blé) Quelque"	"12595-12602"	"type=DESEASE, form=Rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"on des symptômes de"	"rouille"	"brune est à surveil"	"12850-12857"	"type=DESEASE, form=rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"timales pour que la"	"rouille"	"brune se développe"	"12979-12986"	"type=DESEASE, form=rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"observateur : fiche"	"rouille"	"brune. Bulletin de"	"13613-13620"	"type=DESEASE, form=rouille"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"4 avril 2019 5/13"	"Piétin"	"-verse Des symptômes"	"13740-13746"	"type=DESEASE, form=Piétin"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"observateur : fiche"	"piétin"	"-verse. Attention au"	"14011-14017"	"type=DESEASE, form=piétin"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"iner sclérotinia et"	"oïdium"	"). Bulletin de Santé"	"20179-20185"	"type=DESEASE, form=oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"INRA Terres Inovia."	"Oïdium"	"Le temps sec et par"	"20749-20755"	"type=DESEASE, form=Oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"rition de symptômes"	"d'oïdium"	". Pour le moment, le"	"20874-20882"	"type=DESEASE, form=d'oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	". La nuisibilité de"	"l'oïdium"	"sera d'autant plus"	"21458-21466"	"type=DESEASE, form=l'oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"es jeunes siliques."	"Oïdium"	"sur feuilles(photo"	"21588-21594"	"type=DESEASE, form=Oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"e On gère le risque"	"oïdium"	"avant l'atteinte du"	"21811-21817"	"type=DESEASE, form=oïdium"
"BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3"	"ns les parcelles où"	"l'oïdium"	"est d'ores et déjà"	"22122-22130"	"type=DESEASE, form=l'oïdium"
"BSV_NA_GC_Aquitaine_N5_20180322_cle4a4445"	""" Céréales à paille"	"Oïdium"	": à surveiller à pa"	"1250-1256"	"type=DESEASE, form=Oïdium"
"BSV_NA_GC_Aquitaine_N5_20180322_cle4a4445"	"ituations à risque."	"Piétin"	"-verse : évaluation"	"1346-1352"	"type=DESEASE, form=Piétin"
