"bsv"	"type"	"length"	"context before"	"form"	"prefLabel"	"context after"	"location"	"features"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"r Larve d'hépiale -"	"laitue
VERGERS
P
ommier
Réseaux"	"laitue"	"d'observations Sect"	"14466-14497"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues, tomap-candidate-head=LAITUE, tomap-concept-synonym=laitue de serre, tomap-significant-head=LAITUE, tomap-classifier=head, similarity=0.14285714285714285, skos-prefLabel=laitue, skos-prefLabel=laitue, skos-prefLabel=laitue, form=laitue
VERGERS
P
ommier
Réseaux"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ac de grand Lieu et"	"cœur du bocage vendéen"	"palmier"	", vergers d'amateurs"	"14572-14594"	"IRI=http://ontology.inrae.fr/frenchcropusage/Palmiers, tomap-candidate-head=cœur, tomap-concept-synonym=coeur de palmier, tomap-significant-head=cœur, tomap-classifier=head, similarity=0.16666666666666666, skos-prefLabel=palmier, skos-prefLabel=palmier, skos-prefLabel=palmier, form=cœur du bocage vendéen"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"du bocage vendéen,"	"vergers d'amateurs"	"jardin"	". Carpocapse : aucu"	"14596-14614"	"IRI=http://ontology.inrae.fr/frenchcropusage/Jardins, tomap-candidate-head=vergers, tomap-concept-synonym=verger familial, tomap-significant-head=vergers, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, form=vergers d'amateurs"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ère professionnelle"	"Arboriculture"	"arboriculture"	"indique que les pre"	"15032-15045"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, form=Arboriculture"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ns Observations Les"	"pommiers"	"pommier"	"du verger vendéen p"	"15282-15290"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommiers"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ons Les pommiers du"	"verger vendéen"	"jardin"	"présentaient des po"	"15294-15308"	"IRI=http://ontology.inrae.fr/frenchcropusage/Jardins, tomap-candidate-head=vergers, tomap-concept-synonym=verger familial, tomap-significant-head=vergers, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, form=verger vendéen"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ce Observations Les"	"pommiers"	"pommier"	"du verger du sud Lo"	"15889-15897"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommiers"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ons Les pommiers du"	"verger du sud Loire"	"jardin"	"(Grand Lieu) ne pré"	"15901-15920"	"IRI=http://ontology.inrae.fr/frenchcropusage/Jardins, tomap-candidate-head=vergers, tomap-concept-synonym=verger familial, tomap-significant-head=vergers, tomap-classifier=head, similarity=0.2, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, form=verger du sud Loire"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ère professionnelle"	"Arboriculture"	"arboriculture"	"indique un risque i"	"16283-16296"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, form=Arboriculture"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"t les structures du"	"jardin"	"zone non agricole"	"concerné(structures"	"16774-16780"	"IRI=http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, tomap-classifier=exact, similarity=1.0, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, form=jardin"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"yx cul brun dans un"	"jardin"	"zone non agricole"	"et sur le mobilier"	"16864-16870"	"IRI=http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, tomap-classifier=exact, similarity=1.0, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, form=jardin"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	", ainsi que sur des"	"arbres du terre"	"arbre à fruits à pépins"	"-plein central de l'"	"16921-16936"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_pepins, tomap-candidate-head=arbres, tomap-concept-synonym=arbre à pépins, tomap-significant-head=arbres, tomap-classifier=head, similarity=0.2, skos-prefLabel=arbre à fruits à pépins, skos-prefLabel=arbre à fruits à pépins, skos-prefLabel=arbre à fruits à pépins, form=arbres du terre"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"res ici. T GUIHO -"	"Jardin d'amateurs
Chenille Bombyx cul brun"	"zone non agricole"	", en haut Chenille B"	"17249-17291"	"IRI=http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, tomap-candidate-head=Jardin, tomap-concept-synonym=jardins, tomap-significant-head=Jardin, tomap-classifier=head, similarity=0.16666666666666666, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, form=Jardin d'amateurs
Chenille Bombyx cul brun"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ulture Bioagresseur"	"Poireau
Teigne"	"poireau"	"Pomme de terre Dory"	"17480-17494"	"IRI=http://ontology.inrae.fr/frenchcropusage/Poireaux, tomap-candidate-head=poireau, tomap-concept-synonym=poireau, tomap-significant-head=poireau, tomap-classifier=head, similarity=0.5, skos-prefLabel=poireau, form=Poireau
Teigne"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"seur Poireau Teigne"	"Pomme de terre"	"pomme de terre"	"Doryphore, mildiou"	"17495-17509"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pomme de terre, form=Pomme de terre"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"er Psylle, tavelure"	"Tomate"	"tomate"	"Tuta absoluta (piég"	"17554-17560"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tomates, tomap-classifier=exact, similarity=1.0, skos-prefLabel=tomate, skos-prefLabel=tomate, form=Tomate"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"absoluta (piégeage)"	"Tomate
Site d'observation
Région Erdre"	"tomate"	"et Gesvres Région E"	"17586-17624"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tomates, tomap-candidate-head=Tomate, tomap-concept-synonym=tomate, tomap-significant-head=Tomate, tomap-classifier=head, similarity=0.2, skos-prefLabel=tomate, skos-prefLabel=tomate, form=Tomate
Site d'observation
Région Erdre"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ance est la punaise"	"grise"	"laitue romaine"	": Rhaphigaster nebu"	"20549-20554"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues_romaines, tomap-candidate-head=gris, tomap-concept-synonym=Grise maraîchère, tomap-significant-head=gris, tomap-classifier=head, similarity=0.5, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, form=grise"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ésentes en France :"	"Arbres fruitiers"	"arboriculture fruitière"	"et vignes : Malus d"	"21210-21226"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=Arbres fruitiers"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"Arbres fruitiers et"	"vignes"	"vigne"	": Malus domestica ("	"21230-21236"	"IRI=http://ontology.inrae.fr/frenchcropusage/Vignes, tomap-classifier=exact, similarity=1.0, skos-prefLabel=vigne, skos-prefLabel=vigne, skos-prefLabel=vigne, skos-prefLabel=vigne, form=vignes"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	": Malus domestica ("	"pommier"	"pommier"	"), Pyrus communis (p"	"21256-21263"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"rier), Prunus spp. ("	"prunier"	"prunier"	", cerisier, abricoti"	"21305-21312"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pruniers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, form=prunier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"unus spp. (prunier,"	"cerisier"	"cerisier"	", abricotier, pêcher"	"21314-21322"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=cerisier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"(prunier, cerisier,"	"abricotier"	"abricotier"	", pêcher ), Citrus s"	"21324-21334"	"IRI=http://ontology.inrae.fr/frenchcropusage/Abricotiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=abricotier, skos-prefLabel=abricotier, form=abricotier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"r), Vitis vinifera ("	"vigne"	"vigne"	") Légumes : Phaseolu"	"21422-21427"	"IRI=http://ontology.inrae.fr/frenchcropusage/Vignes, tomap-classifier=exact, similarity=1.0, skos-prefLabel=vigne, skos-prefLabel=vigne, skos-prefLabel=vigne, skos-prefLabel=vigne, form=vigne"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"is vinifera (vigne)"	"Légumes"	"culture légumière"	": Phaseolus vulgari"	"21429-21436"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, form=Légumes"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"Phaseolus vulgaris ("	"haricot"	"haricot"	"), Pisum sativum (po"	"21459-21466"	"IRI=http://ontology.inrae.fr/frenchcropusage/Haricots, tomap-classifier=exact, similarity=1.0, skos-prefLabel=haricot, skos-prefLabel=haricot, skos-prefLabel=haricot, skos-prefLabel=haricot, form=haricot"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ot), Pisum sativum ("	"pois"	"pois"	"), Asparagus officin"	"21484-21488"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pois, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pois, skos-prefLabel=pois, form=pois"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"aragus officinalis ("	"asperge"	"asperge"	"), Cucumis sativus ("	"21514-21521"	"IRI=http://ontology.inrae.fr/frenchcropusage/Asperges, tomap-classifier=exact, similarity=1.0, skos-prefLabel=asperge, skos-prefLabel=asperge, skos-prefLabel=asperge, skos-prefLabel=asperge, skos-prefLabel=asperge, form=asperge"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"), Capsicum annuum ("	"poivron"	"poivron"	") Grandes cultures :"	"21570-21577"	"IRI=http://ontology.inrae.fr/frenchcropusage/Poivrons, tomap-classifier=exact, similarity=1.0, skos-prefLabel=poivron, skos-prefLabel=poivron, skos-prefLabel=poivron, skos-prefLabel=poivron, skos-prefLabel=poivron, form=poivron"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"um annuum (poivron)"	"Grandes cultures"	"grande culture"	": Zea mais (maïs),"	"21579-21595"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes cultures"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ultures : Zea mais ("	"maïs"	"maïs"	"), Glycine max (soja"	"21608-21612"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"maïs), Glycine max ("	"soja"	"soja"	"), Helianthus annuus"	"21628-21632"	"IRI=http://ontology.inrae.fr/frenchcropusage/Sojas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=soja, form=soja"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"Helianthus annuus ("	"tournesol"	"tournesol"	") Plantes et arbuste"	"21654-21663"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tournesols, tomap-classifier=exact, similarity=1.0, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, form=tournesol"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"urnesol) Plantes et"	"arbustes ornementales"	"arbuste à baies"	": Paulownia , Rosa"	"21676-21697"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, tomap-candidate-head=arbustes, tomap-concept-synonym=arbuste à baies, tomap-significant-head=arbustes, tomap-classifier=head, similarity=0.25, skos-prefLabel=arbuste à baies, skos-prefLabel=arbuste à baies, form=arbustes ornementales"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"., Nerium oleander ("	"laurier rose"	"laurier ornemental"	"), Cupressus sp. (Cy"	"21755-21767"	"IRI=http://ontology.inrae.fr/frenchcropusage/Lauriers_ornementaux, tomap-candidate-head=laurier, tomap-concept-synonym=laurier des Portugal, tomap-significant-head=laurier, tomap-classifier=head, similarity=0.25, skos-prefLabel=laurier ornemental, skos-prefLabel=laurier ornemental, skos-prefLabel=laurier ornemental, skos-prefLabel=laurier ornemental, form=laurier rose"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"près), Magnolia sp."	"Arbres"	"arbre à fruits à pépins"	": Acer spp., Salix"	"21807-21813"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_pepins, tomap-candidate-head=arbres, tomap-concept-synonym=arbre à pépins, tomap-significant-head=arbres, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=arbre à fruits à pépins, skos-prefLabel=arbre à fruits à pépins, skos-prefLabel=arbre à fruits à pépins, form=Arbres"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"sur les fruits, les"	"gousses"	"légume à graines ou à gousses"	"ou les graines en p"	"22182-22189"	"IRI=http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses, tomap-classifier=exact, similarity=1.0, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, form=gousses"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"les gousses ou les"	"graines"	"chanvre oléagineux"	"en provoquant des d"	"22197-22204"	"IRI=http://ontology.inrae.fr/frenchcropusage/Chanvres_oleagineux, tomap-candidate-head=graines, tomap-concept-synonym=graine de chanvre, tomap-significant-head=graines, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, form=graines"
"119_BSV_Charentes_2015-07-28_cle88a1b6"	"html"	"7890"	"s Animateur Filière"	"Vigne"	"vigne"	"Patrice RÉTAUD Cham"	"1364-1369"	"IRI=http://ontology.inrae.fr/frenchcropusage/Vignes, tomap-classifier=exact, similarity=1.0, skos-prefLabel=vigne, skos-prefLabel=vigne, skos-prefLabel=vigne, skos-prefLabel=vigne, form=Vigne"
"119_BSV_Charentes_2015-07-28_cle88a1b6"	"html"	"7890"	"A CHALEUR Le climat"	"sec"	"arbre à fruits à coques"	"et chaud a bloqué l"	"2049-2052"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_fruits_coques, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, form=sec"
"119_BSV_Charentes_2015-07-28_cle88a1b6"	"html"	"7890"	"auvant, St Bris des"	"Bois"	"houblon"	"et Thors. Tous les"	"3374-3378"	"IRI=http://ontology.inrae.fr/frenchcropusage/Houblons, tomap-candidate-head=bois, tomap-concept-synonym=bois des diable, tomap-significant-head=bois, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, form=Bois"
"119_BSV_Charentes_2015-07-28_cle88a1b6"	"html"	"7890"	"blanches, vertes et"	"roses"	"rosier ornemental"	". Evaluation des ris"	"3471-3476"	"IRI=http://ontology.inrae.fr/frenchcropusage/Rosiers_ornementaux, tomap-classifier=exact, similarity=1.0, skos-prefLabel=rosier ornemental, skos-prefLabel=rosier ornemental, skos-prefLabel=rosier ornemental, form=roses"
"119_BSV_Charentes_2015-07-28_cle88a1b6"	"html"	"7890"	"vide décollé et œuf"	"sec"	"arbre à fruits à coques"	"vide Perforations d"	"5036-5039"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_fruits_coques, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, form=sec"
"119_BSV_Charentes_2015-07-28_cle88a1b6"	"html"	"7890"	"gricole d'Achats en"	"Commun"	"tournesol"	"et d'Approvisionnem"	"6150-6156"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tournesols, tomap-classifier=exact, similarity=1.0, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, form=Commun"
